,Cultivated area (hectares),Seed (Kg),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Insecticide (lit),Water (m3),Irrigation frequency,Yield (kg),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
4457,2.5,73.0,749.0,305.0,109.0,1917.0,16.0,19041.0,5.0,134065.0,737.0,599.0,7468.0
4458,0.75,26.0,238.0,120.0,44.0,596.0,5.0,5950.0,4.0,42223.0,202.0,189.0,1800.0
4459,2.5,74.0,727.0,328.0,122.0,1762.0,14.0,18066.0,3.0,133532.0,760.0,635.0,7182.0
4460,2.0,53.0,542.0,267.0,77.0,1470.0,12.0,15789.0,3.0,105012.0,595.0,488.0,5566.0
4461,1.25,42.0,416.0,200.0,75.0,998.0,6.0,9613.0,4.0,68466.0,333.0,314.0,3447.0
4462,0.5,16.0,147.0,78.0,29.0,352.0,3.0,4151.0,6.0,27813.0,146.0,127.0,1311.0
4463,2.5,72.0,744.0,311.0,92.0,1780.0,14.0,18747.0,6.0,142113.0,754.0,641.0,6375.0
4464,2.5,77.0,784.0,328.0,136.0,1795.0,13.0,18146.0,3.0,134750.0,725.0,643.0,6327.0
4465,1.25,44.0,348.0,158.0,64.0,947.0,7.0,9608.0,5.0,69236.0,378.0,291.0,3438.0
4466,3.0,82.0,1035.0,445.0,123.0,2391.0,16.0,24513.0,6.0,165054.0,870.0,719.0,8373.0
4467,2.5,86.0,695.0,336.0,94.0,1949.0,14.0,21269.0,4.0,130633.0,656.0,674.0,7010.0
4468,0.75,26.0,207.0,109.0,40.0,572.0,5.0,6114.0,5.0,41107.0,223.0,181.0,2183.0
4469,2.0,50.0,589.0,303.0,82.0,1510.0,13.0,14573.0,4.0,104990.0,610.0,514.0,4768.0
4470,2.5,61.0,855.0,350.0,133.0,1750.0,13.0,20142.0,3.0,135160.0,652.0,648.0,6253.0
4471,2.5,80.0,881.0,415.0,103.0,1941.0,15.0,20380.0,5.0,142351.0,654.0,599.0,6128.0
4472,1.5,51.0,438.0,223.0,88.0,1061.0,10.0,11830.0,3.0,78892.0,435.0,394.0,4323.0
4473,1.0,28.0,359.0,167.0,46.0,748.0,7.0,7728.0,6.0,52037.0,298.0,237.0,2732.0
4474,1.0,32.0,306.0,150.0,40.0,792.0,5.0,7906.0,3.0,55301.0,295.0,248.0,2576.0
4475,0.75,21.0,264.0,113.0,35.0,527.0,4.0,5594.0,3.0,41881.0,205.0,192.0,2130.0
4476,2.5,75.0,799.0,330.0,117.0,1896.0,14.0,20319.0,3.0,135599.0,650.0,672.0,5951.0
4477,1.25,41.0,341.0,209.0,63.0,894.0,8.0,10519.0,6.0,67188.0,364.0,298.0,3632.0
4478,1.25,30.0,362.0,199.0,63.0,956.0,8.0,8825.0,5.0,71009.0,329.0,297.0,3607.0
4479,1.25,35.0,416.0,194.0,69.0,944.0,7.0,10516.0,3.0,70996.0,338.0,288.0,2994.0
4480,1.25,31.0,373.0,209.0,56.0,973.0,7.0,10267.0,6.0,69655.0,379.0,327.0,3478.0
4481,3.0,89.0,811.0,417.0,143.0,2197.0,19.0,24235.0,5.0,167109.0,818.0,791.0,7930.0
4482,0.75,21.0,259.0,127.0,43.0,592.0,4.0,5294.0,5.0,41353.0,205.0,173.0,1904.0
4483,2.5,62.0,790.0,370.0,133.0,1834.0,15.0,20774.0,5.0,130788.0,725.0,621.0,6098.0
4484,0.5,13.0,140.0,76.0,21.0,354.0,3.0,4187.0,5.0,27739.0,145.0,131.0,1470.0
4485,1.75,52.0,571.0,297.0,94.0,1264.0,11.0,14436.0,6.0,98513.0,485.0,439.0,5129.0
4486,1.75,49.0,630.0,238.0,100.0,1372.0,9.0,12330.0,3.0,91187.0,474.0,439.0,4761.0
4487,3.0,84.0,905.0,487.0,134.0,2107.0,20.0,23836.0,5.0,168015.0,803.0,761.0,8036.0
4488,2.0,54.0,608.0,336.0,101.0,1506.0,10.0,15088.0,6.0,109827.0,539.0,475.0,5905.0
4489,0.75,23.0,249.0,94.0,33.0,585.0,4.0,6407.0,5.0,42588.0,208.0,177.0,2051.0
4490,1.5,46.0,489.0,241.0,87.0,1062.0,8.0,12218.0,7.0,84253.0,434.0,374.0,4243.0
4491,1.25,38.0,403.0,199.0,61.0,883.0,9.0,9826.0,6.0,66572.0,340.0,297.0,3514.0
4492,1.5,45.0,423.0,229.0,53.0,1069.0,9.0,12431.0,7.0,82543.0,397.0,353.0,4079.0
4493,1.5,40.0,409.0,239.0,87.0,1089.0,9.0,12585.0,4.0,82317.0,459.0,396.0,3476.0
4494,1.5,42.0,440.0,184.0,57.0,1167.0,9.0,11572.0,4.0,83233.0,437.0,396.0,4023.0
4495,0.75,23.0,262.0,96.0,29.0,580.0,5.0,5979.0,6.0,40372.0,195.0,183.0,1762.0
4496,1.75,48.0,630.0,221.0,87.0,1237.0,10.0,13133.0,7.0,93140.0,461.0,423.0,4570.0
4497,1.75,62.0,518.0,258.0,96.0,1321.0,12.0,12383.0,4.0,97001.0,507.0,464.0,4462.0
4498,1.25,33.0,399.0,161.0,69.0,955.0,7.0,10417.0,5.0,65479.0,363.0,326.0,3170.0
4499,2.5,74.0,747.0,389.0,105.0,1892.0,14.0,21390.0,4.0,134433.0,699.0,582.0,6439.0
4500,3.0,81.0,1029.0,491.0,136.0,2119.0,15.0,24433.0,6.0,167594.0,903.0,747.0,8497.0
4501,1.5,38.0,473.0,184.0,63.0,1102.0,9.0,11075.0,5.0,81536.0,447.0,400.0,4028.0
4502,1.25,41.0,341.0,190.0,49.0,932.0,8.0,9753.0,4.0,70799.0,384.0,323.0,3438.0
4503,1.5,44.0,503.0,215.0,89.0,1052.0,9.0,11612.0,3.0,83462.0,457.0,384.0,4259.0
4504,0.75,22.0,197.0,91.0,41.0,544.0,5.0,5743.0,6.0,42125.0,228.0,185.0,1995.0
4505,1.25,31.0,357.0,207.0,46.0,876.0,7.0,10006.0,7.0,68486.0,371.0,317.0,3531.0
4506,0.5,14.0,140.0,71.0,21.0,354.0,3.0,3650.0,3.0,27385.0,140.0,122.0,1408.0
4507,0.5,13.0,158.0,80.0,22.0,364.0,3.0,3650.0,3.0,28283.0,144.0,122.0,1351.0
4508,1.5,43.0,439.0,215.0,89.0,1053.0,8.0,11919.0,5.0,80008.0,424.0,391.0,4298.0
4509,1.0,31.0,306.0,139.0,50.0,704.0,7.0,7491.0,3.0,55963.0,271.0,261.0,2530.0
4510,2.0,67.0,665.0,252.0,74.0,1461.0,11.0,14138.0,4.0,110288.0,536.0,466.0,4932.0
4511,2.0,68.0,551.0,244.0,109.0,1540.0,12.0,16799.0,5.0,105660.0,534.0,526.0,4785.0
4512,0.5,17.0,167.0,74.0,23.0,361.0,3.0,3725.0,4.0,26093.0,131.0,119.0,1367.0
4513,1.25,34.0,409.0,177.0,49.0,943.0,8.0,9253.0,7.0,69234.0,343.0,292.0,3603.0
4514,1.75,50.0,545.0,231.0,63.0,1371.0,10.0,14168.0,3.0,96062.0,496.0,424.0,4126.0
4515,2.0,69.0,691.0,324.0,77.0,1518.0,13.0,15641.0,4.0,112966.0,565.0,483.0,5992.0
4516,0.5,15.0,142.0,75.0,23.0,393.0,3.0,3746.0,6.0,28114.0,130.0,122.0,1296.0
4517,1.5,49.0,412.0,250.0,85.0,1158.0,9.0,12667.0,3.0,81807.0,429.0,382.0,3613.0
4518,1.5,47.0,473.0,253.0,83.0,1053.0,9.0,10684.0,4.0,78279.0,398.0,376.0,4106.0
4519,0.5,18.0,136.0,68.0,23.0,373.0,3.0,4112.0,6.0,28090.0,152.0,134.0,1248.0
4520,2.5,81.0,670.0,379.0,120.0,1885.0,15.0,17564.0,3.0,135501.0,670.0,600.0,7022.0
4521,2.5,67.0,772.0,401.0,114.0,1794.0,16.0,19198.0,3.0,139387.0,660.0,643.0,6242.0
4522,3.0,87.0,1006.0,438.0,139.0,2302.0,18.0,23832.0,4.0,169124.0,893.0,796.0,7031.0
4523,3.0,79.0,866.0,388.0,121.0,2208.0,16.0,23654.0,7.0,164611.0,783.0,727.0,7730.0
4524,3.0,105.0,920.0,432.0,125.0,2203.0,17.0,24595.0,7.0,166173.0,834.0,771.0,7728.0
4525,1.25,45.0,385.0,171.0,64.0,914.0,8.0,8912.0,6.0,68361.0,361.0,291.0,2958.0
4526,1.75,62.0,530.0,238.0,102.0,1325.0,12.0,13860.0,6.0,97299.0,500.0,450.0,4153.0
4527,1.5,44.0,448.0,195.0,56.0,1133.0,8.0,11600.0,4.0,80644.0,397.0,393.0,3770.0
4528,1.25,32.0,365.0,159.0,47.0,924.0,7.0,10173.0,6.0,68556.0,341.0,322.0,3022.0
4529,2.0,48.0,684.0,323.0,108.0,1578.0,12.0,15406.0,7.0,109387.0,590.0,461.0,4794.0
4530,1.25,35.0,391.0,201.0,57.0,909.0,9.0,9515.0,5.0,69732.0,378.0,303.0,3302.0
4531,2.5,60.0,893.0,358.0,91.0,1895.0,13.0,19782.0,7.0,137359.0,718.0,614.0,5811.0
4532,3.0,91.0,1031.0,433.0,153.0,2386.0,18.0,22021.0,6.0,165580.0,873.0,733.0,8763.0
4533,0.5,13.0,158.0,63.0,25.0,369.0,3.0,3721.0,3.0,27362.0,135.0,131.0,1196.0
4534,2.5,73.0,664.0,378.0,97.0,1919.0,17.0,20987.0,6.0,139853.0,695.0,639.0,6626.0
4535,2.5,77.0,761.0,372.0,116.0,1970.0,17.0,20419.0,4.0,137603.0,736.0,600.0,7024.0
4536,1.75,58.0,464.0,250.0,89.0,1239.0,12.0,14120.0,7.0,92747.0,539.0,468.0,4469.0
4537,1.25,36.0,439.0,176.0,57.0,928.0,8.0,9446.0,6.0,65970.0,370.0,332.0,3305.0
4538,1.25,34.0,428.0,185.0,57.0,976.0,7.0,10509.0,5.0,67941.0,346.0,288.0,3089.0
4539,0.5,17.0,145.0,74.0,28.0,397.0,3.0,3782.0,3.0,26837.0,130.0,124.0,1464.0
4540,1.75,56.0,538.0,277.0,95.0,1237.0,10.0,13374.0,5.0,97679.0,541.0,423.0,5022.0
4541,1.25,32.0,396.0,193.0,60.0,900.0,7.0,9193.0,3.0,65318.0,351.0,332.0,3387.0
4542,0.5,15.0,148.0,74.0,30.0,371.0,3.0,3603.0,7.0,27477.0,155.0,127.0,1418.0
4543,0.5,14.0,131.0,64.0,22.0,374.0,3.0,3636.0,4.0,26635.0,140.0,124.0,1214.0
4544,2.0,68.0,665.0,285.0,104.0,1446.0,13.0,15910.0,3.0,107370.0,591.0,477.0,5201.0
4545,2.0,65.0,687.0,272.0,82.0,1453.0,12.0,17013.0,3.0,110726.0,555.0,534.0,4651.0
4546,3.0,90.0,791.0,460.0,136.0,2244.0,19.0,24869.0,4.0,159095.0,878.0,735.0,7130.0
4547,0.75,25.0,208.0,105.0,34.0,547.0,5.0,5345.0,6.0,41591.0,227.0,175.0,1987.0
4548,1.5,43.0,425.0,191.0,76.0,1171.0,10.0,10724.0,6.0,85261.0,445.0,361.0,3765.0
4549,0.5,14.0,136.0,81.0,27.0,371.0,3.0,3995.0,3.0,27109.0,155.0,130.0,1359.0
4550,1.75,59.0,456.0,290.0,102.0,1346.0,11.0,14538.0,4.0,93228.0,512.0,436.0,4548.0
4551,3.0,97.0,971.0,436.0,111.0,2130.0,19.0,23159.0,4.0,166990.0,799.0,785.0,8261.0
4552,1.5,37.0,486.0,186.0,88.0,1181.0,8.0,10670.0,5.0,80458.0,446.0,350.0,3918.0
4553,1.5,46.0,509.0,233.0,71.0,1143.0,8.0,10604.0,4.0,80509.0,436.0,345.0,4082.0
4554,1.5,37.0,398.0,234.0,70.0,1123.0,9.0,11386.0,3.0,84860.0,413.0,384.0,3517.0
4555,1.75,49.0,599.0,291.0,105.0,1349.0,12.0,14615.0,3.0,93906.0,522.0,453.0,4312.0
4556,2.5,62.0,721.0,410.0,125.0,1781.0,16.0,18943.0,3.0,132093.0,723.0,626.0,6996.0
4557,0.5,16.0,178.0,72.0,29.0,398.0,3.0,3665.0,4.0,28468.0,145.0,132.0,1467.0
4558,1.0,33.0,322.0,135.0,36.0,745.0,6.0,7321.0,5.0,55732.0,272.0,261.0,2540.0
4559,1.25,44.0,414.0,153.0,63.0,995.0,7.0,8946.0,4.0,70071.0,385.0,330.0,3023.0
4560,1.75,46.0,475.0,295.0,103.0,1324.0,10.0,13670.0,5.0,97971.0,491.0,472.0,4703.0
4561,2.5,62.0,694.0,335.0,146.0,1924.0,16.0,18004.0,5.0,131258.0,687.0,641.0,6193.0
4562,3.0,100.0,795.0,495.0,157.0,2287.0,20.0,21499.0,5.0,170864.0,783.0,724.0,7366.0
4563,1.25,40.0,365.0,189.0,44.0,986.0,7.0,9759.0,6.0,69432.0,364.0,301.0,3331.0
4564,1.25,31.0,398.0,153.0,48.0,896.0,9.0,8894.0,5.0,65651.0,365.0,289.0,3510.0
4565,3.0,94.0,995.0,492.0,159.0,2204.0,18.0,24035.0,5.0,166947.0,844.0,772.0,8613.0
4566,1.5,53.0,490.0,212.0,55.0,1127.0,8.0,12529.0,7.0,79603.0,424.0,352.0,3651.0
4567,2.0,62.0,585.0,289.0,117.0,1540.0,11.0,16451.0,4.0,113880.0,618.0,476.0,5095.0
4568,1.0,27.0,271.0,147.0,39.0,760.0,5.0,8083.0,6.0,52981.0,308.0,257.0,2485.0
4569,1.0,27.0,346.0,129.0,45.0,709.0,5.0,7673.0,6.0,53628.0,299.0,263.0,2426.0
4570,1.0,32.0,280.0,158.0,42.0,711.0,7.0,7501.0,4.0,55771.0,267.0,264.0,2509.0
4571,0.75,20.0,227.0,109.0,28.0,554.0,5.0,6369.0,5.0,39724.0,209.0,182.0,2215.0
4572,3.0,79.0,800.0,412.0,144.0,2166.0,16.0,24757.0,4.0,168151.0,789.0,693.0,7088.0
4573,0.5,17.0,137.0,62.0,19.0,393.0,3.0,3942.0,6.0,28278.0,131.0,134.0,1427.0
4574,3.0,93.0,1072.0,401.0,119.0,2270.0,18.0,23310.0,4.0,156387.0,909.0,693.0,7986.0
4575,1.25,40.0,396.0,155.0,46.0,986.0,8.0,9888.0,7.0,70919.0,331.0,298.0,3119.0
4576,2.5,81.0,784.0,415.0,149.0,1794.0,17.0,21475.0,3.0,135452.0,684.0,637.0,6618.0
4577,1.5,40.0,436.0,234.0,53.0,1147.0,10.0,11391.0,5.0,84242.0,397.0,392.0,4005.0
4578,1.75,55.0,490.0,261.0,81.0,1323.0,9.0,14600.0,4.0,92710.0,530.0,413.0,4407.0
4579,2.0,59.0,660.0,251.0,107.0,1403.0,10.0,16559.0,5.0,106986.0,536.0,538.0,5819.0
4580,3.0,100.0,939.0,446.0,146.0,2388.0,19.0,21588.0,7.0,159266.0,817.0,807.0,8669.0
4581,1.75,45.0,579.0,249.0,101.0,1327.0,11.0,14251.0,7.0,91077.0,511.0,419.0,4966.0
4582,2.0,52.0,564.0,274.0,85.0,1459.0,11.0,14820.0,3.0,112741.0,596.0,484.0,4639.0
4583,1.5,42.0,453.0,182.0,82.0,1189.0,10.0,11785.0,4.0,85089.0,417.0,371.0,3462.0
4584,1.25,36.0,392.0,197.0,73.0,900.0,7.0,10164.0,7.0,68611.0,328.0,305.0,3550.0
4585,1.75,60.0,514.0,235.0,72.0,1301.0,10.0,12902.0,7.0,91172.0,471.0,438.0,5118.0
4586,2.0,69.0,570.0,339.0,104.0,1579.0,12.0,14856.0,7.0,112728.0,578.0,522.0,5489.0
4587,2.0,52.0,717.0,283.0,70.0,1553.0,12.0,15384.0,7.0,111137.0,525.0,509.0,5483.0
4588,2.0,50.0,527.0,297.0,74.0,1500.0,11.0,16934.0,7.0,113987.0,544.0,460.0,5288.0
4589,2.5,80.0,815.0,378.0,120.0,1780.0,17.0,17929.0,6.0,138459.0,674.0,609.0,6738.0
4590,3.0,89.0,915.0,440.0,115.0,2376.0,20.0,24139.0,3.0,165524.0,818.0,736.0,8473.0
4591,1.0,26.0,294.0,169.0,38.0,752.0,5.0,7746.0,7.0,53461.0,265.0,264.0,2581.0
4592,1.5,48.0,485.0,230.0,68.0,1117.0,9.0,12222.0,4.0,83814.0,412.0,352.0,4248.0
4593,1.0,31.0,268.0,163.0,38.0,714.0,6.0,8429.0,6.0,52992.0,283.0,266.0,2958.0
4594,0.75,26.0,244.0,111.0,36.0,568.0,4.0,6121.0,3.0,42063.0,227.0,185.0,2167.0
4595,0.5,16.0,175.0,74.0,26.0,387.0,3.0,3769.0,5.0,28133.0,149.0,132.0,1381.0
4596,1.5,36.0,508.0,229.0,63.0,1199.0,8.0,11374.0,5.0,81927.0,409.0,377.0,4415.0
4597,0.75,21.0,231.0,126.0,28.0,569.0,4.0,5353.0,4.0,41826.0,219.0,197.0,2061.0
4598,1.25,37.0,405.0,181.0,51.0,936.0,8.0,8911.0,6.0,69485.0,339.0,291.0,2876.0
4599,2.0,63.0,549.0,281.0,94.0,1450.0,11.0,15126.0,3.0,107923.0,527.0,478.0,5072.0
4600,1.5,51.0,421.0,219.0,70.0,1149.0,9.0,10857.0,6.0,82091.0,406.0,382.0,4402.0
4601,2.0,53.0,663.0,250.0,110.0,1581.0,11.0,14447.0,7.0,107423.0,617.0,472.0,5022.0
4602,3.0,80.0,868.0,498.0,120.0,2180.0,18.0,24267.0,6.0,158216.0,844.0,799.0,8375.0
4603,0.5,13.0,138.0,81.0,24.0,389.0,3.0,3988.0,3.0,27349.0,155.0,124.0,1450.0
4604,1.25,35.0,438.0,154.0,49.0,956.0,7.0,9888.0,7.0,70125.0,372.0,305.0,3169.0
4605,1.5,49.0,422.0,253.0,78.0,1173.0,9.0,11747.0,4.0,80610.0,452.0,367.0,4437.0
4606,0.75,22.0,222.0,124.0,28.0,569.0,4.0,6015.0,6.0,39624.0,214.0,185.0,2137.0
4607,0.75,19.0,216.0,119.0,26.0,595.0,4.0,6202.0,5.0,41630.0,229.0,200.0,1739.0
4608,1.75,51.0,489.0,218.0,97.0,1363.0,11.0,13290.0,3.0,98428.0,506.0,449.0,4413.0
4609,2.5,72.0,727.0,312.0,138.0,1842.0,13.0,19850.0,7.0,131758.0,658.0,665.0,7361.0
4610,1.0,31.0,263.0,148.0,59.0,789.0,6.0,8297.0,7.0,55565.0,310.0,260.0,2555.0
4611,1.0,27.0,280.0,152.0,53.0,797.0,6.0,7396.0,6.0,53643.0,296.0,243.0,2800.0
4612,2.5,80.0,720.0,337.0,138.0,1851.0,15.0,21048.0,6.0,136423.0,732.0,599.0,6220.0
4613,3.0,82.0,1033.0,364.0,127.0,2374.0,18.0,21011.0,6.0,167049.0,816.0,778.0,8016.0
4614,2.5,78.0,771.0,334.0,139.0,1781.0,17.0,19327.0,3.0,136123.0,669.0,607.0,5781.0
4615,0.75,20.0,200.0,120.0,27.0,590.0,5.0,5299.0,3.0,39167.0,217.0,193.0,2145.0
4616,1.25,38.0,339.0,175.0,55.0,879.0,7.0,9181.0,3.0,67077.0,383.0,321.0,3607.0
4617,2.0,48.0,688.0,320.0,97.0,1427.0,11.0,15531.0,5.0,108320.0,575.0,472.0,5678.0
4618,2.5,63.0,883.0,344.0,99.0,1816.0,14.0,18894.0,6.0,130552.0,723.0,622.0,6144.0
4619,0.5,13.0,137.0,83.0,25.0,363.0,3.0,4176.0,5.0,27245.0,149.0,130.0,1408.0
4620,2.5,73.0,653.0,409.0,119.0,1848.0,13.0,20730.0,4.0,135385.0,731.0,655.0,5863.0
4621,0.75,25.0,229.0,101.0,32.0,589.0,4.0,5929.0,5.0,39236.0,231.0,194.0,1832.0
4622,0.75,24.0,229.0,124.0,40.0,568.0,5.0,5532.0,5.0,40069.0,198.0,194.0,2007.0
4623,2.0,59.0,702.0,297.0,85.0,1561.0,13.0,16185.0,3.0,113221.0,533.0,498.0,5837.0
4624,1.0,35.0,271.0,137.0,54.0,700.0,6.0,8527.0,7.0,56951.0,286.0,234.0,2934.0
4625,0.75,18.0,224.0,119.0,32.0,541.0,4.0,6311.0,3.0,42041.0,226.0,190.0,1764.0
4626,1.75,53.0,571.0,281.0,67.0,1281.0,9.0,12864.0,6.0,95633.0,482.0,425.0,4914.0
4627,1.75,44.0,482.0,249.0,62.0,1351.0,10.0,13926.0,6.0,97949.0,531.0,424.0,4518.0
4628,1.75,57.0,461.0,277.0,95.0,1279.0,9.0,14512.0,4.0,93126.0,456.0,419.0,4645.0
4629,2.5,69.0,832.0,355.0,126.0,1995.0,13.0,20410.0,6.0,138099.0,662.0,666.0,6012.0
4630,3.0,78.0,1059.0,492.0,112.0,2201.0,20.0,22566.0,6.0,158918.0,828.0,762.0,7789.0
4631,1.0,27.0,347.0,168.0,39.0,722.0,6.0,7633.0,5.0,55031.0,262.0,234.0,2319.0
4632,2.5,76.0,852.0,349.0,144.0,1888.0,16.0,17831.0,4.0,142092.0,652.0,625.0,5879.0
4633,0.75,22.0,224.0,93.0,36.0,597.0,5.0,5572.0,5.0,39328.0,197.0,179.0,1780.0
4634,2.0,55.0,643.0,328.0,99.0,1442.0,13.0,16020.0,5.0,107123.0,605.0,473.0,5709.0
4635,2.0,65.0,520.0,299.0,103.0,1440.0,13.0,15372.0,7.0,113791.0,549.0,471.0,5151.0
4636,3.0,89.0,817.0,378.0,114.0,2154.0,15.0,24520.0,4.0,161743.0,885.0,759.0,8491.0
4637,3.0,104.0,790.0,468.0,126.0,2150.0,17.0,24476.0,4.0,164243.0,848.0,765.0,7608.0
4638,1.5,41.0,408.0,186.0,55.0,1088.0,10.0,10781.0,7.0,79549.0,417.0,394.0,3803.0
4639,1.25,34.0,408.0,166.0,65.0,961.0,7.0,10550.0,5.0,65277.0,370.0,313.0,3426.0
4640,0.5,13.0,142.0,82.0,25.0,397.0,3.0,3629.0,7.0,27079.0,142.0,123.0,1415.0
4641,1.5,45.0,438.0,217.0,82.0,1193.0,8.0,11957.0,6.0,78124.0,434.0,402.0,3872.0
4642,2.5,89.0,869.0,402.0,99.0,1807.0,14.0,18546.0,6.0,140556.0,695.0,624.0,7243.0
4643,1.75,53.0,475.0,247.0,67.0,1268.0,11.0,12614.0,4.0,99324.0,461.0,452.0,4542.0
4644,0.75,19.0,226.0,103.0,37.0,596.0,5.0,5706.0,4.0,40455.0,207.0,198.0,1852.0
4645,1.25,35.0,432.0,192.0,49.0,912.0,8.0,10685.0,6.0,66585.0,340.0,305.0,3403.0
4646,1.5,50.0,396.0,235.0,77.0,1073.0,9.0,12021.0,5.0,82021.0,406.0,378.0,4171.0
4647,3.0,99.0,915.0,429.0,141.0,2396.0,18.0,22721.0,7.0,165445.0,854.0,772.0,7057.0
4648,1.75,47.0,483.0,244.0,80.0,1291.0,12.0,14164.0,7.0,91733.0,526.0,409.0,4810.0
4649,0.75,23.0,234.0,94.0,34.0,577.0,5.0,6423.0,5.0,40780.0,213.0,178.0,2222.0
4650,1.25,38.0,368.0,154.0,49.0,984.0,8.0,8820.0,3.0,69206.0,378.0,314.0,3421.0
4651,1.5,43.0,410.0,251.0,75.0,1065.0,8.0,12362.0,5.0,81961.0,391.0,354.0,3671.0
4652,1.75,62.0,621.0,252.0,74.0,1292.0,12.0,13218.0,4.0,93779.0,517.0,472.0,5067.0
4653,1.0,30.0,358.0,127.0,47.0,771.0,6.0,8149.0,4.0,52788.0,287.0,253.0,2968.0
4654,1.75,46.0,485.0,293.0,104.0,1335.0,10.0,13813.0,7.0,97174.0,533.0,422.0,4715.0
4655,0.75,22.0,211.0,115.0,26.0,542.0,5.0,5821.0,4.0,41338.0,211.0,194.0,1996.0
4656,1.75,57.0,511.0,256.0,77.0,1290.0,11.0,14796.0,6.0,97091.0,536.0,436.0,5062.0
4657,2.5,89.0,724.0,374.0,106.0,1933.0,16.0,17506.0,4.0,141670.0,706.0,585.0,5875.0
4658,2.5,73.0,782.0,388.0,129.0,1885.0,14.0,17724.0,4.0,131046.0,662.0,607.0,7457.0
4659,1.25,42.0,386.0,189.0,62.0,976.0,7.0,9428.0,4.0,71141.0,342.0,324.0,3707.0
4660,1.0,25.0,277.0,149.0,53.0,776.0,6.0,8065.0,3.0,53479.0,288.0,232.0,2587.0
4661,3.0,85.0,1030.0,366.0,167.0,2230.0,21.0,22750.0,6.0,156345.0,834.0,697.0,7499.0
4662,1.0,30.0,261.0,130.0,47.0,783.0,6.0,7363.0,6.0,52980.0,278.0,245.0,2308.0
4663,1.5,42.0,516.0,238.0,82.0,1154.0,8.0,10525.0,3.0,84450.0,409.0,388.0,3714.0
4664,1.75,63.0,607.0,230.0,81.0,1254.0,9.0,15007.0,6.0,91023.0,503.0,421.0,4449.0
4665,2.5,66.0,811.0,367.0,121.0,2000.0,15.0,19906.0,6.0,139862.0,650.0,663.0,7223.0
4666,1.5,44.0,524.0,208.0,76.0,1059.0,8.0,12869.0,4.0,81466.0,431.0,359.0,3617.0
4667,0.75,20.0,202.0,104.0,39.0,560.0,5.0,5747.0,3.0,40716.0,200.0,196.0,2247.0
4668,2.5,69.0,722.0,305.0,130.0,1801.0,17.0,19153.0,5.0,134754.0,661.0,607.0,7126.0
4669,2.5,85.0,813.0,360.0,102.0,1751.0,14.0,18716.0,5.0,140302.0,670.0,668.0,6320.0
4670,0.5,18.0,141.0,72.0,30.0,360.0,3.0,4045.0,7.0,27124.0,153.0,123.0,1327.0
4671,1.5,44.0,411.0,221.0,66.0,1163.0,9.0,10696.0,4.0,78963.0,460.0,377.0,3759.0
4672,2.5,85.0,889.0,376.0,131.0,1814.0,13.0,19843.0,7.0,140410.0,772.0,670.0,6557.0
4673,1.25,44.0,329.0,204.0,47.0,939.0,8.0,10575.0,6.0,66865.0,374.0,306.0,3610.0
4674,1.75,52.0,463.0,242.0,102.0,1379.0,12.0,12624.0,4.0,95778.0,482.0,454.0,4465.0
4675,1.75,52.0,546.0,292.0,70.0,1389.0,10.0,14702.0,7.0,98816.0,529.0,412.0,4127.0
4676,2.5,84.0,764.0,313.0,129.0,1830.0,16.0,20270.0,7.0,132477.0,717.0,625.0,7061.0
4677,2.0,67.0,584.0,275.0,117.0,1553.0,11.0,15007.0,6.0,107780.0,584.0,536.0,5207.0
4678,1.75,49.0,614.0,243.0,97.0,1294.0,11.0,14375.0,7.0,91890.0,503.0,404.0,4049.0
4679,2.0,60.0,683.0,331.0,119.0,1546.0,12.0,16628.0,5.0,112776.0,595.0,538.0,5011.0
4680,0.75,26.0,237.0,124.0,41.0,570.0,5.0,6173.0,6.0,41139.0,226.0,191.0,2069.0
4681,1.75,48.0,468.0,265.0,96.0,1244.0,10.0,12436.0,7.0,98201.0,514.0,424.0,4361.0
4682,0.75,22.0,225.0,92.0,33.0,534.0,4.0,6275.0,5.0,39787.0,222.0,189.0,1904.0
4683,1.25,43.0,339.0,150.0,66.0,941.0,8.0,9468.0,7.0,70641.0,342.0,311.0,3448.0
4684,1.25,44.0,328.0,174.0,58.0,910.0,8.0,10223.0,6.0,66211.0,382.0,319.0,2908.0
4685,2.5,61.0,855.0,357.0,139.0,1886.0,15.0,19345.0,4.0,140138.0,727.0,642.0,6651.0
4686,1.75,43.0,528.0,249.0,97.0,1280.0,12.0,14888.0,4.0,96800.0,514.0,406.0,4946.0
4687,1.0,24.0,337.0,120.0,40.0,702.0,6.0,8196.0,3.0,52875.0,272.0,254.0,2506.0
4688,3.0,76.0,1042.0,363.0,126.0,2223.0,18.0,25648.0,6.0,157121.0,904.0,733.0,7653.0
4689,1.5,47.0,425.0,252.0,80.0,1159.0,9.0,12338.0,4.0,80189.0,442.0,401.0,4214.0
4690,0.5,18.0,144.0,83.0,26.0,380.0,3.0,4280.0,3.0,26589.0,138.0,133.0,1207.0
4691,1.25,31.0,382.0,192.0,47.0,994.0,7.0,9207.0,6.0,67660.0,381.0,304.0,3211.0
4692,3.0,105.0,907.0,485.0,132.0,2384.0,17.0,25791.0,3.0,158241.0,805.0,766.0,7309.0
