Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
1.5,2,2,506,3,361,259,130,8,1352,3,0.6,3.6,4,2,6559,7,3,5135,5135,86,3338,3049,3970.2818
0.75,1,1,255,3,204,175,49,7,628,2,0.5,2.5,3,2,4288,11,4,2854,2854,33,1601,1400,2022.7546
3,1,1,857,2,762,632,218,14,2716,1,1.6,8.1,3,1,15525,7,3,11534,11534,140,6748,5831,7983.619
1.5,2,1,467,1,426,259,121,8,1241,1,0.6,3.2,3,3,7042,11,3,5799,5799,84,3447,2682,4292.7014
2.5,2,2,740,1,588,497,193,11,2056,1,1.7,5,3,2,12700,10,3,9148,9148,128,5266,4960,6287.829
3,2,2,906,1,1021,715,243,21,2500,1,2,9.2,3,1,14847,11,3,11467,11467,122,6442,6194,8986.6284
2.5,2,1,681,1,614,593,205,17,2255,2,1.8,5.8,2,3,11722,11,2,9324,9324,146,5727,4950,6733.6294
3,1,1,831,2,866,606,236,21,2508,3,2.2,7.2,3,0,17251,8,3,11656,11656,177,6701,6183,8563.9182
2,2,1,554,2,567,419,172,17,1677,2,0.7,4.8,3,3,11003,10,4,7717,7717,127,4505,3932,5732.4766
3,2,1,957,2,826,554,203,21,2635,3,2,5.8,4,3,12849,8,1,10303,10303,160,6771,5948,8312.7488
2.5,2,2,821,3,847,522,186,16,2067,3,1.1,4.9,4,2,11510,7,1,9490,9490,113,5324,4618,7437.06
2.5,2,2,656,3,757,428,166,18,2041,3,1,4.9,2,1,12846,7,4,8850,8850,114,5470,5155,7060.3072
1.5,1,1,426,2,488,336,99,9,1354,1,0.4,4.4,4,3,7941,8,4,5659,5659,92,3172,2639,4443.7152
3,1,1,836,2,919,562,284,23,2621,2,1.4,8.7,2,2,15919,11,1,10738,10738,129,6470,5586,8586.1758
1,2,1,327,2,285,217,74,7,882,3,0.2,3.2,3,3,4472,10,1,3584,3584,56,2171,2071,2808.4564
0.75,2,2,257,2,230,165,60,5,641,3,0.2,2,2,3,3456,8,2,2721,2721,46,1705,1461,2234.6912
1.75,1,2,533,3,422,397,126,10,1548,3,1.3,3.2,3,1,7891,11,4,6081,6081,88,3913,3076,4563.6162
3,2,2,991,3,880,631,238,27,2610,2,0.7,8.9,4,2,14887,10,2,10961,10961,162,6474,5225,8470.8114
2,1,1,534,2,466,404,189,8,1767,3,1.1,6,3,2,9987,7,3,7206,7206,98,4379,3562,5153.4944
1.25,1,1,380,2,399,222,106,7,1041,3,0.8,3.5,3,0,6985,7,2,4477,4477,73,2764,2619,3749.255
2.5,1,1,734,3,587,436,164,21,2220,1,1.3,7,4,3,11125,11,2,9109,9109,125,5641,5156,6455.097
0.5,1,2,167,1,164,98,34,3,432,3,0.2,0.9,3,1,2724,7,2,1703,1703,22,1125,954,1506.7268
2,2,2,643,1,488,443,155,11,1628,2,0.7,5.5,4,2,10984,11,3,7132,7132,105,4226,4194,5150.1518
0.5,2,1,172,3,169,92,34,3,417,3,0.3,1.3,4,1,2326,7,3,1863,1863,26,1092,971,1536.5272
3,2,2,945,1,780,677,268,24,2483,2,1.6,8.6,2,0,15191,11,4,10494,10494,139,6692,5347,8097.8022
1,1,1,312,3,303,192,86,7,822,2,0.7,1.9,2,0,4798,7,2,3845,3845,52,2275,2049,2932.3576
3,2,1,818,3,871,717,277,14,2559,3,2.4,6.3,4,0,14139,8,3,11251,11251,169,6666,5656,8607.9688
3,1,2,949,2,692,545,239,26,2466,3,2.2,8.2,3,3,16001,7,3,10329,10329,158,6330,5907,7525.6872
3,1,2,1044,1,892,638,227,13,2711,1,0.7,7.6,4,1,12995,11,3,10849,10849,177,6379,5121,8494.37
2,1,2,665,2,523,358,130,14,1781,1,0.6,5.5,3,2,10165,8,3,7209,7209,95,4591,4198,5424.463
0.5,2,2,164,3,166,103,36,3,422,3,0.2,1.1,4,3,2360,7,4,1747,1747,28,1072,994,1519.16
0.75,1,2,201,3,256,165,55,4,643,3,0.4,2.1,4,1,3858,10,3,2807,2807,43,1635,1316,2318.3666
1.25,2,1,327,1,404,252,102,8,1053,2,0.3,2.3,3,2,6841,7,3,4486,4486,72,2847,2162,3794.7942
3,1,1,807,3,927,530,252,24,2621,1,1.2,9.2,2,3,16198,7,4,11399,11399,182,6377,5128,8694.8156
3,2,2,841,2,792,634,223,14,2688,1,1.8,7,4,3,12538,11,1,11645,11645,185,6885,6084,8340.4266
1.25,2,2,333,3,288,288,92,9,1029,2,0.6,3.6,4,0,5141,10,1,4430,4430,61,2663,2580,3149.2042
2,2,2,660,1,636,393,160,14,1807,3,0.8,4.9,3,1,10394,7,1,7605,7605,82,4503,3859,5886.5788
1.5,1,2,492,1,471,295,142,13,1303,3,1.1,3.2,2,1,7928,7,2,5804,5804,84,3438,2962,4518.7916
1.5,1,2,500,1,449,351,108,11,1267,2,1,3.7,4,0,6969,7,1,5834,5834,85,3246,2942,4298.2578
0.75,2,1,223,2,188,166,70,5,651,3,0.3,2.1,2,0,3693,7,4,2584,2584,32,1597,1282,1958.2086
0.5,2,2,162,2,167,106,46,3,436,1,0.3,1.5,2,1,2796,8,3,1758,1758,25,1051,873,1504.2372
1.5,1,2,446,3,387,295,116,11,1362,3,1.1,2.9,3,1,7638,7,1,5150,5150,82,3213,2852,3982.4556
3,1,1,829,2,834,656,251,17,2569,1,1.7,8.9,4,0,13834,11,3,11477,11477,129,6379,5922,8137.7498
1.75,2,2,463,1,495,330,141,7,1510,3,0.8,3.7,4,1,9002,11,4,6700,6700,81,3701,3660,4780.1134
1.25,2,1,367,1,391,272,88,7,1013,2,0.8,3.2,2,0,5551,11,1,4512,4512,51,2785,2536,3624.3142
0.5,1,1,151,3,175,88,33,3,438,3,0.3,1.2,4,1,2324,10,2,1909,1909,31,1071,882,1565.3538
3,1,1,935,2,956,571,249,22,2646,3,2.3,5.8,2,0,13837,11,2,10913,10913,176,6472,6259,8837.6844
2,1,2,671,2,646,473,184,15,1756,3,1,6.6,4,3,9250,10,4,7195,7195,90,4394,3577,5961.842
1.5,2,2,429,2,362,290,122,11,1339,2,0.9,5,3,0,8172,8,2,5541,5541,62,3441,3137,3954.7804
1.75,1,2,508,2,600,302,141,15,1557,2,0.6,4.8,3,3,8451,11,4,6420,6420,94,3941,3038,5421.9232
2,2,2,696,3,644,423,131,9,1786,3,0.8,6.3,4,2,8789,8,1,7734,7734,83,4467,4143,5890.9408
0.75,2,2,260,2,203,157,69,4,626,2,0.5,2.1,3,2,4023,8,4,2688,2688,36,1695,1559,2099.9216
2.5,1,1,839,3,694,599,227,15,2166,2,0.6,6.6,2,1,12570,7,2,9509,9509,119,5433,5245,6877.405
0.5,2,1,159,1,134,89,39,4,433,3,0.1,1,4,0,2294,8,1,1829,1829,21,1142,935,1391.4458
2.5,2,2,857,2,696,534,178,21,2032,2,1.2,6.3,2,2,11734,11,2,9671,9671,145,5650,4638,7017.3608
2,1,1,613,2,679,452,139,13,1774,1,1.4,6.4,4,3,9242,8,3,7251,7251,99,4487,3817,6129.8354
2,2,2,684,2,556,398,161,15,1698,2,0.7,6.6,2,0,10369,8,1,7273,7273,110,4306,3809,5513.4868
1.5,2,2,393,1,483,313,99,13,1297,3,0.3,4.3,4,1,7979,7,1,5720,5720,73,3184,2609,4364.5828
1.25,2,2,363,2,338,223,104,9,1077,3,0.5,3.1,4,0,5814,10,4,4425,4425,65,2713,2404,3420.1148
0.75,1,2,212,3,175,147,56,4,640,2,0.4,2.5,2,3,3554,8,3,2778,2778,31,1622,1557,1894.2188
0.5,2,1,149,2,135,115,45,2,420,1,0.4,1.6,4,0,2458,10,4,1708,1708,28,1097,981,1412.0166
1.5,1,1,524,1,520,295,113,13,1296,1,1.1,3.7,3,1,6428,10,3,5557,5557,67,3344,2917,4610.5146
1.25,2,1,344,1,346,221,118,6,1034,3,0.4,2.3,2,2,6847,8,4,4633,4633,67,2707,2610,3452.7834
1.25,1,1,344,3,429,265,109,5,1070,1,0.8,3.1,2,2,5642,10,2,4337,4337,53,2855,2598,3866.6654
1.5,1,2,422,2,367,307,102,9,1282,1,0.7,4,3,3,6795,10,3,5846,5846,76,3320,2787,3919.145
1.75,1,1,504,2,597,323,139,8,1495,1,1.2,5,2,0,8236,7,1,6601,6601,100,3901,3505,5403.7542
2,1,2,614,2,594,394,138,13,1661,2,1.4,5.3,4,1,9994,7,1,7490,7490,109,4576,3645,5809.1728
1.5,1,1,522,2,451,334,119,8,1249,1,0.4,3.6,3,3,6282,11,1,5506,5506,81,3331,2612,4338.4834
3,1,2,900,1,730,626,233,19,2539,3,2.3,6.7,4,1,17180,8,1,11655,11655,175,6663,6066,7925.025
0.75,1,2,256,3,236,151,58,4,622,3,0.3,1.8,2,0,3840,10,3,2706,2706,46,1663,1500,2234.622
2.5,1,2,790,1,726,528,220,18,2128,3,2,7.8,4,3,12046,7,2,8652,8652,153,5662,4605,7278.4692
1,1,2,267,2,307,234,86,6,841,1,0.6,2.9,2,3,4982,10,3,3868,3868,64,2238,1818,2979.2944
0.75,1,1,210,3,181,130,71,5,610,3,0.3,1.9,3,2,3617,11,3,2572,2572,46,1631,1571,1993.7464
1.5,2,2,426,2,524,341,116,7,1347,2,1.2,4,2,2,6174,7,4,5446,5446,73,3313,2929,4633.4028
3,2,2,834,2,899,563,216,22,2608,2,0.6,7.2,4,0,13016,10,1,11065,11065,175,6557,5140,8590.6312
2.5,2,2,672,2,757,523,181,11,2232,1,1,7.5,3,1,12858,7,4,8930,8930,144,5352,4805,7149.6846
0.75,2,2,242,1,199,128,67,4,649,2,0.3,1.4,2,2,3577,8,1,2613,2613,34,1646,1276,2027.2664
1.5,2,2,407,3,491,279,131,8,1305,1,0.8,4.3,2,1,7799,8,3,5400,5400,69,3179,3004,4413.4628
1.75,2,1,523,1,470,363,129,15,1448,2,0.6,3.8,4,2,9116,11,3,6010,6010,110,3985,3421,4896.5202
2.5,2,1,721,1,838,517,221,20,2049,3,0.5,6.7,3,2,13021,7,3,9723,9723,145,5271,4550,7515.8572
1.5,2,1,427,3,392,269,119,9,1332,1,0.9,3,4,2,6929,11,3,5762,5762,70,3372,2876,4062.6528
1.25,1,1,342,2,409,224,106,6,1056,3,0.3,3.5,3,1,6630,8,1,4792,4792,72,2757,2449,3782.644
1.75,2,1,461,1,533,334,165,14,1435,1,0.8,5,4,2,9183,10,4,6607,6607,103,3689,3131,5058.0816
1.25,1,1,407,2,431,258,117,11,1033,3,0.6,3.5,4,1,7115,10,1,4423,4423,53,2869,2527,3912.264
0.75,2,1,208,1,234,140,62,6,645,2,0.5,2.5,3,0,3103,7,2,2742,2742,31,1651,1498,2193.4066
2.5,1,1,837,3,827,555,216,12,2177,2,1.2,6.4,3,2,11276,11,3,9657,9657,105,5639,5133,7540.3832
1.75,1,2,485,3,493,302,140,13,1557,3,1.2,5.3,3,2,8526,10,3,6341,6341,94,3712,3338,4823.8052
0.75,2,1,210,2,247,141,50,4,654,3,0.6,1.7,4,2,4010,10,1,2881,2881,42,1585,1312,2237.412
1,2,2,327,3,230,173,87,7,898,1,0.3,1.9,3,3,5008,10,1,3801,3801,57,2221,2072,2593.1926
0.5,1,1,131,3,124,93,40,4,440,2,0.2,1.2,2,3,2710,7,4,1773,1773,23,1071,929,1301.682
0.5,1,1,135,1,143,99,46,2,424,3,0.3,1.2,2,2,2105,10,3,1794,1794,25,1145,986,1443.119
1.75,1,2,512,3,460,365,114,14,1499,1,0.7,3.5,4,0,9065,7,4,6463,6463,73,4000,3143,4722.435
1.25,1,2,409,1,413,283,97,8,1090,1,0.7,4.1,4,2,7100,8,3,4533,4533,78,2868,2220,3890.101
2,1,2,545,2,520,448,173,16,1642,1,0.5,5.7,3,0,10914,10,2,6981,6981,115,4350,4124,5408.6318
3,2,1,983,1,752,528,222,13,2623,3,1.6,9.7,2,0,15009,7,3,10507,10507,163,6557,5298,7909.8478
0.75,1,2,251,2,224,178,64,5,630,1,0.5,2.5,2,0,4147,7,2,2862,2862,39,1679,1545,2185.7014
1,1,2,316,2,293,186,91,8,904,3,0.5,2.9,2,1,5331,10,2,3610,3610,41,2224,2006,2838.5892
0.5,2,1,150,2,139,112,35,3,407,1,0.4,1,4,0,2416,11,3,1897,1897,28,1086,911,1405.1782
2.5,2,2,701,1,799,582,197,13,2148,1,1.3,5.8,2,2,12527,8,1,9679,9679,156,5503,4647,7463.6864
1.25,2,1,409,1,336,243,111,6,1080,2,0.8,3.2,2,1,6951,8,1,4791,4791,75,2639,2409,3400.3732
1,1,2,338,3,276,236,89,8,832,3,0.7,2.3,4,2,5545,10,2,3778,3778,45,2161,1757,2755.186
2.5,2,1,709,1,636,543,221,21,2225,1,0.9,7.1,3,1,13982,7,2,9099,9099,110,5379,5077,6561.8094
2.5,1,1,705,3,616,450,196,11,2241,1,1.7,7.7,2,0,13636,10,4,9729,9729,118,5467,4415,6507.9552
2.5,1,2,829,1,831,531,202,11,2197,3,1.9,6.4,4,2,14170,10,4,9134,9134,134,5344,4883,7485.14
1,1,1,319,1,288,232,71,6,840,2,0.3,3.1,4,0,5196,11,3,3728,3728,46,2184,2042,2803.7822
0.75,2,2,246,1,191,142,63,3,677,3,0.5,1.8,2,0,3932,8,4,2803,2803,38,1634,1416,1998.5654
3,2,1,1006,2,879,705,204,20,2595,3,0.7,9.3,3,1,17325,8,4,10618,10618,172,6826,6006,8643.757
0.75,2,2,234,2,192,150,62,4,625,1,0.4,2.1,2,0,3119,11,3,2710,2710,43,1591,1359,1996.3098
1.25,2,1,417,3,365,294,107,11,1038,1,0.8,2.7,4,1,5879,8,3,4779,4779,67,2673,2194,3535.8868
0.75,1,1,202,1,245,141,56,6,677,3,0.4,2.1,3,0,3275,10,3,2670,2670,45,1720,1552,2311.583
3,1,2,851,3,773,681,211,22,2535,2,1.8,9.6,4,1,15388,8,1,10357,10357,122,6601,5279,7916.3606
1.5,2,1,415,2,479,311,112,13,1241,1,1,2.7,4,2,7869,11,2,5532,5532,75,3255,2647,4400.8298
1,1,1,299,3,312,179,65,5,886,1,0.3,3.2,4,3,4461,8,2,3558,3558,55,2204,1808,2939.6572
3,1,1,865,1,762,553,279,26,2601,3,0.6,7.6,2,3,14407,10,3,10437,10437,181,6542,5715,8052.0684
1.5,1,1,395,3,455,307,111,11,1240,1,1.1,4.3,3,1,7023,11,3,5535,5535,77,3258,2584,4305.2876
3,1,1,783,3,828,695,209,18,2670,1,2.3,6.6,2,0,15133,10,1,10832,10832,181,6773,5539,8401.3236
3,1,1,852,3,722,556,269,13,2652,1,1.2,5.5,2,1,13326,8,4,11069,11069,138,6469,6229,7671.4822
2,2,2,682,3,631,464,159,13,1727,3,0.9,4.1,3,0,9992,10,2,7288,7288,103,4535,3651,5944.8454
0.75,2,1,234,3,191,163,60,5,667,3,0.4,1.4,4,3,3745,7,2,2611,2611,45,1663,1541,2046.109
1.25,1,1,392,1,404,279,89,10,1059,3,0.8,3.3,3,2,6622,10,3,4625,4625,71,2678,2190,3699.2014
2,2,2,555,2,639,433,161,14,1666,2,1.2,5.2,4,2,11342,11,1,7686,7686,103,4450,3990,5956.9614
1.5,2,1,478,3,384,320,139,13,1298,2,1,4.9,2,3,7325,8,2,5118,5118,92,3165,3079,4015.272
0.5,1,2,172,3,135,86,35,2,427,1,0.3,1.4,4,3,2201,10,2,1791,1791,21,1097,1012,1371.6752
0.75,2,2,225,1,175,161,50,5,643,3,0.3,2,3,1,4173,10,2,2866,2866,45,1579,1550,1910.9246
2.5,2,1,851,1,590,578,183,13,2091,3,1.7,5.4,2,1,11748,7,1,9353,9353,137,5460,4703,6417.7686
0.5,2,1,143,1,147,107,46,3,418,2,0.2,1.5,2,2,2114,8,2,1801,1801,31,1139,1031,1479.0208
2,1,1,660,3,579,394,134,14,1703,2,1.2,5.3,3,3,9294,10,4,7274,7274,80,4270,3590,5469.6808
1.25,2,1,391,3,330,264,91,6,1054,1,0.4,3.8,2,1,6623,11,2,4641,4641,72,2854,2550,3456.3476
0.5,2,1,167,3,127,95,44,2,418,2,0.2,1.5,2,2,2824,8,4,1889,1889,30,1126,860,1374.9968
2.5,1,1,710,2,617,444,234,18,2249,2,1.5,7.1,4,1,12816,10,4,9551,9551,155,5591,4888,6754.4852
0.5,2,2,171,1,133,101,35,2,453,1,0.1,1.3,3,0,2636,10,3,1753,1753,27,1129,960,1388.5222
0.75,1,1,249,3,184,159,52,4,673,2,0.5,2.3,2,3,3506,11,1,2668,2668,34,1707,1292,1984.9772
3,1,2,809,3,810,644,245,22,2639,2,2.4,7,4,2,14454,10,3,11106,11106,166,6300,5835,8083.1158
2,2,1,668,2,545,427,185,17,1642,3,0.9,4.2,3,0,10752,7,3,7247,7247,95,4291,4124,5432.1554
2,1,2,688,1,477,349,148,16,1766,3,0.6,5.4,4,2,9088,8,1,7331,7331,110,4212,3405,5089.3416
1.75,1,1,565,3,484,345,123,9,1423,2,1.1,4,2,0,8204,10,4,6161,6161,98,3703,3544,4750.2598
0.5,2,2,131,1,156,114,45,3,426,1,0.3,1.5,4,0,2055,10,3,1881,1881,23,1059,951,1468.756
1,2,1,341,3,322,189,71,6,832,2,0.3,2.7,4,3,4819,11,4,3799,3799,43,2296,1869,3001.4668
0.75,1,2,198,3,183,128,61,5,612,1,0.5,2.1,4,0,3670,11,1,2584,2584,34,1598,1574,1946.347
1.5,1,2,461,2,382,301,102,11,1351,2,0.3,4.7,4,1,7235,11,2,5183,5183,89,3252,2659,4001.193
1.5,2,2,424,1,502,339,133,11,1300,3,0.6,5.1,3,0,8352,8,2,5685,5685,96,3369,2922,4671.2994
3,2,1,963,1,827,678,280,14,2705,1,0.8,8.4,3,3,14634,7,1,10751,10751,181,6707,6207,8464.0468
1.5,2,2,493,1,384,288,140,9,1317,1,0.6,4.7,3,0,7145,11,1,5523,5523,62,3165,2610,3923.109
3,1,2,850,1,977,689,259,18,2716,3,2.3,5.8,4,1,14422,7,4,10959,10959,165,6790,5130,9109.8914
1,1,1,261,2,232,203,66,4,821,3,0.2,2.4,2,3,5373,11,1,3887,3887,62,2150,2032,2548.9726
2.5,2,2,827,3,853,441,186,19,2121,2,1.6,8.4,2,3,12852,7,4,8592,8592,128,5385,4355,7557.2084
2,2,1,562,3,657,341,134,18,1708,2,0.6,4.3,3,1,9132,8,2,7144,7144,88,4444,3416,5921.8884
2,2,1,523,3,506,445,172,17,1706,3,1.3,4.2,2,1,11575,7,1,7412,7412,99,4332,3805,5270.271
1,2,1,316,1,302,177,73,8,847,3,0.8,2.6,2,0,4765,7,2,3595,3595,48,2225,1728,2877.122
0.5,2,2,140,3,118,92,40,3,442,1,0.3,1.4,3,3,2324,11,2,1841,1841,32,1084,902,1320.8048
2,2,2,664,3,610,368,166,10,1780,3,1.1,4,4,0,10193,11,2,7646,7646,95,4306,4123,5712.5966
1.25,1,1,437,1,433,213,89,9,1068,2,1,3.8,2,2,6529,11,1,4319,4319,63,2722,2482,3821.7828
1.25,2,1,375,3,425,242,95,7,1039,3,0.9,3.1,3,1,6884,10,1,4634,4634,58,2764,2426,3804.2918
0.75,2,2,223,3,174,149,56,3,661,2,0.5,2.3,2,2,3972,7,3,2810,2810,45,1584,1289,1912.3024
2.5,1,2,752,3,623,596,168,11,2031,2,1.5,8,4,3,13252,11,2,9492,9492,153,5296,4939,6548.4344
2.5,1,1,829,2,837,449,236,16,2067,1,0.7,7.5,2,3,11633,8,2,9748,9748,121,5551,4596,7602.6346
1,1,2,300,1,282,227,70,7,890,1,0.5,2.5,3,0,5133,7,1,3444,3444,46,2291,1930,2820.7966
0.75,1,2,202,2,242,154,68,5,676,3,0.5,2.4,2,2,3993,7,4,2716,2716,46,1702,1512,2303.8026
1.5,1,2,500,1,446,350,108,7,1267,1,1.2,4.6,4,2,8485,8,3,5195,5195,75,3167,2782,4221.161
1.75,2,2,562,2,486,299,138,10,1499,3,1,5.1,4,0,7661,10,1,6164,6164,109,3871,3252,4926.4462
2.5,1,2,853,2,734,575,179,11,2258,2,1.2,7,3,1,12173,7,2,9284,9284,148,5297,4301,7027.3616
3,1,2,827,3,780,554,260,22,2666,2,1.5,6.1,4,2,16535,7,2,11612,11612,164,6738,5928,8173.907
1.25,1,2,394,1,296,273,91,11,1036,2,0.7,3.6,3,1,5234,8,4,4326,4326,77,2796,2170,3297.0898
0.75,1,1,225,3,179,153,53,6,642,3,0.3,2,4,2,3552,8,4,2641,2641,45,1579,1533,1940.7394
2,1,1,682,2,603,422,185,11,1764,2,1.5,5.4,4,0,11045,11,3,7609,7609,87,4232,3750,5662.454
2.5,2,1,765,1,677,533,231,11,2132,3,1,5,2,0,10850,7,4,9164,9164,134,5281,4675,6754.593
1,1,2,343,1,344,220,67,5,814,2,0.6,3.2,3,2,4831,10,1,3865,3865,62,2134,2033,3068.8572
1,2,1,346,1,255,218,80,5,848,1,0.7,3,2,0,4162,7,1,3655,3655,51,2246,1844,2700.4724
1,1,2,273,2,239,228,86,5,866,2,0.7,1.8,2,3,5702,11,4,3802,3802,48,2298,1844,2645.1784
1.25,2,2,423,1,317,290,88,7,1115,2,0.4,2.8,4,2,6254,7,4,4653,4653,76,2776,2615,3373.9548
0.5,2,2,171,3,145,91,47,4,410,3,0.3,1.4,3,3,2648,11,4,1833,1833,29,1124,980,1464.4006
1.75,1,2,546,1,488,376,149,12,1426,3,1,5.2,2,0,7487,10,1,6282,6282,87,3750,3005,4806.1944
2,1,2,673,2,643,467,139,9,1684,3,0.4,5.2,3,1,10399,10,1,7703,7703,119,4456,3936,5984.9068
0.5,1,2,155,2,159,113,42,4,453,3,0.3,1.6,2,2,2107,11,3,1784,1784,21,1149,859,1504.5074
1,2,2,318,1,341,229,88,8,870,1,0.4,2.1,3,3,5673,10,4,3619,3619,49,2126,1852,3027.3986
2,1,1,667,2,556,434,146,17,1644,2,1.2,6.7,3,2,8846,10,1,6826,6826,81,4470,3828,5508.5472
0.5,2,2,139,1,150,87,43,2,439,3,0.2,1,4,1,2891,7,1,1734,1734,25,1105,878,1462.5572
1.25,2,2,357,1,402,223,102,10,1018,1,0.6,2.3,2,0,5506,11,4,4398,4398,63,2713,2384,3677.2272
3,2,2,943,3,911,543,267,16,2668,3,2.2,6.5,3,1,12863,11,1,10594,10594,123,6708,5656,8631.7236
2,1,2,544,1,575,391,181,8,1622,1,1.3,6.2,3,2,8991,10,4,6981,6981,115,4433,4129,5720.2712
1,1,2,349,1,275,232,90,5,870,3,0.7,2.7,4,1,4254,11,3,3724,3724,57,2298,1806,2866.4408
1,2,1,267,2,331,226,92,4,885,2,0.4,2.6,2,1,4160,11,2,3745,3745,58,2274,1978,3090.988
2.5,2,2,803,3,634,435,206,17,2215,1,1.9,8,2,3,12839,10,1,8502,8502,152,5309,5049,6626.7458
2.5,2,2,752,3,704,481,205,10,2161,1,0.6,5,4,0,13864,8,3,8587,8587,100,5503,4946,6865.2178
1.5,2,1,465,1,488,301,107,12,1307,1,0.7,3.2,4,0,8432,8,1,5545,5545,72,3399,2977,4504.0574
1,1,2,349,1,233,235,83,8,850,3,0.6,2.9,3,0,5493,10,3,3765,3765,59,2275,2065,2653.8776
0.5,1,2,164,1,163,104,36,3,427,2,0.2,1.2,2,2,2354,11,4,1900,1900,25,1082,1043,1485.6188
2.5,1,1,758,2,868,590,178,13,2128,2,1.3,6,4,2,10697,7,2,9381,9381,156,5678,5032,7863.8134
3,1,1,839,3,967,653,278,20,2694,2,0.9,10,2,2,14068,11,3,11559,11559,125,6749,5607,8946.9276
0.75,2,2,239,2,179,154,52,5,619,2,0.5,2.4,2,3,3755,7,4,2708,2708,41,1659,1330,1958.847
2,1,2,585,3,664,357,141,9,1666,1,0.6,3.7,3,2,9658,11,2,6993,6993,111,4517,3520,6070.0246
0.5,2,1,149,3,122,86,42,4,435,1,0.3,1.6,3,2,2194,11,3,1934,1934,30,1091,990,1340.3848
1.25,2,1,377,2,302,216,112,6,1096,3,0.9,3.8,3,1,5764,7,2,4567,4567,74,2674,2331,3276.3088
3,2,1,957,3,833,710,231,26,2592,2,2.2,9.7,3,2,15748,11,1,11590,11590,125,6340,6106,8081.4326
2,1,2,580,3,500,470,155,14,1798,2,0.9,6.1,4,3,10616,7,4,7224,7224,118,4349,3863,5320.8582
1.25,2,1,353,1,397,272,88,5,1121,3,0.5,2.3,3,1,5421,11,1,4268,4268,66,2667,2156,3631.8882
2,2,2,558,3,534,416,131,17,1749,1,1,6.5,4,0,11235,11,4,7128,7128,116,4435,3804,5483.15
2.5,1,1,746,2,701,565,201,11,2194,2,0.8,5.2,2,1,12234,11,2,9642,9642,156,5690,4804,7115.2198
1,1,1,267,3,341,173,93,4,845,2,0.3,2.1,2,2,5207,7,1,3809,3809,41,2204,1977,3037.1504
0.75,2,2,200,3,202,156,63,4,639,1,0.4,1.6,4,2,4059,8,4,2565,2565,41,1650,1302,2081.6308
3,1,2,1039,2,894,632,254,15,2609,2,1.5,8,4,2,16513,7,4,11690,11690,190,6379,5766,8591.7846
1,2,2,303,2,231,173,87,7,829,2,0.6,2.7,3,2,4189,7,2,3528,3528,59,2234,2066,2621.0088
0.75,1,1,251,2,234,151,69,7,654,2,0.2,2.3,4,3,3862,10,3,2713,2713,36,1655,1310,2225.2294
2,1,2,553,2,573,375,138,11,1726,1,0.8,3.8,4,2,11064,10,3,6994,6994,103,4553,4087,5662.3068
1.75,2,2,508,3,447,398,118,14,1463,3,1.2,4.2,2,1,8219,7,1,6254,6254,75,3840,3524,4585.6178
1.5,1,2,486,1,398,321,130,10,1316,3,0.7,4.4,2,1,6752,10,4,5322,5322,92,3179,2908,4066.5804
1.25,2,1,384,2,410,298,104,10,1096,3,0.6,3.5,4,1,5638,7,3,4420,4420,65,2866,2341,3838.7396
1.75,2,2,515,2,606,355,132,8,1564,1,1.2,4.2,2,0,9129,11,4,6573,6573,74,4018,3588,5412.7018
1.5,2,2,475,3,362,302,136,8,1303,2,0.8,2.8,2,2,8329,10,1,5565,5565,91,3390,2848,4008.0738
0.5,2,1,147,2,166,108,42,2,425,2,0.2,1.2,3,3,2175,8,4,1746,1746,27,1113,861,1538.941
2,2,2,526,1,638,454,142,12,1817,1,1.1,4.1,4,0,10325,7,3,7090,7090,123,4528,3573,6022.211
3,2,1,936,3,748,715,211,16,2698,3,1.8,6,4,0,15084,10,2,11136,11136,158,6852,6214,8021.4798
2,1,2,618,1,668,352,162,16,1694,1,0.5,5.6,2,2,11426,7,3,6924,6924,91,4310,3548,5949.4712
3,2,1,908,1,893,720,208,24,2656,1,1.5,8.1,3,3,13496,11,4,10299,10299,143,6412,6172,8395.9632
3,1,1,976,2,757,553,222,23,2583,2,1.9,7.2,3,3,16961,8,1,10967,10967,151,6598,5797,7908.5382
1.75,2,2,480,3,607,315,146,8,1445,3,0.9,5.1,3,2,9404,10,2,6518,6518,97,3943,3192,5477.5988
2.5,2,2,849,3,687,448,184,11,2071,1,0.8,6.3,3,3,10371,10,3,9063,9063,133,5330,4569,6771.7862
2,2,2,631,1,559,369,156,13,1814,1,1.5,5.8,3,1,11185,11,4,6878,6878,126,4468,3695,5664.925
1.25,2,1,375,3,383,283,117,10,1060,3,0.7,4,2,1,6091,11,3,4374,4374,79,2823,2183,3741.8792
1.25,1,1,348,1,385,275,118,6,1052,1,0.3,2.9,4,0,7193,10,2,4780,4780,75,2779,2398,3718.6926
