Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
0.75,1,1,107,1,207,134,43,9,485,1,4,2,6,0,6249,4,3,1992,1992,20,171,2230,1187
2.5,2,2,396,3,597,446,176,22,1672,1,9,7.3,4,0,22302,6,3,5972,5972,72,703,6029,3587
3,2,2,423,2,798,614,170,32,1899,1,12,8.3,4,2,25564,4,2,8112,8112,62,839,6195,4603
1.25,1,1,182,1,349,244,86,10,804,2,6,3.2,6,2,10379,6,3,3467,3467,31,322,2753,2002
1.75,1,2,279,1,443,360,118,18,1083,2,9,4,5,0,14211,6,1,4093,4093,39,428,4282,2571
1.75,1,1,284,1,472,372,118,18,1098,1,6,2.5,6,1,15529,4,2,4870,4870,41,427,4722,2649
0.75,1,1,109,2,205,160,43,8,485,1,3,2.2,6,1,6816,4,3,2126,2126,20,164,2098,1168
1.5,1,2,239,2,370,268,116,12,964,2,6,4.4,4,2,12231,6,3,4088,4088,42,371,3626,2183
1,1,2,147,3,231,202,61,14,631,1,5,1.4,4,2,7449,5,1,2368,2368,26,222,2190,1351
0.75,1,1,107,1,204,133,63,10,479,2,4,1.2,6,1,7051,5,1,2015,2015,18,216,2184,1180
1.75,1,1,285,2,447,319,141,19,1177,1,7,2.9,6,1,16619,4,3,4574,4574,40,399,3721,2535
2,2,2,312,2,477,389,121,27,1255,1,8,4.8,4,0,17951,3,1,4964,4964,51,578,4248,2847
1,2,2,154,3,269,175,82,11,611,2,5,1.9,6,2,7126,3,1,2554,2554,30,232,2622,1549
3,2,1,423,3,827,604,209,24,1952,1,14,5.6,5,0,22840,3,2,7274,7274,86,802,6490,4770
1.25,2,1,202,2,333,233,92,16,816,3,5,3.5,5,1,10869,6,2,3005,3005,25,351,3692,1920
1,2,1,154,1,251,197,71,11,685,1,5,1.4,6,0,9671,4,2,2580,2580,29,227,2631,1454
1.75,2,1,262,1,473,339,149,18,1213,1,6,4.6,6,2,12689,6,3,4942,4942,40,463,3689,2705
2,1,1,283,1,534,342,151,24,1271,1,9,5.1,5,1,18680,5,1,5247,5247,43,540,5220,3076
0.75,2,1,111,2,184,150,47,8,522,2,3,2.1,6,1,6677,4,2,2046,2046,22,183,1733,1087
1.25,1,1,203,1,309,265,76,10,759,1,5,2.9,5,1,12373,4,3,3448,3448,33,281,3454,1789
0.75,2,1,122,2,199,153,50,6,489,2,3,1.1,6,1,5631,4,2,1845,1845,21,215,1565,1153
0.5,1,2,82,1,120,100,29,4,322,1,2,1.5,4,1,4827,3,2,1449,1449,11,133,1112,709
2,1,1,323,3,464,410,154,14,1384,1,10,6,5,1,14348,4,1,4738,4738,45,451,4925,2749
1,2,2,162,2,259,191,64,10,687,2,4,1.9,6,2,7009,6,2,2547,2547,27,213,2021,1472
0.75,1,1,113,3,193,128,42,9,507,1,3,1.8,5,2,6700,3,3,1798,1798,21,162,1660,1106
0.75,2,2,113,1,176,135,46,6,476,1,4,1.3,4,2,5668,5,3,2156,2156,19,171,1755,1032
1.5,1,1,226,1,408,294,119,19,969,1,6,2.3,4,1,14623,5,1,3634,3634,41,425,4442,2349
2.5,2,2,367,1,581,447,193,35,1575,2,9,7,5,0,19171,4,1,7242,7242,62,630,6728,3441
0.5,1,2,71,3,136,104,29,5,307,2,2,1,5,1,4947,5,2,1317,1317,14,131,1317,781
1.75,2,1,248,2,486,348,113,21,1161,1,7,3.3,5,1,13892,3,3,4190,4190,47,406,4299,2741
2,2,2,287,1,511,420,112,25,1293,3,9,3.1,5,2,16572,6,2,5617,5617,44,420,4406,2879
2,2,1,307,1,532,343,111,20,1263,2,10,5.6,4,0,17930,5,3,5125,5125,44,478,4672,3052
1.5,2,1,238,1,411,309,97,17,975,3,7,3,6,1,11069,5,3,3969,3969,41,423,3770,2383
0.5,2,1,73,3,120,99,33,6,302,1,2,0.9,4,0,4745,6,1,1408,1408,12,137,1413,704
2.5,2,2,365,1,579,444,183,25,1720,3,12,4.3,5,2,17620,4,2,5972,5972,71,684,6270,3478
1,2,1,140,3,254,170,56,10,615,1,5,1.6,5,2,7916,6,3,2746,2746,29,245,2513,1477
2.5,2,2,374,3,699,452,151,20,1582,3,10,3.8,4,0,18063,5,1,7050,7050,65,594,6165,3918
0.5,2,1,71,2,129,87,28,6,318,2,2,1.4,5,1,4832,5,1,1162,1162,11,118,1488,738
1.25,1,2,185,1,309,257,99,11,789,2,5,2,4,0,11899,5,2,3357,3357,26,335,2666,1784
0.5,1,2,80,2,122,93,42,6,331,2,3,1.2,6,2,4998,6,3,1282,1282,12,142,1136,733
1.25,1,1,200,2,305,238,99,17,872,2,6,2,4,2,10115,3,2,3180,3180,28,362,2649,1796
2,2,1,329,2,516,358,133,26,1399,1,9,3.4,4,1,17673,5,3,5133,5133,50,523,5809,2978
3,1,2,443,1,760,603,231,32,1966,2,16,5.2,6,0,24706,4,3,8592,8592,90,739,8687,4466
1.25,1,1,196,2,290,244,86,12,811,1,6,3.5,6,0,10784,6,2,3185,3185,31,342,2815,1751
1.75,2,2,266,1,458,327,101,19,1071,3,7,4.3,5,1,13310,5,3,4724,4724,38,499,3683,2651
1.75,2,1,261,2,412,353,126,18,1063,2,10,4.1,6,2,15484,5,2,4237,4237,45,500,4806,2502
0.75,1,2,108,3,174,137,63,7,463,1,3,1.8,4,2,6096,3,2,1750,1750,18,188,1974,1028
0.5,1,1,72,2,120,89,31,6,306,2,3,1,4,1,4217,6,1,1195,1195,15,128,1427,721
1.25,1,2,183,3,311,269,104,14,755,1,5,1.6,5,1,12023,6,2,3110,3110,33,328,3549,1806
3,1,2,469,1,765,640,202,31,1801,3,11,4.1,6,0,29694,5,1,8113,8113,70,634,6954,4294
0.5,2,1,73,3,138,94,39,5,306,2,3,1.4,6,1,4841,5,1,1366,1366,11,133,1367,801
2.5,1,1,410,3,638,513,162,32,1708,2,13,7.2,4,2,20140,5,3,6576,6576,75,688,5525,3822
1.5,1,1,211,3,395,310,111,17,920,2,5,2.3,5,1,13464,3,2,3801,3801,42,341,3909,2237
1.75,2,1,260,3,453,311,114,23,1199,1,9,4.7,6,1,15089,5,1,5057,5057,49,465,3785,2674
1.75,1,2,275,1,483,372,103,19,1171,3,8,3.5,4,2,16731,3,2,4601,4601,41,492,5027,2772
3,1,2,485,2,750,588,220,41,2000,3,14,6.2,5,1,26575,5,1,7367,7367,84,642,8730,4341
0.75,2,1,112,2,202,146,63,10,474,3,4,1.7,6,0,5854,6,2,1909,1909,18,195,2248,1169
0.75,1,1,117,2,174,140,57,7,520,1,4,2,4,0,6176,6,2,1803,1803,17,190,1952,1040
0.5,2,1,78,3,130,92,40,7,308,1,3,0.7,6,0,3647,5,2,1190,1190,13,142,1076,764
3,2,1,463,1,776,554,176,39,1998,3,14,7.8,6,0,22444,5,1,8206,8206,80,812,8255,4555
1,1,2,154,3,241,211,83,7,601,3,5,2.9,5,2,7823,5,3,2627,2627,29,247,2884,1447
1,2,2,142,2,235,199,82,12,631,3,5,2.7,5,0,9682,6,2,2877,2877,25,266,2627,1414
1.25,2,1,204,2,308,263,72,10,854,3,5,3.9,4,2,12233,6,1,3589,3589,27,324,3289,1805
1.75,1,2,275,3,404,345,115,21,1211,3,7,4.1,5,2,12573,6,1,4497,4497,44,388,4003,2365
0.5,1,1,70,3,126,86,39,7,338,3,2,0.8,5,1,3794,3,2,1226,1226,14,120,1154,726
1,2,2,149,3,278,194,71,14,687,3,5,2.2,6,0,7351,3,3,2510,2510,30,276,2516,1618
2.5,2,1,367,3,632,507,181,22,1637,1,9,6.5,6,2,17895,5,3,7007,7007,62,648,5151,3676
1.5,1,2,236,2,411,280,96,16,1028,2,6,2.3,6,1,12123,6,2,3851,3851,41,336,3583,2310
0.75,1,1,119,1,207,149,58,8,520,1,4,1.5,4,1,6309,3,3,2142,2142,17,159,2208,1165
0.75,2,1,112,2,196,138,62,10,516,2,3,1.3,5,1,5605,4,3,2089,2089,21,201,1647,1135
1.5,1,1,240,3,408,322,103,12,1009,2,8,3.5,5,2,13930,3,1,3836,3836,42,423,3393,2394
3,2,2,436,3,788,612,185,34,1857,3,12,8.3,6,0,22251,3,3,8111,8111,84,685,6789,4544
1.75,2,1,266,1,484,362,134,20,1067,3,9,2.4,6,0,16994,4,3,4975,4975,41,452,4484,2751
0.75,1,2,110,1,196,152,62,5,488,2,3,2.3,4,0,5725,6,1,1992,1992,19,196,1780,1144
1.75,1,2,284,3,488,300,98,17,1067,1,9,3.2,5,2,15258,6,2,5068,5068,43,395,4509,2748
2.5,1,2,378,1,657,449,173,18,1625,2,12,3.9,5,2,21063,6,3,7113,7113,66,706,7111,3820
1.25,2,2,197,2,333,237,78,17,788,3,6,2,6,1,9941,3,1,3592,3592,26,287,2914,1874
2,2,2,318,3,461,400,139,19,1259,1,7,4.8,4,0,17819,3,2,4836,4836,57,549,4011,2770
2,2,2,299,2,485,368,122,24,1271,3,7,3.2,6,0,15972,6,2,4704,4704,44,490,4936,2774
0.5,1,2,76,3,136,107,36,4,312,2,2,1.5,4,0,4070,4,1,1178,1178,14,121,1370,785
0.75,1,2,118,3,197,136,55,9,519,2,3,1.7,6,2,5300,3,2,1868,1868,19,202,1942,1140
1.75,1,1,245,2,418,321,139,16,1159,2,9,4.2,6,0,13147,5,3,4614,4614,48,445,4573,2497
2.5,2,1,399,1,638,434,205,24,1719,1,11,3.7,5,0,22143,6,1,6237,6237,67,555,6659,3644
3,1,1,442,2,811,602,229,40,1907,1,16,6.1,4,0,24748,5,1,7672,7672,62,770,8815,4641
0.5,1,1,73,3,138,90,40,7,313,1,3,1.4,5,0,4999,6,2,1152,1152,11,108,1322,787
2,2,1,310,1,537,394,132,14,1284,1,9,6.2,6,1,14487,3,2,5507,5507,55,444,5334,3094
2.5,1,2,411,3,582,491,187,31,1658,1,13,5.7,4,1,20607,4,2,6076,6076,63,703,5774,3516
2.5,2,1,365,1,648,486,160,26,1720,2,9,5.2,4,0,20860,3,1,6135,6135,64,581,5687,3694
0.5,1,2,82,1,135,104,42,5,340,3,2,1.5,4,0,4650,4,1,1397,1397,11,141,1017,783
1.25,2,2,197,3,349,231,101,11,786,3,5,1.7,6,2,9494,4,2,3338,3338,32,296,2559,1955
1.25,2,1,197,3,334,225,84,12,813,3,6,3.3,5,0,11911,6,2,3323,3323,36,296,3220,1936
0.75,2,2,109,3,180,140,51,9,493,2,3,1.5,5,2,6488,4,2,2057,2057,18,204,1877,1058
1.5,1,1,223,2,403,320,119,12,906,2,6,4.4,5,1,11665,4,3,3808,3808,43,403,3673,2357
1.75,1,1,260,2,432,347,125,23,1154,2,9,4.4,4,1,16690,4,2,4736,4736,43,427,4514,2540
1,1,1,162,2,270,184,76,12,660,2,5,2.3,5,0,7975,6,2,2894,2894,25,276,2112,1568
2,1,2,302,2,552,424,166,20,1312,1,9,5.4,4,1,14356,4,1,4766,4766,43,443,4750,3118
1.5,1,2,211,3,354,260,117,19,1038,2,7,4.1,5,0,12051,5,2,3453,3453,38,326,3857,2080
1.25,2,2,197,2,293,267,78,12,827,3,6,2.8,4,2,11571,4,2,3192,3192,33,295,3708,1735
1,2,2,148,2,259,175,59,9,648,1,4,2.1,4,1,8122,6,3,2881,2881,30,274,2428,1515
2,1,1,325,1,529,396,116,27,1202,2,9,2.9,6,1,16640,5,3,5595,5595,54,536,5621,3049
0.5,1,1,77,2,140,100,38,4,345,3,2,0.9,6,0,4052,3,2,1239,1239,12,115,1230,784
0.5,1,1,78,3,117,101,33,7,327,1,2,0.9,4,0,3758,3,3,1292,1292,12,114,1488,678
0.75,1,1,115,3,178,152,56,9,486,1,4,2.2,5,1,7412,3,1,1963,1963,16,191,2167,1060
3,2,2,482,3,757,600,198,28,1865,2,16,6.8,5,2,27288,4,2,7346,7346,71,799,6839,4448
2.5,1,2,407,3,628,435,206,23,1721,2,12,5.3,6,1,18675,6,3,6471,6471,66,568,5439,3640
1.5,2,2,225,3,392,261,118,17,901,1,7,4.4,4,0,11256,4,2,3804,3804,31,415,4265,2283
0.5,1,1,78,3,136,92,34,4,315,2,2,0.8,6,2,4082,4,1,1304,1304,12,108,1170,759
1.5,2,2,224,2,349,295,97,12,950,3,6,4.6,6,2,11083,3,3,4342,4342,43,346,3902,2081
1.75,2,1,283,1,410,336,116,23,1165,1,9,5.1,4,0,13061,4,2,4385,4385,50,386,4730,2449
3,1,1,439,2,705,534,171,23,1876,1,12,7.1,4,0,23807,4,3,7213,7213,86,726,7127,4170
2.5,1,2,380,2,678,498,206,27,1644,3,13,5.9,5,2,21130,4,2,6447,6447,60,630,6698,3908
2.5,2,1,367,1,578,483,179,29,1639,3,12,6.8,5,1,23568,6,2,7138,7138,63,561,6958,3427
2,2,1,281,1,548,358,151,27,1233,1,11,4.6,6,2,18248,4,1,4808,4808,43,441,4387,3102
1,2,2,153,2,245,190,67,9,603,2,5,3,5,2,9110,3,1,2530,2530,25,238,2069,1446
1.25,1,1,192,1,346,265,87,16,781,2,5,2.5,4,2,12225,6,3,3544,3544,36,330,2940,1987
0.5,2,1,72,2,121,107,35,5,341,3,2,1.3,6,2,3800,4,1,1256,1256,12,107,1456,700
2.5,2,1,355,1,652,535,164,24,1569,2,12,4,4,0,21549,6,3,5992,5992,66,658,7074,3779
3,2,2,440,2,776,587,251,35,1988,2,15,4.9,5,1,27446,6,3,6917,6917,75,681,8826,4445
1.5,2,2,228,2,350,305,105,18,985,1,7,3.2,6,2,14882,6,3,3807,3807,32,332,3073,2034
1,1,2,160,3,237,204,69,10,647,2,5,1.8,4,2,7487,4,3,2890,2890,24,267,2395,1404
1,2,2,162,1,260,209,56,10,687,3,5,2.2,4,2,8833,5,3,2532,2532,20,249,2872,1491
2.5,1,2,410,1,642,434,189,25,1527,2,11,4.7,5,2,20331,4,3,5965,5965,67,646,7039,3725
0.75,1,1,107,1,197,148,44,6,496,3,3,1.6,5,0,7146,5,1,2094,2094,16,160,2223,1106
1.75,2,1,275,1,439,349,144,19,1173,1,7,3.5,4,0,16983,3,3,4188,4188,44,370,5132,2508
0.5,1,1,78,3,129,96,41,4,317,1,2,1.3,4,1,4567,4,1,1316,1316,10,139,1082,747
0.5,2,2,75,2,122,94,28,7,347,3,2,0.9,5,0,4923,5,1,1164,1164,12,136,1426,712
1.25,1,1,202,1,318,253,69,13,864,2,5,3,4,0,11634,5,1,3078,3078,32,276,2795,1824
1.25,2,2,187,2,324,262,77,15,836,3,6,1.9,4,2,10050,6,1,3012,3012,32,263,2670,1839
0.5,1,1,71,1,116,94,41,4,336,3,3,0.8,5,2,4033,3,3,1312,1312,14,140,1316,705
1,1,2,148,1,265,213,74,7,643,1,5,3.1,4,0,8947,3,3,2701,2701,26,251,2558,1551
1.5,1,1,228,1,396,269,108,15,914,2,7,2.2,6,1,11111,5,3,3743,3743,43,316,3046,2248
3,1,2,443,2,832,583,223,27,2038,1,16,6.3,4,1,25087,5,3,8405,8405,60,666,6631,4674
2.5,2,2,386,1,677,500,194,30,1646,3,14,5.2,6,2,24564,3,3,6132,6132,66,724,6756,3972
1.75,1,1,285,3,455,324,142,23,1147,1,7,2.6,6,1,13809,6,2,4579,4579,38,427,4025,2575
1.75,2,2,278,3,417,362,123,22,1199,3,7,4,5,0,13511,6,1,4668,4668,45,472,3815,2473
1,2,1,146,1,239,212,64,13,679,2,5,1.6,4,1,9822,6,3,2415,2415,26,219,2545,1390
1,2,1,161,1,249,194,67,8,686,2,4,2.9,4,1,8462,4,2,2667,2667,29,225,2528,1456
3,1,1,455,1,707,526,181,23,1965,2,13,9.2,4,0,29714,6,3,7139,7139,69,642,8306,4129
1.75,1,1,273,3,458,338,115,21,1202,3,8,4.6,4,1,16820,4,1,4851,4851,50,396,4882,2652
2.5,1,2,410,3,667,481,149,26,1559,1,9,7.7,4,2,20882,6,2,7205,7205,69,653,5862,3873
0.5,1,1,74,1,123,104,31,6,307,3,2,1.1,6,1,4053,3,1,1346,1346,11,117,1339,707
2,2,2,284,2,497,427,130,24,1236,3,9,3.5,6,2,15096,3,2,5775,5775,49,537,4272,2903
1.25,1,1,201,2,338,222,84,16,806,2,5,3.9,4,0,12266,4,1,3567,3567,29,354,3590,1961
1.75,2,1,267,1,451,371,126,15,1168,2,7,4.2,5,0,15932,6,2,4876,4876,47,442,4247,2621
1.25,2,1,199,1,346,265,92,14,872,3,6,3.8,4,0,9171,4,3,3102,3102,29,356,2747,2012
2,2,1,319,3,460,342,149,28,1205,2,10,4.9,6,2,17364,3,2,5453,5453,49,439,4430,2714
3,1,1,452,2,691,575,218,23,1823,1,11,7.5,6,0,29773,3,2,7890,7890,80,834,8866,4151
1,1,2,146,3,272,194,65,14,641,2,4,1.3,4,0,7720,3,1,2795,2795,27,235,2911,1533
3,1,1,471,1,698,546,239,28,2091,1,15,7.4,4,2,23528,4,2,8552,8552,78,813,8861,4209
1.75,2,2,285,3,424,366,125,19,1073,3,8,4.8,5,1,15793,5,2,4111,4111,47,468,5232,2534
1,2,1,162,2,253,188,61,12,604,3,5,2,5,0,7328,4,2,2654,2654,23,225,2855,1451
2,1,1,289,2,476,364,151,23,1334,2,8,2.7,6,2,16808,5,3,5011,5011,52,432,4248,2734
1,2,2,150,1,233,195,68,13,604,2,4,3,6,0,8750,3,3,2810,2810,24,255,2526,1387
0.5,1,2,78,3,119,103,29,5,321,2,2,0.8,5,1,3642,3,3,1203,1203,11,122,1134,687
0.5,2,2,79,1,125,107,36,6,330,3,2,1.5,4,2,4363,5,1,1182,1182,11,125,1243,728
0.75,1,2,122,2,201,141,52,10,505,1,3,1.5,6,1,7458,6,2,1748,1748,19,183,1878,1145
1.25,1,2,176,2,342,229,97,14,829,1,7,2.5,4,0,11352,3,3,3599,3599,30,300,2655,1956
2.5,2,1,403,2,595,504,161,22,1521,3,10,5.2,4,0,18023,3,1,6691,6691,70,568,5836,3478
1.5,2,2,236,1,355,263,107,19,1006,2,7,4.6,6,0,11772,4,1,3686,3686,44,347,3284,2122
2.5,2,2,367,2,697,443,164,18,1652,3,10,7.5,4,0,22210,6,3,5760,5760,68,580,5407,3974
1.75,2,1,287,1,440,320,98,13,1066,2,8,4.3,6,0,14693,4,1,4935,4935,45,446,4938,2573
1.75,2,1,284,3,470,361,139,24,1117,1,9,4,6,2,15808,5,2,4664,4664,46,499,4719,2756
2.5,2,2,352,1,604,521,147,33,1567,1,11,5.9,5,0,19786,3,2,7223,7223,69,717,5282,3619
1.25,1,2,189,2,335,221,76,14,839,2,5,2.2,5,0,9672,5,1,2897,2897,34,321,2600,1916
1.5,2,2,217,1,390,289,103,12,1023,1,6,4.6,5,1,14036,3,2,4263,4263,44,434,4084,2317
2,2,1,299,2,514,346,117,15,1383,1,9,5.5,4,1,19969,4,1,5628,5628,46,577,5606,3018
2,2,1,301,1,537,399,164,22,1230,3,8,2.7,4,1,14780,3,2,4863,4863,49,495,4646,3038
3,1,2,453,3,694,556,198,35,2079,2,16,6.7,6,2,25681,3,1,7536,7536,89,857,8080,4245
2.5,1,2,395,1,662,474,139,33,1593,2,12,4,4,1,23416,5,2,6063,6063,68,716,6704,3854
1.25,2,2,185,3,307,231,78,13,874,1,7,2.8,4,1,9322,4,1,3312,3312,30,357,3496,1831
1,1,1,146,2,234,207,64,11,677,3,4,1.7,6,0,9936,3,1,2520,2520,28,275,2957,1394
1.75,2,1,255,2,422,327,124,14,1158,2,7,3.4,6,2,13447,4,2,4405,4405,46,371,4966,2431
1.25,2,2,181,1,342,223,70,9,778,3,6,2.6,4,1,9537,4,1,3030,3030,28,343,2788,1959
2.5,2,2,408,3,641,426,206,18,1584,1,13,4.3,5,1,21741,3,3,6932,6932,57,710,6991,3742
1.75,1,1,282,1,471,349,102,21,1196,1,9,4.9,4,0,12395,4,2,4652,4652,38,388,4188,2684
0.5,2,1,70,3,123,102,33,4,328,1,2,0.8,5,1,3684,4,2,1317,1317,13,129,1372,715
0.5,1,1,75,1,130,94,36,4,310,2,2,1.1,6,0,4385,4,3,1440,1440,14,112,1129,746
0.5,1,2,72,2,122,101,32,4,315,2,2,1.3,4,2,3863,3,3,1368,1368,15,109,1220,714
1.5,1,1,221,3,413,300,126,14,971,2,8,3.7,6,1,14947,5,2,4169,4169,36,404,3883,2392
0.5,1,1,79,2,127,104,35,4,307,3,2,1.3,5,1,4201,6,3,1361,1361,12,121,1154,735
0.75,2,2,108,3,185,136,53,9,508,2,4,1.6,5,0,6018,6,3,1759,1759,16,217,1968,1094
0.5,2,1,70,2,135,90,37,4,347,2,2,0.7,5,1,3980,4,1,1386,1386,11,120,1473,756
2,2,2,294,3,555,393,152,16,1212,2,8,2.6,6,0,19039,3,3,5777,5777,50,509,5931,3128
1.5,2,1,211,1,393,280,97,16,904,1,8,2.7,4,1,13966,5,3,3607,3607,38,415,3734,2292
0.5,2,2,80,1,129,97,28,6,325,1,2,1.5,6,1,3985,6,3,1327,1327,10,128,1496,743
1.5,1,2,240,3,416,275,85,14,973,3,6,2.1,5,1,11672,4,2,3690,3690,43,345,4254,2339
0.75,1,2,110,3,209,155,58,7,492,1,3,2.1,6,1,5568,4,1,2066,2066,21,179,1595,1196
0.75,2,2,115,1,195,155,61,9,494,3,3,2.3,6,1,5491,6,2,1774,1774,15,212,1584,1136
1.5,2,1,231,1,373,322,84,11,982,1,6,3.7,5,0,12485,4,1,3533,3533,39,405,3686,2195
1.5,1,1,237,1,377,269,117,17,1001,2,5,4.5,6,2,12583,5,1,3514,3514,42,366,3956,2202
3,2,2,435,3,765,565,255,33,1956,1,14,5.2,4,1,28329,4,3,8020,8020,62,653,6156,4332
0.5,2,1,71,1,131,103,28,4,346,2,3,0.7,5,0,3683,5,2,1198,1198,14,134,1173,767
1,1,2,143,1,239,208,76,12,667,1,4,2,6,2,9636,6,3,2387,2387,26,240,2245,1398
3,2,2,490,3,784,605,219,30,1954,1,12,7.7,5,0,22587,5,3,6944,6944,70,678,8101,4472
1,2,2,156,1,262,213,76,9,693,2,5,2,6,2,7259,4,2,2729,2729,27,222,2624,1506
1,2,2,154,2,233,190,74,8,678,1,4,2.9,5,2,8697,5,1,2747,2747,28,270,2978,1406
1.75,1,1,276,2,458,374,105,19,1174,3,9,3.5,5,1,14006,4,2,4031,4031,47,395,4994,2637
0.5,1,1,75,2,130,99,38,6,348,3,3,0.8,4,2,4069,4,1,1399,1399,13,144,1273,767
1.5,1,2,224,1,373,277,100,18,1004,1,7,4.3,4,0,13877,6,3,3571,3571,44,434,3855,2246
1,1,1,161,2,270,203,66,13,636,2,5,1.5,4,2,9365,4,2,2563,2563,29,218,2220,1537
3,2,2,424,2,740,520,186,33,1951,2,11,4.9,4,0,23029,4,2,7034,7034,81,735,8660,4270
2.5,1,2,390,2,661,486,204,34,1542,1,14,7,5,0,18339,5,3,6487,6487,57,625,6498,3847
2.5,1,1,359,3,689,535,156,21,1505,1,10,7.1,6,1,19929,3,1,6920,6920,67,691,6903,3994
3,2,2,494,3,820,617,167,36,1905,3,12,4,4,2,24926,6,3,6901,6901,60,795,8251,4601
0.75,1,2,123,2,199,160,58,6,487,1,4,2.2,4,1,6027,6,2,1727,1727,17,201,1744,1164
2,2,1,288,2,517,397,136,24,1260,3,8,4.1,5,0,16017,5,1,4914,4914,40,425,5972,2902
1.5,2,1,243,2,372,287,101,19,933,1,6,4.1,4,0,11805,5,3,4319,4319,44,377,3612,2196
1.75,1,1,283,3,417,301,143,13,1125,3,9,2.3,5,2,16390,5,1,4428,4428,43,406,4254,2424
1.25,1,2,196,1,301,261,85,12,796,1,5,2.5,4,0,10777,5,2,2909,2909,31,308,3296,1755
3,2,1,471,2,828,637,168,37,2060,1,14,6.7,5,2,23352,6,2,7562,7562,69,649,6402,4656
1.5,1,2,221,1,375,319,110,14,925,2,6,4,5,2,13047,6,3,4018,4018,40,422,4233,2224
1.5,1,1,217,1,387,272,100,19,1032,3,8,3.6,5,0,12156,4,2,4138,4138,33,321,3489,2213
1.5,1,2,239,2,386,280,90,11,900,3,8,3.2,4,2,12952,4,1,3947,3947,40,333,4331,2230
2,1,2,307,1,497,374,127,22,1272,1,8,5.4,6,0,18765,6,1,5601,5601,53,431,5483,2874
0.5,2,1,81,2,130,105,38,4,301,2,2,0.7,5,1,4909,6,3,1293,1293,11,140,1224,746
2.5,1,2,380,1,591,458,138,28,1645,1,11,7.1,5,0,21007,3,1,6263,6263,52,722,6074,3525
1,1,2,144,2,245,186,81,12,647,2,4,1.9,4,2,8177,3,2,2577,2577,27,232,2226,1420
0.5,1,2,73,3,124,105,38,4,324,2,3,1.2,4,2,4097,4,2,1420,1420,15,113,1166,736
0.5,1,1,74,3,122,101,34,7,336,2,2,0.9,6,2,3652,4,1,1327,1327,14,106,1344,703
2.5,1,2,365,3,688,439,143,29,1748,2,11,5.1,4,2,19481,4,1,7209,7209,53,694,7058,3917
2.5,2,2,389,1,684,534,156,34,1583,3,13,4.4,5,0,24682,4,3,5827,5827,74,549,5851,3907
0.5,2,2,79,3,126,87,34,6,319,2,2,0.8,5,0,4334,3,1,1315,1315,13,130,1090,728
1,1,1,154,2,252,182,80,11,610,1,5,2,5,0,8586,4,2,2366,2366,27,242,2692,1470
1,2,1,160,3,245,198,59,9,693,3,4,2.4,6,2,7311,3,2,2654,2654,23,254,2983,1426
1.5,2,2,231,1,359,275,121,15,1019,3,6,2.9,5,0,12376,4,3,3903,3903,35,356,4353,2080
3,2,1,423,1,757,511,255,28,2023,3,15,6.7,6,2,28671,3,3,8424,8424,89,642,7269,4406
2.5,2,2,363,1,593,488,207,28,1532,2,14,3.8,4,2,21256,4,3,7035,7035,65,657,5539,3530
1.75,2,1,274,1,487,376,147,18,1065,2,8,4.2,4,0,12546,4,3,5008,5008,49,426,4441,2796
3,1,1,443,3,799,642,169,35,1934,3,15,7.9,5,1,24684,4,3,8524,8524,83,762,7416,4661
3,1,1,421,1,797,558,227,42,1847,2,13,8.3,5,0,21415,5,3,7737,7737,67,865,6536,4641
2.5,1,2,400,1,680,523,146,26,1741,3,11,7.5,6,1,21494,5,1,6999,6999,75,532,5036,3908
1.75,1,1,286,2,447,337,126,19,1153,1,9,5.3,5,0,14891,3,1,4473,4473,43,418,3875,2616
1,2,1,146,2,240,212,78,13,664,2,5,3,4,0,9573,6,2,2731,2731,30,281,2089,1465
0.5,2,1,74,2,118,94,28,4,319,1,2,0.7,4,1,3532,5,1,1246,1246,12,118,1297,681
3,1,1,491,1,774,523,206,31,1853,3,16,7.4,5,1,28940,3,2,7991,7991,67,755,7696,4494
2,2,1,299,1,464,425,140,21,1365,3,8,3.3,6,2,15758,6,1,5044,5044,47,553,5303,2743
1.75,2,1,270,1,411,339,139,16,1188,1,8,2.3,4,0,12541,3,1,4161,4161,39,504,3646,2428
1.75,2,2,272,2,475,332,127,13,1190,2,7,5.2,4,0,15087,3,2,4989,4989,48,452,4537,2752
3,1,1,423,2,699,538,212,35,1993,3,11,8.7,4,1,26825,5,2,7677,7677,82,866,8569,4226
0.5,2,1,71,3,134,104,36,6,308,2,2,1.1,5,2,3926,3,3,1398,1398,15,119,1362,771
0.75,1,1,120,3,193,129,43,6,476,3,3,2.2,5,2,6697,6,1,1961,1961,21,216,1577,1142
2,1,1,318,2,477,388,127,26,1302,1,8,5.7,4,0,17916,4,2,5643,5643,47,567,4730,2845
