Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
1.5,2,1,19,3,5,316,3,7,292,3,5,3.1,1,2,12438,7,6,15990,15990,90,7078,3779,4339
3,1,2,44,2,9,626,14.6,12,649,1,12,5.8,1,2,23524,9,6,33158,33158,145,15952,9472,9521
1,2,1,14,3,9,178,0,4,201,2,5,2.4,1,1,8183,5,3,11919,11919,52,4884,2454,2944
2.5,2,1,27,2,16,484,5.7,12,478,1,11,4.5,1,2,19765,5,4,31137,31137,126,11950,5838,7218
1.25,2,1,12,2,5,235,5.1,1,234,3,5,2.6,2,1,10173,8,5,14772,14772,93,6299,3049,3866
0.75,2,2,9,3,2,139,3.7,6,154,2,3,1.4,1,2,5402,7,3,8186,8186,46,4203,2112,2508
1,2,2,12,2,5,185,1.8,4,190,2,4,2,2,1,7565,9,4,11219,11219,71,5426,2520,3282
3,1,2,28,2,15,546,6.8,22,609,1,9,7.4,1,2,21879,9,4,39352,39352,148,16029,8069,9490
1.5,1,1,10,1,9,320,5.9,4,318,1,7,3.1,2,2,12238,9,5,15787,15787,90,7071,3903,4356
1,2,2,15,1,4,208,1.9,2,199,2,3,2,1,1,7613,8,3,12065,12065,71,5163,3198,3155
1.5,2,2,15,3,3,318,1.3,3,326,3,5,3.3,1,2,10878,7,4,16180,16180,107,6948,4657,4327
2.5,2,1,35,3,14,496,1.4,12,477,3,10,5.6,1,2,21041,8,4,32438,32438,172,11525,6130,7149
2,1,2,20,2,16,402,8.3,4,428,1,8,4.5,2,1,16824,8,4,24091,24091,129,9946,4655,6079
3,2,2,21,2,19,544,9.4,13,621,1,12,7.7,2,2,21741,7,5,37257,37257,192,15327,8249,9286
0.75,1,2,6,1,6,161,3.3,2,142,1,3,1.9,1,2,6261,6,6,9775,9775,59,4006,1802,2468
3,1,1,34,3,13,583,5.4,7,633,1,13,7.7,1,2,25251,6,4,38090,38090,239,17220,7671,10470
1.75,1,2,19,3,8,339,7.4,11,375,3,7,4.1,2,1,13662,6,4,20172,20172,115,8826,5006,5381
2.5,1,2,27,2,17,494,2.9,18,544,1,12,6.1,1,1,20624,6,3,30334,30334,152,13739,5953,8270
2.5,1,2,34,1,21,526,8.9,3,500,1,11,5.9,1,1,20498,9,5,26415,26415,150,13971,7824,8403
2.5,2,1,28,1,10,469,12,17,506,2,8,6.5,2,1,20026,6,6,32876,32876,184,12447,7840,7639
1,2,1,14,3,3,198,4.3,2,197,3,4,2.5,1,2,7669,9,3,11454,11454,55,4835,2323,2937
0.75,2,1,5,2,4,135,0.6,1,157,1,4,1.9,2,1,5564,8,4,9847,9847,55,4250,2135,2571
2.5,1,2,24,2,13,533,5.9,7,533,2,13,5.2,1,2,19842,8,3,29343,29343,182,14073,7232,8574
0.75,1,2,11,3,5,152,2.9,6,154,3,4,1.5,1,2,6336,6,6,9123,9123,55,3885,2161,2390
1.5,1,2,22,1,4,313,4.5,9,310,1,7,3.4,2,1,12233,6,5,16066,16066,115,7219,4142,4508
2.5,2,1,22,1,14,447,10.9,9,520,2,9,6.2,2,1,18625,8,6,27457,27457,180,13325,6610,8075
2,2,2,28,2,19,404,6,6,393,3,8,5,2,1,16007,9,6,25598,25598,141,10384,4786,6352
1.25,1,1,13,2,5,262,3.3,2,263,1,6,2.6,2,2,10675,8,5,14938,14938,85,6310,3859,3878
2.5,2,2,28,2,9,455,8.3,8,521,3,11,6,2,1,21125,6,3,27988,27988,167,12911,6784,7840
2.5,2,1,18,1,11,516,10,6,547,1,8,4.7,2,1,21165,6,3,30209,30209,170,12138,6381,7457
0.75,2,2,10,2,4,149,2.2,4,149,1,4,1.9,1,2,5335,5,6,9550,9550,37,3701,2014,2238
1,1,1,12,2,9,193,1.3,2,187,1,5,2.3,1,1,7447,9,5,11570,11570,78,4680,2603,2930
1.25,2,2,18,1,12,268,4.5,9,260,1,5,2.7,1,1,10039,8,5,13984,13984,93,6414,3806,3955
1.5,2,2,18,2,13,322,6.1,2,304,3,7,3.6,2,1,11362,8,3,19476,19476,117,7795,4111,4827
1.25,2,1,16,3,6,260,3.9,2,244,3,7,2.3,2,2,9694,7,4,15168,15168,75,6965,3025,4196
1,2,1,13,2,2,212,1.7,1,208,3,4,2.4,1,1,7001,5,6,11334,11334,66,4867,3195,2999
1.25,1,1,11,1,8,261,2,5,234,1,4,2.6,1,1,9127,5,3,13760,13760,77,6123,2894,3737
0.75,1,1,7,1,5,144,2.2,1,143,2,3,1.7,2,2,6429,6,6,8768,8768,43,4168,2334,2487
2.5,2,1,22,2,18,450,12.2,6,503,2,9,5.6,1,2,18769,5,3,30010,30010,179,12609,7394,7693
2.5,1,1,23,1,13,490,6.3,11,501,3,12,4.7,2,2,21457,5,3,30805,30805,142,13964,7859,8342
1.25,1,2,15,3,11,265,4.7,2,244,1,6,2.3,2,2,8777,8,5,13642,13642,91,6633,2880,4067
2,1,2,28,1,12,403,4,2,379,2,10,3.7,1,1,14420,5,5,26492,26492,140,10411,5862,6369
1.5,2,2,18,1,4,322,1.3,1,291,1,5,3.2,1,1,10715,7,5,19346,19346,82,7517,3539,4550
1.25,2,2,11,2,10,236,6.2,5,262,1,5,2.7,1,2,9851,8,4,15765,15765,84,6807,3318,4106
0.5,2,2,6,3,3,105,1.8,1,103,2,2,0.9,1,1,3875,6,5,5373,5373,28,2882,1289,1716
1.75,1,1,13,1,13,375,7.9,12,354,1,8,3.3,1,2,13658,6,3,19512,19512,111,8140,5289,5040
0.5,1,1,4,2,1,108,0.7,0,102,3,2,0.9,2,2,4092,5,6,5254,5254,32,2323,1266,1437
1.5,2,2,22,2,8,304,6.8,11,303,3,8,2.8,1,2,12697,7,5,17845,17845,73,7037,4559,4277
1.75,2,2,16,1,8,341,5.6,3,366,1,6,3.6,2,2,13564,8,3,21168,21168,118,8721,4845,5324
1.75,2,1,20,1,15,326,7.4,2,330,1,9,3.2,1,2,13964,5,6,23402,23402,90,8359,4232,5056
0.5,1,2,5,2,4,107,1.4,4,109,2,2,1,1,2,3768,8,3,5974,5974,33,2550,1434,1560
0.75,2,1,8,1,5,139,3.3,2,147,1,4,1.7,2,1,6141,7,6,9878,9878,56,3828,2187,2354
0.75,1,1,10,1,6,152,1,5,161,1,4,1.4,1,2,5519,7,6,9137,9137,44,4100,1736,2468
3,1,1,42,1,15,633,1.8,23,602,3,9,5.5,2,1,22681,7,5,35809,35809,176,15601,8913,9410
1.75,2,2,21,3,16,373,6.5,13,345,2,6,4.3,2,2,14503,7,6,19193,19193,114,8332,4912,5140
1,2,2,9,2,5,179,2.1,1,204,3,4,2.6,1,1,7822,9,4,13142,13142,73,5798,2911,3484
0.75,1,1,9,3,4,134,3.6,0,146,2,3,1.5,1,2,5927,8,6,9726,9726,49,3625,2223,2211
2,2,2,14,2,11,420,9.2,9,421,2,8,4.7,1,1,16960,8,6,22636,22636,158,10931,4913,6704
2,1,2,19,3,19,413,5.7,12,429,1,11,4.3,1,2,16543,5,4,24451,24451,147,10983,5725,6714
3,2,2,43,2,14,619,10.7,1,575,1,13,7.1,1,1,24402,8,3,38047,38047,219,16368,7176,9985
3,1,2,20,1,28,599,8.3,22,611,3,13,6.7,1,1,23178,5,3,39713,39713,185,17198,9494,10294
2,1,1,20,3,9,422,0.3,8,404,2,6,4.7,1,2,16304,8,6,22724,22724,144,9316,5770,5796
3,2,2,29,2,27,632,7.9,2,643,1,16,7.5,1,2,21120,5,3,35602,35602,169,15195,9545,9252
2,2,2,24,1,17,401,2.5,2,421,2,7,5.1,2,2,14428,6,3,24909,24909,157,9418,4806,5884
3,2,2,25,3,26,636,6.2,21,578,3,14,6.8,2,1,23512,9,3,32051,32051,212,14429,6954,8964
0.5,2,2,5,3,2,98,1.5,1,109,3,2,0.9,2,2,3936,6,6,6559,6559,29,2467,1454,1495
1.75,2,2,22,3,15,314,5.5,0,370,1,7,4.5,2,2,13431,9,3,19026,19026,133,8648,4826,5326
1.75,2,2,12,3,13,328,3,13,357,2,9,3.6,1,1,13183,9,6,20848,20848,133,9012,5534,5539
1,2,2,9,2,8,182,0.2,1,200,2,5,1.9,1,2,7245,8,5,11639,11639,52,4796,2980,2897
2,1,2,22,3,15,360,9.2,5,387,3,7,5.2,2,1,16326,6,6,24836,24836,126,9433,4729,5761
2.5,2,1,37,1,11,531,3.6,16,503,3,13,4.9,2,1,17832,7,6,33300,33300,127,12596,7147,7621
2,1,2,23,1,9,416,7.9,6,433,2,8,4.9,1,2,14260,5,6,23819,23819,144,10424,6369,6392
2,2,1,28,2,15,386,0.3,8,408,2,7,3.9,1,1,14543,5,4,22319,22319,106,11529,5062,6811
2,1,1,16,2,5,384,5,11,393,3,10,4.1,2,2,16778,8,6,25631,25631,105,9338,5682,5683
1.75,2,1,14,3,4,328,4.6,3,329,3,8,3.5,2,1,13472,7,3,22122,22122,127,9826,4952,5938
1,1,2,13,3,4,192,1.8,7,208,2,4,2.6,1,1,7358,9,3,13451,13451,74,4837,2978,2993
2.5,2,2,37,2,9,446,4.7,20,515,2,11,6.5,1,2,19248,5,6,30495,30495,123,12194,7905,7322
2,1,2,27,3,14,421,1,9,379,2,10,4,2,2,14225,6,3,24670,24670,124,10142,5945,6195
2.5,1,1,37,3,9,451,2.2,6,534,3,8,5.3,2,1,18910,7,6,27830,27830,179,11912,6172,7316
1.25,1,1,11,3,10,259,1.9,3,245,2,5,2.8,1,1,9562,7,5,13919,13919,93,5955,3758,3707
1.5,2,2,21,1,5,308,5.3,5,327,2,7,3.2,2,1,11314,5,3,17847,17847,76,7255,4191,4399
0.5,1,1,7,3,2,106,1.9,1,102,1,2,1.1,2,2,3959,8,3,6135,6135,31,2885,1212,1730
2.5,2,1,17,1,21,492,8.5,6,527,3,8,5.9,1,2,18957,5,4,29894,29894,164,12973,7208,7867
1.5,2,1,17,1,7,294,5.5,9,281,3,8,3.9,1,2,11351,5,4,19923,19923,81,7367,3884,4477
0.5,2,2,5,3,4,102,2.2,0,109,3,3,1.2,1,1,3807,8,3,5637,5637,24,2511,1484,1517
1.75,1,2,16,1,14,331,7,6,348,1,8,4.2,2,1,12898,5,4,21241,21241,94,8178,5170,4978
1.5,1,2,15,3,12,282,0.7,12,324,1,6,3,1,1,11327,7,5,18943,18943,118,8600,3521,5205
1.25,2,2,13,2,3,226,2.1,5,250,1,4,3.1,2,2,9773,5,3,14416,14416,90,6759,3064,4086
0.5,2,1,6,2,4,102,2.5,1,98,2,2,1,1,1,4090,5,4,6600,6600,25,2712,1404,1616
1.5,2,1,20,1,8,321,2.6,7,324,3,6,3.4,2,2,12365,7,6,16734,16734,96,8000,4777,4857
1.5,1,2,22,1,4,268,3.6,3,314,1,8,3.2,2,1,12322,9,5,16149,16149,102,8151,4005,4927
2.5,2,1,37,3,18,483,3.9,6,468,1,10,6.3,1,2,20358,7,6,31167,31167,164,13066,6336,7929
1.25,1,1,8,1,3,248,1.9,5,273,3,6,2.5,2,1,9799,5,6,14913,14913,63,6955,3561,4136
2,2,1,15,3,15,430,7.6,16,414,3,8,4,2,1,15783,8,6,24272,24272,134,9271,4799,5759
2.5,1,2,36,2,24,454,2.2,1,522,3,12,5,2,2,17705,6,4,32389,32389,167,14012,7311,8418
1.25,2,2,16,3,6,241,1.5,6,243,1,4,2.5,2,1,9909,7,3,15394,15394,62,6457,3116,3847
1.5,1,2,12,2,9,309,6,4,306,1,7,3,1,1,10779,7,3,19852,19852,94,7421,4627,4542
1.5,2,1,16,2,11,282,7.2,11,329,1,6,2.8,2,1,11620,8,4,19813,19813,84,7018,3704,4266
3,1,1,20,2,16,567,3.4,9,612,2,9,5.8,1,2,24518,7,3,35247,35247,230,15116,8031,9271
1.5,2,1,17,3,5,302,5.7,3,316,2,7,3.1,2,2,11071,5,6,16465,16465,95,7750,3763,4713
1.25,1,1,16,2,4,270,4.9,1,263,3,6,2.7,2,2,9998,7,6,15023,15023,90,5850,3064,3660
2.5,2,1,15,3,24,470,0.5,6,502,3,8,5.2,1,1,20374,6,4,30555,30555,176,13948,7380,8392
2.5,2,1,35,3,12,455,0.2,9,496,3,11,5.5,2,2,17558,5,6,31346,31346,140,13267,7398,7938
0.75,2,1,6,2,6,144,2.5,6,140,2,4,1.5,1,1,6131,6,6,9884,9884,41,3695,1783,2240
1.5,2,2,15,3,13,275,5,4,283,1,5,2.8,2,2,10626,6,4,17777,17777,99,7571,4107,4589
0.5,2,2,3,2,2,99,1.2,1,106,1,2,1.1,2,1,3803,9,6,5645,5645,30,2357,1238,1443
2,2,2,13,3,8,374,0.3,7,417,2,9,4.9,2,1,17149,6,3,21763,21763,120,10059,5046,6098
2.5,1,1,26,1,15,460,8.8,18,531,1,11,6.2,1,2,21265,6,3,29561,29561,140,11691,6394,7120
0.75,2,2,11,1,6,146,1,2,162,3,3,1.6,2,1,5633,6,4,8293,8293,42,4264,2089,2536
2,1,1,16,2,6,372,5.4,8,413,1,9,5,2,2,15168,5,6,22762,22762,120,9904,6138,6016
1.5,2,1,17,2,14,313,3.5,4,311,2,6,3.9,2,1,11608,9,3,20243,20243,108,7702,4719,4736
3,1,2,29,2,20,547,12.2,10,595,2,12,7.4,1,1,25387,5,5,33051,33051,146,15864,7588,9424
2.5,2,2,36,1,6,465,5,18,502,3,11,4.8,1,1,20567,5,3,29464,29464,145,13702,7148,8185
1.75,1,2,13,2,12,326,4.6,10,330,2,7,3.5,2,2,14558,9,4,23281,23281,121,8190,4987,5049
1,2,2,7,1,9,213,1.4,1,197,3,5,2.4,1,2,7507,5,3,11071,11071,78,5763,2486,3517
0.5,2,2,6,1,4,90,1.6,2,104,1,2,1.2,2,1,3870,6,4,6116,6116,38,2356,1540,1461
1,2,2,7,3,4,205,3.9,7,216,2,5,2,1,2,7894,5,3,13020,13020,67,5564,3174,3368
2,1,1,28,3,9,407,8.2,7,395,2,9,5,1,2,16877,9,6,24775,24775,138,10819,5379,6583
0.5,1,2,5,1,5,103,0.6,1,104,3,2,1,1,1,4269,5,3,5938,5938,40,2587,1347,1598
0.75,1,1,5,3,2,148,1.7,0,157,1,3,1.7,2,1,6077,7,5,9078,9078,60,4332,2240,2630
0.75,1,2,10,1,3,161,3.5,2,145,3,3,1.4,1,2,5359,9,5,8333,8333,57,3962,2394,2435
1,1,2,12,1,6,209,4.2,5,203,1,4,2.3,1,2,7924,7,4,12628,12628,73,5389,3083,3292
3,1,2,39,2,17,577,11.1,2,652,2,12,6.1,1,1,24929,6,6,39460,39460,159,13987,8265,8493
0.75,1,2,9,2,5,147,2.7,1,154,3,3,1.5,2,1,5564,9,4,9003,9003,45,3700,1831,2249
3,1,2,24,1,16,641,6.1,4,585,1,13,5.8,1,2,25214,6,3,32616,32616,218,14106,7398,8800
0.5,1,1,6,1,3,101,0.7,2,103,3,2,1.3,2,1,3700,5,6,5761,5761,26,2410,1591,1462
1.25,2,1,8,2,8,246,6.2,5,275,3,5,3.1,1,2,9225,7,5,16132,16132,78,6773,3756,4082
0.75,1,2,7,2,3,147,1.9,0,144,2,3,1.4,1,2,6409,9,3,8026,8026,56,3492,2044,2173
0.5,2,1,6,1,2,108,2.1,1,97,3,2,1,2,1,4178,6,5,6656,6656,26,2751,1508,1644
1.75,1,2,25,2,17,375,0.9,1,348,3,7,3.5,1,2,14890,7,6,22954,22954,105,9079,4209,5508
1.25,2,1,16,3,10,268,4.2,7,270,3,6,3.2,2,2,10343,8,4,15629,15629,62,6145,3406,3730
3,1,1,28,2,20,536,4.1,23,607,2,12,5.9,2,2,23179,9,3,37090,37090,184,14825,7443,8975
1.5,2,2,15,3,8,285,4.2,6,286,1,8,3.7,1,2,11683,5,6,17076,17076,104,7743,4735,4737
0.5,1,1,7,2,2,99,2.3,4,110,1,2,0.9,2,1,4105,9,5,5261,5261,31,2501,1472,1520
2.5,2,1,24,2,15,456,6.1,8,480,2,8,6.2,2,2,18033,6,4,30761,30761,134,11605,7655,7026
0.5,1,1,3,3,2,90,0.1,3,104,1,3,1,1,2,3867,9,4,5412,5412,38,2869,1527,1737
1.25,1,2,9,2,8,226,4.8,0,263,1,5,2.4,2,2,9845,8,4,14315,14315,90,6810,3764,4116
1.75,1,2,20,1,5,373,0.3,9,361,1,6,4.3,1,1,13405,7,3,23307,23307,86,8772,4457,5284
0.75,2,2,9,3,7,152,2,2,149,2,4,1.9,2,1,5909,9,5,8070,8070,47,3544,2044,2189
1.5,2,1,21,2,12,279,3,3,285,1,7,3.2,1,1,10811,7,4,19897,19897,72,7221,4456,4345
2.5,1,2,33,2,9,533,9.9,8,522,3,10,4.5,2,1,20700,8,5,29353,29353,165,12647,7355,7739
1.75,1,1,17,3,14,348,7.2,8,380,3,7,3.8,2,1,13889,6,6,19377,19377,110,8756,4711,5334
2.5,1,2,16,2,9,456,12.1,12,536,1,11,4.9,1,2,17543,6,6,28832,28832,184,13721,7539,8310
1.5,1,1,18,3,5,297,0.4,9,325,1,5,3.7,2,2,11415,8,5,19782,19782,98,7099,4095,4364
3,1,1,22,3,22,604,3.1,6,621,2,11,6,1,1,22133,9,5,32405,32405,157,15438,7183,9262
1.75,2,1,16,1,15,362,8.7,11,328,3,10,4,2,2,14749,6,5,23158,23158,137,9972,4783,6097
1.75,1,1,21,1,10,356,7.2,11,359,1,6,3.4,1,2,13884,5,4,23098,23098,85,8096,4177,4903
1.25,1,1,16,3,7,226,2.7,6,275,3,5,2.5,2,1,10339,7,6,13368,13368,94,6907,2976,4180
1,1,1,12,3,6,207,2,6,211,2,4,1.9,1,1,7292,8,6,11029,11029,55,5741,2357,3415
1,2,2,7,2,5,189,2,1,218,2,4,2.4,1,1,7017,9,4,10889,10889,75,5776,2321,3485
0.75,1,1,7,3,2,135,2.6,1,155,3,3,1.6,2,1,5878,7,6,9866,9866,57,3758,2003,2307
1.5,2,1,14,1,13,314,1.5,4,317,1,6,3.6,1,2,10531,9,5,17372,17372,75,7387,4144,4465
1.5,2,1,9,2,13,285,1.9,8,322,3,8,2.7,1,2,11017,9,3,15838,15838,87,7406,4476,4498
1,2,1,9,2,9,214,2.3,6,216,2,4,2.4,2,1,8048,8,6,11342,11342,75,5531,3185,3378
2.5,2,2,35,3,17,455,8.8,15,510,2,11,6,1,1,20778,5,5,26602,26602,134,12165,5794,7344
1.75,1,2,23,2,8,319,1.7,3,366,2,8,4.2,1,2,13941,9,3,19919,19919,112,8954,5017,5431
0.75,1,1,10,2,2,140,0.2,2,147,2,4,1.7,2,1,5790,6,6,7888,7888,45,4100,2102,2463
1.75,2,1,25,3,14,367,4.2,10,382,1,8,3.2,1,1,12689,5,4,21971,21971,112,10022,4029,6025
1.75,2,2,24,2,15,365,4.7,6,340,2,5,3.4,2,2,12317,7,3,22975,22975,104,9728,4729,5819
1,2,1,7,2,9,215,3.3,5,196,3,5,1.8,2,1,8296,8,6,13233,13233,64,5733,2984,3454
1.5,2,1,22,3,4,309,5.6,7,290,2,6,2.9,1,1,11279,7,5,18053,18053,79,8094,3459,4839
0.75,2,1,7,3,4,135,1.7,1,142,1,3,1.7,1,1,6348,5,4,7944,7944,41,3909,1727,2337
0.75,2,1,7,1,5,147,2.1,4,141,1,3,1.4,1,2,6414,5,6,9967,9967,49,3646,2301,2232
1.75,2,1,15,2,10,334,6.1,6,347,3,7,3.2,2,1,14880,6,6,23404,23404,94,9575,4100,5697
3,1,2,21,2,7,585,14.5,11,638,1,12,7.4,1,1,21416,9,3,34643,34643,180,14828,8310,9018
1.25,1,1,12,1,5,258,5.9,3,234,1,5,2.6,1,2,9095,9,5,13352,13352,71,7249,2962,4316
0.75,1,1,9,1,6,146,1.4,6,143,3,3,1.6,2,1,6299,8,5,8702,8702,44,3857,1954,2328
3,1,2,41,1,7,645,4.4,12,618,1,16,6.5,2,1,21213,6,4,39225,39225,226,15688,7553,9692
3,2,1,20,2,7,593,7,1,576,1,11,5.8,1,1,24920,7,5,32502,32502,216,15915,7833,9687
2.5,2,2,31,3,6,511,7.7,3,482,1,11,6.3,2,2,19535,7,3,26634,26634,143,13967,7235,8370
0.5,1,1,5,1,4,104,1.8,2,106,2,2,1.2,2,2,3660,8,4,6372,6372,36,2694,1575,1644
1.5,2,1,20,2,8,288,4.8,1,283,1,6,3.6,1,2,10933,7,3,16723,16723,107,7085,4484,4385
1.75,1,2,12,3,9,330,7,1,329,3,5,3.2,2,2,13780,7,3,21604,21604,88,9908,5026,5832
2.5,2,2,30,1,25,526,2,12,517,3,14,6,1,2,17973,5,6,27458,27458,194,13217,7621,8171
2.5,1,2,17,2,8,530,3.8,10,495,3,10,6.2,1,2,21125,8,4,27139,27139,131,13219,6251,7945
2.5,1,1,22,2,14,457,6.2,10,480,2,10,5.7,2,2,19614,7,3,31506,31506,145,11840,7277,7198
1.75,1,2,23,2,11,354,6.1,5,378,2,10,3.9,1,1,14600,7,6,20934,20934,112,9951,4132,6000
1.5,2,2,18,3,12,285,6.5,3,293,3,5,3.9,1,1,11195,8,4,15960,15960,76,7754,4023,4631
1.5,2,2,19,3,9,273,4,5,303,1,5,3.4,2,1,10714,7,5,15942,15942,77,8648,4695,5089
0.5,2,2,4,2,2,104,2.3,1,109,2,2,1,1,1,3683,5,6,5962,5962,28,2852,1246,1700
1,1,1,14,1,4,191,0.2,3,209,1,4,2,2,1,7762,6,5,12690,12690,56,5381,2777,3217
2.5,2,2,31,3,15,527,11.2,4,497,2,8,6.4,1,1,21027,7,3,31275,31275,167,14083,7594,8494
1.75,1,2,24,3,13,314,6.6,1,352,2,10,3.7,1,2,14509,6,5,23046,23046,140,9163,4647,5638
2.5,2,1,26,3,18,534,10.1,8,495,2,9,4.7,1,1,18766,5,5,30900,30900,157,13961,7405,8398
1.75,1,2,12,1,13,347,8.6,6,343,3,7,4.5,1,1,13488,7,3,19238,19238,115,8708,4478,5329
3,1,1,24,1,18,620,9,16,566,3,11,5.8,2,1,25312,8,6,40224,40224,157,15841,9044,9486
1,2,2,10,3,9,191,4.8,7,198,3,4,1.9,2,2,7073,6,4,11838,11838,48,5155,3119,3072
0.75,1,1,9,2,3,149,1.6,3,163,2,4,1.8,2,2,6368,8,5,9823,9823,37,4074,2046,2433
0.75,2,1,11,1,4,141,2.5,5,143,1,4,1.8,1,2,5627,9,3,8948,8948,54,3956,2109,2417
2.5,1,1,26,1,19,482,6.9,6,471,1,8,6,1,1,17574,5,4,28807,28807,151,12649,6077,7648
1,2,2,11,2,6,211,3,2,209,1,4,2,2,2,8503,7,6,11929,11929,63,4770,3076,2934
1.75,1,2,15,2,17,359,2,2,333,2,7,3.8,2,2,13795,5,4,20627,20627,102,9013,4877,5453
1,2,1,15,3,2,198,3.1,4,194,1,3,2.1,2,2,8300,5,5,11351,11351,70,4776,2549,2940
1.5,1,2,22,1,12,285,4.5,9,321,1,7,2.8,2,1,12564,7,5,16499,16499,110,8264,3618,5013
3,1,1,33,3,23,592,4.9,8,578,1,16,7.4,2,2,24390,5,5,33338,33338,161,16208,9554,9725
2.5,2,2,32,1,5,502,5.5,11,510,3,8,4.8,1,2,21144,9,6,29131,29131,139,12502,7311,7540
2,2,2,29,1,10,431,6.3,11,379,1,9,4.3,2,1,15302,5,5,26703,26703,158,10749,5971,6623
0.75,1,1,6,1,4,159,0,5,142,1,4,1.8,2,2,5552,7,5,9533,9533,38,3767,2376,2283
1.5,2,1,13,2,13,293,4.7,2,320,2,5,3.2,2,1,12347,6,3,16071,16071,89,8183,4730,4898
1.25,2,2,10,3,9,236,0.6,4,238,1,4,2.9,2,2,10354,5,3,16429,16429,72,5995,3809,3635
1.25,1,2,13,3,12,262,5.9,4,267,1,5,2.7,2,1,8773,7,4,16282,16282,88,6474,3462,3966
2,1,1,25,3,16,374,5.1,13,421,1,9,4.2,1,1,14975,9,4,25116,25116,110,11401,5515,6767
1.25,2,2,18,3,7,258,1.1,6,251,2,6,3,2,1,8983,6,4,14311,14311,99,6380,3925,3959
1,1,2,14,1,6,203,0.2,6,192,2,5,2.1,2,2,7106,8,3,13471,13471,59,4730,2739,2904
2,1,2,25,2,18,393,2.4,9,426,2,7,4.8,1,2,16986,8,3,24109,24109,112,10161,5349,6125
1,1,1,10,2,4,182,1.8,3,211,2,4,1.9,1,2,7092,5,4,12843,12843,64,4860,2300,2959
1.5,2,1,10,2,5,281,0.8,1,307,2,5,3.2,1,1,11335,6,4,18672,18672,74,7463,4750,4462
1.5,2,1,11,1,8,291,1.7,10,293,2,7,3.4,2,1,12152,8,5,20042,20042,78,8241,4062,4911
2,2,2,23,3,12,385,0.6,7,434,1,11,5.1,2,1,15660,5,6,23259,23259,135,10573,6080,6444
1.5,1,2,18,2,10,298,3.5,6,315,2,5,3.4,1,1,11702,5,5,18958,18958,116,7182,3984,4462
1.25,2,1,18,1,10,251,1.2,0,254,2,6,3,1,1,9544,7,6,16538,16538,95,7040,3231,4287
1.5,1,1,20,1,10,319,6.4,9,330,3,6,3.3,1,2,12265,5,4,16107,16107,83,7347,3839,4471
1.75,1,1,24,2,12,342,4.8,7,382,3,8,3.5,1,1,13666,5,6,21607,21607,97,8357,4671,5084
0.5,1,2,6,3,5,100,0.1,3,101,3,2,1.3,2,1,4225,6,5,6000,6000,40,2501,1221,1553
0.5,2,1,5,1,5,101,0.2,3,108,3,2,1,1,1,3714,7,3,5371,5371,31,2649,1441,1601
2,1,1,13,2,7,422,7,13,377,2,6,3.6,1,1,15224,9,5,24981,24981,100,9517,5422,5754
2,1,2,27,3,12,430,5.1,3,379,3,8,4.3,2,2,15208,5,6,22475,22475,117,9313,6275,5730
2,1,2,28,3,20,389,5.5,6,375,1,6,4,2,2,15343,9,4,26515,26515,115,11445,6141,6790
1,1,1,9,1,7,203,2.2,3,187,1,5,2.2,1,2,7538,7,5,13135,13135,63,5006,2450,3062
1,2,1,11,1,3,194,0.3,1,201,2,5,2.3,1,1,8053,7,6,13423,13423,48,4619,2873,2805
0.75,1,1,6,3,3,135,3.2,2,159,2,3,1.5,2,2,6196,8,6,8456,8456,52,3544,2387,2178
0.5,2,1,5,1,2,95,0.6,2,101,3,3,1,2,1,4112,7,6,5584,5584,37,2483,1373,1536
0.5,2,2,4,2,2,98,1.9,1,104,1,3,1,1,2,3570,7,4,5452,5452,25,2403,1426,1459
2,2,2,29,3,8,379,0.9,9,404,1,8,5.1,2,2,15292,6,5,22066,22066,126,9646,4831,5897
1.5,1,2,20,3,9,319,5.2,5,298,2,7,3.4,2,1,11459,9,3,17359,17359,94,8311,4421,5022
1.5,1,1,15,2,4,276,4.7,11,306,2,6,3.7,1,1,11281,5,3,18167,18167,117,7252,4640,4494
0.5,1,2,7,3,4,90,2.2,3,107,3,2,1,1,2,4075,6,6,6170,6170,36,2853,1364,1714
0.75,1,1,6,1,2,158,1.4,3,149,1,4,1.7,2,2,6048,7,6,9846,9846,49,3649,2148,2254
1.75,1,2,18,1,10,321,4.3,5,341,1,8,3.7,2,2,12980,7,4,23109,23109,137,9233,4125,5654
0.75,2,1,10,2,5,147,0.5,5,150,3,3,1.7,2,1,6416,5,5,8128,8128,57,3557,1826,2213
0.75,1,1,6,3,6,157,1,3,148,3,3,1.8,1,1,6098,9,5,8506,8506,41,4165,2287,2491
1.5,2,2,19,3,3,281,5,1,328,3,7,3.4,1,1,12025,6,3,16646,16646,102,7793,3856,4742
3,2,2,25,2,20,563,5.9,23,621,3,12,7.6,1,2,23913,5,3,32885,32885,169,14087,7834,8578
