Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
1,2,1,125,2,111,63,4.5,15,211,2,1,2.3,1,2,5588,2,1,2078,2078,63,8355,9028,5265
3,1,1,383,1,289,186,9.5,45,684,2,2.6,8.4,2,2,13716,3,1,5868,5868,192,20541,27299,13181
1,1,2,86,1,109,60,3.7,7,220,1,0.9,2.3,2,1,4760,3,2,1639,1639,52,6225,9025,4070
0.75,2,2,88,2,90,39,3.2,9,198,1,0.7,1.4,1,2,3692,2,1,1373,1373,43,4792,6733,3163
1,1,2,117,1,100,62,2.5,7,221,1,0.6,2.5,1,1,4911,4,1,1972,1972,58,7857,9201,4929
0.5,2,1,50,2,59,29,1.9,7,136,2,0.7,1.4,1,1,2151,2,1,946,946,27,3500,4624,2275
0.5,1,2,63,2,59,23,2,4,118,3,0.4,1.1,1,2,2617,2,2,1064,1064,24,4471,4523,2781
0.75,2,1,87,2,73,34,0.5,8,153,2,0.4,1.4,1,1,3008,3,1,1263,1263,44,4244,6902,2789
1.75,1,1,182,1,202,85,4.8,12,350,1,2.2,2.9,2,2,8900,2,1,3629,3629,113,11125,15734,7353
1.75,1,2,203,3,170,89,5.6,9,472,2,1.2,3,1,2,7846,3,1,3385,3385,99,11472,15878,7343
3,1,2,277,3,289,143,6.4,22,733,3,1.7,6.5,2,2,12328,2,1,5122,5122,149,19212,27206,12284
1.5,1,1,140,1,159,93,7.5,7,407,2,1.9,2.5,1,2,6339,2,2,2671,2671,81,10787,13850,6868
1.75,2,1,181,1,169,105,4.8,3,383,3,1.8,3.2,2,2,7019,2,2,3159,3159,85,11736,15708,7449
1.5,2,1,148,1,177,82,0.5,11,303,2,1.8,2.5,2,1,6743,2,2,2823,2823,92,11182,13950,7194
3,1,1,289,3,329,153,11.9,19,790,3,3.8,4.7,1,1,16600,2,2,6008,6008,181,23481,26856,14867
3,2,1,299,2,347,199,6.9,23,820,2,1.8,6.5,2,1,16530,2,2,4894,4894,202,18585,27767,12379
1.25,2,2,156,3,135,59,0.9,17,259,1,0.8,3.4,2,1,5187,3,2,2445,2445,63,8573,11390,5506
1.25,2,2,122,3,126,60,0.9,4,319,1,0.8,2.1,1,2,6090,2,2,2184,2184,63,7926,11593,5095
1,1,1,102,1,108,61,1.1,6,230,2,1,2.6,1,2,5339,3,1,2008,2008,52,8369,8965,5229
1.75,2,1,205,1,191,84,4.9,15,428,1,1.7,4.4,2,1,8401,3,2,2976,2976,113,12506,16137,8068
0.5,1,2,59,2,56,26,2.3,0,118,2,0.3,1.3,1,2,2331,2,1,941,941,32,2882,4477,1936
0.75,1,2,92,1,81,40,0.3,5,195,1,0.9,1.2,1,2,3996,3,1,1591,1591,40,4980,6847,3214
1,2,2,98,3,120,55,4.9,10,257,3,0.8,2.4,2,2,4993,3,1,2128,2128,66,9357,9267,5855
1.25,1,1,124,1,124,72,1.7,15,352,1,1.7,3.1,1,2,5093,3,2,2580,2580,69,8300,11528,5334
1,1,2,92,1,124,53,2.3,1,227,1,0.7,1.7,1,1,5075,2,2,1982,1982,50,6922,9186,4495
0.5,2,1,63,1,49,26,1.8,5,102,1,0.5,0.8,2,2,2175,4,2,1030,1030,30,4160,4603,2583
3,1,1,323,2,276,169,11.8,0,794,2,4.3,8.3,2,2,15513,4,1,4831,4831,177,28299,27777,17283
2.5,2,1,289,3,300,145,11,2,576,3,3.1,6.4,2,1,12206,2,2,5123,5123,127,15446,23181,10247
2.5,1,1,308,3,290,129,3.9,16,524,3,3.4,4.7,1,1,12937,2,1,4682,4682,180,20447,22867,13041
3,2,1,319,2,271,182,14.8,26,720,1,1.7,8,1,2,12937,3,1,5124,5124,200,27604,27198,16922
1,1,1,86,2,95,62,3.6,4,241,3,0.5,2.2,1,1,4707,4,2,1703,1703,52,9134,8984,5571
2.5,1,2,296,2,303,129,6.8,33,505,3,2.6,4.9,2,1,13671,4,1,5337,5337,135,23114,22642,14395
1.25,1,1,127,3,137,66,5.8,7,254,3,1.5,3.4,2,1,6522,4,1,2599,2599,64,7370,11580,4878
1.5,1,2,177,3,154,62,1.9,7,360,2,1.2,2.7,2,2,6050,4,1,2469,2469,98,9435,13903,6160
1.75,1,2,163,3,209,77,5.4,2,408,2,1.2,2.9,1,1,7217,4,1,3406,3406,96,10123,15613,6779
2.5,1,2,231,1,242,137,4.5,7,590,1,2.1,6.9,2,2,11613,4,1,4602,4602,134,14297,22830,9382
1.5,1,1,129,3,138,79,5.8,13,303,3,1.7,3.7,1,2,6372,4,1,3036,3036,78,8486,13543,5537
1.25,1,2,158,3,125,63,2.1,13,304,3,1.6,3.4,1,1,5238,2,2,2365,2365,89,7630,11489,5042
2,1,2,233,1,241,117,6,17,459,2,1.4,5.4,2,2,10200,2,2,3880,3880,142,11670,17911,7949
3,1,2,276,3,307,172,7.2,25,771,3,3.1,6.2,2,1,13667,3,2,6388,6388,196,22514,27809,14308
1.5,2,2,148,2,174,83,1.6,17,419,2,2,2.6,2,2,8009,3,1,2619,2619,83,10237,13697,6646
1.75,2,1,182,3,167,110,7.4,3,414,1,1.4,4.3,1,1,7630,4,2,3061,3061,111,10324,16140,6772
1.75,1,2,193,3,208,98,2.1,15,370,2,1.2,2.9,2,2,8232,3,1,3711,3711,102,16773,15668,10385
1.25,2,2,129,3,131,81,3.3,18,324,2,0.9,3.3,2,1,5847,2,2,2530,2530,72,7583,11562,4983
2.5,1,2,230,2,277,135,8.8,31,615,3,2.4,4.6,1,2,12044,4,2,4485,4485,154,13766,23197,9281
1,2,2,88,3,118,50,4.9,1,233,1,0.9,2.6,1,2,4717,2,2,1795,1795,54,5980,8981,3989
1,2,2,104,3,120,45,3.9,13,273,1,0.8,2.7,1,1,4063,4,1,1815,1815,66,8058,9197,5157
1.75,2,1,217,2,208,109,7.4,12,362,3,2.3,4,1,1,7378,2,1,3565,3565,92,12435,16259,8044
1.75,2,2,203,3,197,83,4.7,16,466,1,1.2,2.8,1,2,8489,3,2,3157,3157,106,10892,16142,7170
3,2,1,318,3,315,150,5.4,33,782,2,4,5.7,2,1,16016,2,1,5803,5803,195,20756,27267,13393
2.5,1,1,286,1,268,141,3.4,33,547,3,3.4,4.7,2,1,12573,2,2,4977,4977,125,17305,22912,11075
0.5,2,2,44,1,46,21,0.4,2,142,3,0.4,1.1,2,2,2690,3,1,995,995,25,4341,4646,2655
0.5,1,2,57,3,49,29,0.2,0,141,3,0.3,0.9,1,2,2082,3,2,1027,1027,25,4250,4583,2615
1,1,2,125,3,102,45,1.5,1,231,1,0.6,2.5,1,2,5249,2,1,1766,1766,58,5939,9021,3901
2,1,2,213,3,238,109,8.4,29,430,2,2.8,3.3,1,2,9709,4,1,3257,3257,116,10963,18457,7454
0.5,1,2,58,1,50,34,2.4,4,130,3,0.5,1.2,2,2,2134,2,1,951,951,25,3142,4452,2029
3,1,1,372,2,336,158,2.4,33,673,2,3.1,7.4,1,2,13197,4,2,5976,5976,201,28124,27125,17502
2.5,1,1,248,2,293,139,1.8,6,559,3,1.3,5.5,1,2,12355,2,1,5025,5025,170,14057,22479,9562
2.5,1,1,303,3,276,100,7.9,35,504,2,1.9,5.2,2,2,12712,3,1,4457,4457,153,18404,22510,11779
1.25,2,1,115,1,151,61,0.4,9,302,2,0.8,3.4,1,2,5884,2,1,2140,2140,61,8735,11181,5660
2,1,1,184,3,231,98,1.8,29,545,2,1.5,3.1,1,1,8737,4,1,3893,3893,123,14095,17808,9115
3,1,2,363,3,334,184,6.9,7,772,3,2,7.7,1,2,12167,2,1,5910,5910,196,24899,27585,15731
1.25,2,2,131,1,146,54,0.8,6,321,2,1.4,3,2,2,5011,2,2,2333,2333,87,8555,11368,5620
3,1,2,285,1,357,163,15,38,707,3,3.4,8.1,2,2,15161,2,2,6343,6343,188,26469,27059,16681
1.25,2,1,135,3,129,78,3.6,4,320,3,1.5,2.6,1,1,6292,2,1,2667,2667,64,7996,11372,5168
1.25,1,2,109,1,129,67,3.9,16,334,3,1.3,3,2,1,5008,2,1,2101,2101,83,8395,11382,5445
1.5,1,2,133,1,168,79,2.9,22,423,1,2,2.8,2,2,7861,4,2,2917,2917,87,11936,13428,7552
1.75,2,1,173,1,197,100,2.3,26,424,1,2.4,2.7,2,1,8293,4,1,3150,3150,119,10383,16210,6948
1.25,1,1,111,1,145,53,2.7,1,257,2,1.5,3.2,2,1,6195,2,1,2436,2436,80,8160,11334,5386
0.5,1,1,45,1,47,21,1.3,3,109,2,0.4,0.8,1,2,2135,2,1,856,856,24,3063,4601,1961
1.5,1,2,155,2,184,88,4.6,20,389,2,2.1,3,2,2,7276,4,1,2710,2710,100,11902,13445,7652
1.75,2,1,199,2,158,98,7.6,16,478,2,1.8,3.8,2,2,9373,3,1,2910,2910,106,12480,16121,7876
0.75,1,2,81,1,91,30,2.6,3,194,3,0.8,1.3,2,2,3031,4,2,1302,1302,50,5694,6850,3675
1.5,1,2,188,2,141,75,2.3,10,385,1,1.6,3.3,1,2,7890,3,2,3042,3042,89,9800,13856,6286
2,1,2,190,1,225,124,4.8,28,524,1,2.7,4.6,2,1,9683,3,1,3546,3546,137,14724,17817,9512
1.75,1,2,167,1,172,117,4.6,5,468,3,2.2,4.1,2,1,7857,4,1,3109,3109,103,11898,16112,7626
0.5,2,1,63,3,47,20,1.7,0,139,3,0.7,0.8,1,2,2283,4,2,866,866,25,3519,4572,2214
2.5,1,1,216,2,265,164,4.9,28,502,3,3,5.9,2,2,13259,3,2,4632,4632,147,18785,22758,11946
2.5,1,2,256,3,297,121,8.7,2,691,2,2.9,4.5,1,2,12349,3,1,5372,5372,167,18843,22420,12156
1,2,2,109,3,107,56,4,1,286,2,0.7,2.3,1,1,5513,3,1,1887,1887,54,8827,9017,5470
3,1,2,332,1,310,144,1.4,17,802,2,3.4,8.3,1,2,14251,2,1,4926,4926,207,22315,26829,14284
2.5,2,1,321,2,285,139,10.3,22,650,1,1.7,6.2,1,2,11743,4,2,5169,5169,168,14839,22409,9959
2,2,1,259,2,226,103,2.3,22,417,1,1.7,4.6,1,2,9522,2,2,4006,4006,98,13879,18024,8926
0.75,2,2,81,2,83,48,2.1,4,164,1,0.8,1.5,1,1,3684,4,1,1275,1275,52,5446,6751,3516
2,2,1,240,3,228,103,8.7,24,484,3,2.7,5,2,1,11139,4,1,3341,3341,129,11879,18001,7970
2.5,1,2,267,1,239,127,3.6,5,539,1,3.2,6.5,1,1,11634,3,1,4332,4332,132,23240,23113,14196
1.25,1,1,124,2,145,53,2.6,7,309,2,1.6,2.4,2,1,6146,4,2,2621,2621,62,7810,11200,5129
1.25,1,1,137,2,155,75,3.4,3,310,2,1.2,2.2,2,1,6499,2,1,2195,2195,78,8926,11174,5820
2,1,1,199,1,182,101,7.8,7,459,3,1.9,5,1,1,10141,4,1,4017,4017,117,12739,18336,8180
2.5,1,2,314,2,263,115,4.3,10,660,2,1.5,4.5,2,1,11690,3,1,5178,5178,172,15779,22714,10346
0.5,1,2,63,1,62,29,0.9,6,139,2,0.3,0.9,1,1,2360,2,1,853,853,30,3264,4610,2157
1.5,1,2,153,1,161,95,4.2,9,344,2,0.9,3.2,2,1,8269,3,1,3122,3122,103,14171,13482,8772
1.5,2,1,154,3,169,62,0.6,17,308,1,0.9,3.7,1,1,6153,3,2,2487,2487,96,10101,13554,6594
2.5,2,1,250,2,232,145,7.7,25,649,3,2.1,6.6,2,1,11045,2,1,5098,5098,171,18242,22444,11577
2.5,1,2,222,2,261,122,2.6,33,657,3,2.9,6.4,2,1,12656,4,1,4874,4874,128,17577,23204,11220
2,2,2,204,1,199,83,6.4,1,450,1,2.8,4.5,2,2,8968,4,1,3584,3584,110,18741,17837,11477
1.5,1,2,160,2,176,72,1.9,16,332,2,1.2,3.3,1,1,7723,2,2,2657,2657,100,10592,13426,6901
0.75,2,1,82,1,93,34,2.5,5,193,3,0.5,1.7,2,2,3365,4,2,1573,1573,36,4218,6914,2847
0.75,1,1,79,3,80,31,0.4,8,190,1,0.7,1.6,2,2,3520,2,1,1515,1515,36,5555,6722,3511
1.5,1,2,170,2,167,71,0.7,9,390,2,0.9,3.2,2,1,6939,2,1,2813,2813,105,11837,13886,7543
0.75,1,2,85,1,73,46,2,2,212,1,0.6,1.5,1,1,4167,4,2,1452,1452,48,6271,6718,3902
0.75,1,2,96,3,91,48,1.4,0,158,1,0.7,1.6,2,1,4106,2,1,1461,1461,42,6198,6719,3928
2,2,1,231,3,208,87,0.3,7,506,2,1.6,4.8,1,1,10208,3,2,3760,3760,134,15925,18359,10062
2,1,2,182,2,246,95,5.1,3,535,1,2.2,4.6,2,2,10877,4,1,3707,3707,97,16782,18240,10587
1.5,1,2,169,2,184,92,0.5,3,321,3,1.2,2.8,2,2,7581,4,2,2533,2533,102,13500,13657,8507
1.5,2,2,148,1,151,91,3.2,13,425,3,1.5,3.3,2,2,8321,3,2,2762,2762,98,13198,13586,8194
1.75,2,1,207,3,163,76,6.6,11,417,2,0.9,2.8,1,1,7449,3,1,3392,3392,100,15189,15695,9314
1,1,1,118,3,116,51,1.3,12,252,2,0.8,1.7,2,1,5587,2,2,1942,1942,54,6777,9290,4394
1.75,1,2,226,2,165,85,6.6,22,432,1,1.9,3.8,2,2,9769,2,1,3007,3007,113,14200,15985,8858
1.75,1,1,184,3,195,74,3.1,11,406,3,1.3,2.7,1,1,7464,4,1,3696,3696,124,13998,16260,8892
2,2,2,251,3,249,115,5.1,23,540,1,2.4,3.4,1,2,9207,4,1,3299,3299,128,11661,17881,7915
1,2,1,113,1,114,61,1.5,14,230,2,1.3,2.5,2,1,4707,4,1,1673,1673,64,8880,9055,5571
1,1,1,117,3,94,46,1.1,3,255,1,1.4,2.1,1,1,4729,4,2,1738,1738,54,9072,8912,5547
1.5,2,2,175,1,175,69,5,3,398,3,1.7,3.5,1,2,7745,2,2,2666,2666,105,13844,13569,8677
2.5,1,1,267,1,251,113,0.2,17,660,2,2,5.8,2,2,13833,3,2,4530,4530,140,13949,22803,9232
1.75,1,2,205,1,165,94,1.1,23,363,3,1.5,2.8,2,2,9168,4,2,3131,3131,120,12748,16077,8075
3,1,1,389,1,373,183,10.6,7,626,3,3.7,6.2,1,1,16311,3,2,5134,5134,208,27577,27621,17387
2.5,2,1,261,1,302,158,2.4,3,687,3,1.4,4.9,2,1,12652,2,2,5127,5127,138,20975,22841,13232
1.25,2,1,135,2,136,75,1,0,333,2,0.6,2.5,1,1,5648,4,1,2292,2292,68,8101,11190,5256
0.75,2,1,77,3,81,48,3.5,2,198,3,1,1.3,1,1,3167,4,2,1419,1419,50,4557,6963,3020
2,1,1,196,3,203,101,0.6,15,513,2,2.1,4.5,1,1,8064,3,2,3424,3424,97,11761,18535,7678
0.75,2,1,78,2,74,31,3.5,7,151,2,0.5,1.8,2,2,3941,2,2,1232,1232,38,4196,6709,2757
1.75,1,2,204,3,200,105,4.8,22,402,1,2,2.8,1,1,9105,4,2,3661,3661,99,10771,16201,7107
0.75,2,1,87,1,84,47,3.7,6,183,1,0.4,1.2,2,1,3551,3,2,1360,1360,43,6702,6881,4161
1,2,2,103,1,99,54,1.2,8,223,3,0.9,1.9,2,1,5111,4,1,1857,1857,52,5616,8993,3689
1,1,2,89,1,114,41,3.2,2,240,1,1.4,2.6,1,1,5452,2,2,1629,1629,61,8132,9098,5160
0.5,1,2,52,1,55,22,0.9,3,124,3,0.5,0.9,2,2,2104,2,1,930,930,29,4598,4611,2844
1.25,2,1,143,3,156,75,5.2,1,335,2,0.7,3.1,1,2,6611,2,1,2613,2613,67,7777,11604,5180
2.5,2,2,237,2,277,167,1.7,14,707,2,1.7,3.8,2,2,13686,2,2,4252,4252,130,19915,22688,12508
3,2,1,255,2,332,144,14.7,28,821,2,4.1,4.8,1,1,15352,3,1,5492,5492,175,17963,27512,11886
0.75,2,1,71,2,72,47,0.9,9,191,1,0.7,1.3,1,2,3184,3,1,1511,1511,49,6209,6808,3864
0.75,2,2,84,2,91,46,1.8,6,160,3,0.7,1.4,2,1,4029,4,2,1493,1493,52,4062,6751,2802
1.5,1,1,148,2,176,66,3.9,5,344,2,1.6,2.8,1,1,6599,2,1,3183,3183,103,9655,13429,6400
0.5,2,1,49,1,55,29,1.7,6,129,1,0.7,0.9,1,1,2209,3,2,805,805,32,3753,4579,2400
1,2,1,129,1,106,53,4.1,11,247,3,1.4,2.3,1,2,4447,3,2,1780,1780,55,7645,9185,4838
2.5,2,1,227,1,309,110,7.8,30,586,3,2.1,4.5,2,1,11917,3,1,4926,4926,152,20672,22375,13141
1.5,2,1,191,2,177,93,2.3,5,343,1,1,2.9,2,2,7756,2,2,2470,2470,74,12556,13494,7878
1.75,1,2,180,2,210,73,5,16,405,1,1.2,2.7,1,2,8242,4,1,2982,2982,113,12439,16061,8083
3,2,2,320,3,290,203,7.6,35,622,3,2.3,6.8,2,2,14870,4,2,6034,6034,153,28592,27520,17384
3,2,1,314,3,350,127,1.2,21,784,3,2.8,7.2,1,2,14014,3,2,5356,5356,168,18258,27770,12127
3,1,1,315,1,295,163,0.8,2,811,3,2.4,6.4,1,1,12905,2,1,5408,5408,216,16986,27373,11325
1.75,2,1,161,1,200,82,4.4,24,382,1,1.8,2.8,2,2,9708,3,2,3523,3523,89,12969,16129,8259
3,1,1,317,1,327,167,2.5,7,709,2,3.7,8,2,1,14055,2,1,4869,4869,195,22637,27512,14498
2.5,2,1,310,2,276,123,12.2,24,518,3,3.3,4.8,1,1,11239,4,2,5057,5057,144,17904,23207,11493
0.75,2,2,90,2,76,46,2.3,1,184,1,1,1.8,1,1,3047,4,1,1608,1608,45,5501,6765,3499
1.25,1,2,128,3,147,58,2,18,347,2,1.5,3.5,1,2,5875,4,1,2600,2600,87,9347,11382,6063
1.25,1,1,107,3,122,82,1.1,10,314,2,1.5,3.2,1,1,5811,4,1,2083,2083,85,8227,11134,5336
1.5,1,2,139,1,182,94,1.1,9,321,2,1.7,2.3,2,1,7488,3,1,2687,2687,84,10303,13825,6713
1.25,2,2,118,3,114,63,0.5,1,308,2,1.6,2.4,1,2,5251,4,2,2404,2404,67,9524,11383,5930
2.5,1,1,289,1,267,145,9.3,8,509,2,3.2,5.5,1,2,12451,2,1,5241,5241,171,17255,22355,11198
1.25,1,2,138,2,152,73,1.5,5,277,1,1.2,2.3,1,1,6991,4,1,2493,2493,68,9173,11536,5911
1.75,1,1,194,1,210,76,1.1,1,447,2,1.5,2.8,2,2,9766,3,2,2915,2915,114,16507,16116,10288
1.5,2,2,162,1,147,90,5.4,14,391,3,1,3.3,2,1,7910,3,2,2669,2669,85,14316,13600,8734
1.5,2,2,158,3,159,71,3.8,22,343,3,1,4.1,2,1,8257,2,1,2578,2578,93,11460,13510,7282
0.5,1,2,55,1,60,27,2,1,102,3,0.3,0.9,2,2,2119,2,1,804,804,26,4167,4481,2623
2.5,2,1,238,2,265,143,8.1,32,689,2,3,5.8,2,2,11552,3,1,4499,4499,137,15204,22307,9978
2,2,2,197,2,206,123,8,27,487,3,2.4,4.9,2,1,9378,3,1,4087,4087,106,19037,18394,11661
1.5,2,1,175,1,162,62,7,11,300,1,1.7,2.6,2,1,7320,2,1,2669,2669,80,8686,13663,5741
1,2,2,98,2,117,57,1.7,9,253,2,1.2,2.3,1,1,4211,4,1,2130,2130,66,7066,9270,4607
1.75,1,2,166,1,165,75,6.5,24,376,2,1.5,3.5,2,2,9473,4,2,3456,3456,100,16016,16080,9788
2,2,2,249,1,192,122,2,13,572,3,2,4.9,1,2,10917,2,2,4120,4120,138,18600,18169,11456
2,2,2,198,1,210,126,9.9,10,548,3,1.6,3.3,1,2,8491,2,2,4290,4290,131,19173,17925,11795
0.75,2,1,75,1,80,47,3.2,4,154,1,1,1.6,1,2,3134,3,1,1472,1472,45,5699,6842,3621
0.5,1,1,44,1,60,21,0.9,0,135,2,0.7,1.3,2,1,2203,2,1,1019,1019,27,4407,4518,2766
0.5,1,1,64,3,62,22,1.6,6,137,2,0.5,0.8,1,1,2394,4,1,1073,1073,36,3286,4510,2188
1.5,2,1,141,3,150,66,2.4,9,374,3,0.9,3.5,1,2,6095,3,2,2705,2705,80,12537,13412,7771
2,1,2,183,1,194,81,2,11,564,1,2.8,4.2,1,1,11024,4,1,3825,3825,125,12061,17949,7888
1.25,2,2,141,3,134,73,2.9,13,264,1,1.3,3.4,2,2,6314,3,1,2642,2642,64,8591,11561,5522
3,2,2,312,3,373,123,3.8,8,842,1,1.6,8,1,1,14362,2,1,5703,5703,214,16683,27713,11522
3,2,1,259,2,321,173,0.5,13,629,2,3.3,6.7,2,1,15678,3,2,5810,5810,184,23297,27641,14768
0.75,1,2,74,1,81,33,2.4,2,153,3,0.4,1.9,1,1,3930,4,2,1230,1230,43,6728,6920,4172
3,1,1,294,3,271,127,0.7,9,673,3,2.1,4.9,2,1,14860,2,2,6234,6234,158,26240,26941,16003
3,1,1,379,1,359,147,4.9,32,653,1,2.9,5.6,1,1,16354,3,2,5161,5161,203,23186,27728,14914
2,1,2,253,1,186,134,5.4,15,536,2,1.7,4.9,2,1,8283,4,1,3261,3261,134,18634,18584,11432
2,1,2,234,2,220,127,6.6,25,476,3,2.5,3.4,2,1,10717,4,1,4165,4165,133,17900,18522,11171
3,2,1,334,2,315,195,1.8,21,755,2,2.5,7.6,1,2,12871,3,1,6234,6234,157,24229,27090,15167
1.75,2,1,209,3,219,107,1,26,432,1,1.1,4.2,2,1,9044,4,2,3153,3153,111,10722,15662,7216
0.5,2,1,46,1,52,24,1.6,1,132,3,0.7,1.3,2,2,2520,4,2,865,865,32,3804,4649,2421
1.5,2,1,155,3,150,77,6.4,10,332,2,2.1,4.1,2,1,7380,4,2,2976,2976,91,14236,13811,8748
0.75,2,1,66,2,85,37,2.2,11,161,3,0.7,2.1,2,2,3558,3,1,1515,1515,44,6607,6957,4135
2.5,1,1,320,1,302,136,3.6,25,575,3,2.2,5.3,1,1,10539,3,2,4020,4020,169,19363,22990,12471
0.75,1,1,90,2,88,42,0.3,11,160,3,0.9,1.7,2,2,3351,4,1,1545,1545,39,6436,6844,4037
2,1,1,217,3,201,134,0.7,3,514,1,2.8,3.7,2,1,10448,4,2,3920,3920,96,11883,18055,7729
0.75,2,1,65,3,70,38,1.5,3,157,3,0.6,1.5,2,1,3326,3,2,1339,1339,41,4727,6791,3032
0.5,2,2,45,1,58,28,1.6,7,131,2,0.3,1,1,2,2262,4,2,838,838,32,2973,4535,1990
1,2,2,98,1,124,51,1.5,14,213,2,0.7,1.6,2,2,4124,3,2,2116,2116,57,8848,9176,5555
1,2,2,115,2,106,41,0.6,7,240,3,0.7,2.5,2,1,4587,4,2,1864,1864,56,7089,9279,4534
2.5,1,2,295,1,244,135,3.2,29,544,3,1.9,6.2,2,1,10084,4,2,4179,4179,174,19891,23178,12521
2,1,2,206,3,221,119,0.9,7,545,3,1.5,5.2,2,2,8683,4,1,3355,3355,119,17642,18501,11009
1.25,1,1,117,1,154,59,4.3,11,255,1,0.9,3,1,2,6357,4,1,2281,2281,73,10189,11184,6491
0.5,1,1,45,1,46,31,2,5,118,2,0.5,0.8,2,1,2535,2,2,962,962,34,3693,4457,2330
1.5,2,1,155,1,145,79,2,22,325,2,1.7,2.8,2,2,7783,4,2,2596,2596,75,13709,13583,8365
3,1,1,389,3,298,127,0.6,39,805,1,3.2,5.2,1,2,12076,3,1,6175,6175,153,21472,27479,13552
3,2,1,344,3,348,183,14.9,4,706,3,2.4,5.6,2,1,14961,4,1,4946,4946,149,23903,27076,15082
1,2,1,86,3,102,57,4.5,2,239,2,0.8,1.7,1,1,4125,3,2,1815,1815,71,5588,9044,3742
0.5,2,2,48,3,50,32,0.2,3,112,2,0.4,1.1,2,1,2604,3,2,813,813,27,4134,4476,2568
3,2,2,362,1,357,180,11.8,43,660,2,1.6,5.4,1,1,15062,2,1,4871,4871,206,19946,26903,13150
3,1,1,285,3,357,170,8.4,29,763,1,3.6,6.8,2,1,14615,2,1,5213,5213,191,18189,27459,12199
2,2,2,188,3,205,126,3.5,9,448,3,1.6,4.2,1,1,8296,4,1,4162,4162,135,13992,18006,9001
2.5,1,2,290,1,276,155,2.9,10,644,1,3.4,4.3,1,1,11670,2,2,4738,4738,140,23116,22646,14290
2,1,2,196,2,248,118,1,18,433,1,2.7,5,1,2,9029,3,2,4080,4080,97,15594,18519,9968
1.5,2,2,165,3,161,91,7.1,3,344,1,1.9,3.4,2,2,8230,4,1,2415,2415,106,8209,13471,5577
1.75,2,1,191,3,200,111,8.1,21,463,2,0.9,4.4,2,1,9623,3,1,3711,3711,93,15726,15643,9779
0.5,2,2,45,1,61,21,0.3,4,139,3,0.5,1.2,2,1,2786,3,2,920,920,27,3000,4556,2007
1.5,2,2,145,2,167,61,4.2,12,335,2,1.6,3.8,1,2,6763,4,1,2962,2962,72,14289,13782,8782
1.25,2,2,157,2,139,66,1.9,8,325,2,1.4,3.1,2,2,5812,4,1,2036,2036,88,11579,11323,7228
1,1,1,105,2,117,41,0.7,7,223,1,1.4,2,1,2,5149,2,2,1758,1758,72,9479,9079,5924
3,1,1,362,2,305,126,5.4,44,757,1,3.2,6.6,1,2,16380,2,2,6408,6408,177,22218,27421,14085
2.5,2,1,324,1,295,153,9.1,18,509,2,2.8,4.1,2,1,13734,4,1,4006,4006,164,18587,22261,11995
2,1,2,246,1,200,91,3.8,9,509,2,2.1,4.2,1,1,9884,2,2,3704,3704,108,14295,17927,9061
2.5,2,2,231,1,254,135,6.7,27,610,2,2.1,5.3,2,2,10140,2,1,4687,4687,147,13762,23080,9161
1.5,2,2,145,3,151,82,5.5,19,354,3,1.5,3.7,2,1,6481,2,1,2939,2939,83,8453,13855,5591
1.5,2,1,145,3,162,68,7.4,3,334,2,1.1,3.4,1,1,8061,4,1,2424,2424,73,8471,13358,5610
2,1,2,252,3,233,81,6.1,1,499,1,1.1,3.7,1,2,9270,2,1,3720,3720,118,13882,18365,8998
1.75,2,2,227,1,194,80,6,15,380,1,1.2,4.2,2,2,8083,3,1,3123,3123,89,14150,15824,8886
1,1,2,119,1,97,43,3.8,2,232,2,1.1,2.7,1,2,4382,3,1,1964,1964,61,7060,9126,4502
1.25,1,2,124,2,151,59,1.9,14,344,1,0.7,1.9,2,1,5457,3,2,2430,2430,76,7884,11227,5221
0.5,2,1,49,3,53,26,2.2,6,130,3,0.6,1.1,2,1,2140,2,1,1058,1058,27,4456,4541,2757
1.5,2,1,129,1,183,74,4.6,7,346,2,1.2,2.9,2,1,6968,4,1,2989,2989,96,9367,13419,6253
1,2,1,100,2,97,43,4,3,267,3,1,1.9,1,2,5404,2,2,1668,1668,69,6312,9018,4109
0.5,2,2,56,2,52,22,0.3,6,119,3,0.3,1,2,2,2574,3,2,855,855,34,4337,4559,2705
0.75,1,1,64,3,72,44,0.5,5,161,2,0.5,1.9,2,2,3316,4,1,1372,1372,41,5461,6811,3443
1.25,1,1,157,1,145,73,3.2,6,302,1,1.2,2.4,2,2,6217,2,1,2293,2293,83,6896,11584,4698
0.75,1,1,95,3,73,44,2.6,9,171,1,0.5,1.2,1,2,3859,2,1,1254,1254,51,4417,6957,2903
1.25,2,1,126,2,116,73,1.3,18,264,2,1,2.1,2,1,6141,3,2,2083,2083,76,11366,11281,6951
