Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
1.5,1,1,464,2,413,300,105,8,1234,3,0.3,4.5,3,1,9749,7,2,6420,6420,109,2623,6247,3858.1748
2.5,2,1,676,3,696,572,211,19,2196,1,1.2,7.8,4,2,17027,11,1,11215,11215,165,4512,11473,6543.8284
1,1,1,301,1,312,221,92,9,827,2,0.6,3.2,2,1,6722,10,2,4392,4392,59,1758,4319,2737.1004
1.5,2,1,496,2,438,277,123,11,1355,1,1.1,4.6,4,1,10054,8,1,7191,7191,87,2536,6718,3895.1698
3,1,1,978,1,960,672,229,15,2708,1,2.3,9.2,4,1,21201,10,2,12071,12071,219,5516,12772,8504.1772
2.5,2,1,829,1,815,508,205,14,2167,3,1.5,7.6,2,2,17361,11,1,11600,11600,169,4411,12388,7010.7972
2.5,2,2,721,3,696,495,172,22,2110,2,0.6,7.1,3,2,17520,7,3,11604,11604,181,4334,11946,6418.78
1,1,2,306,1,298,211,76,7,821,1,0.6,2.8,2,1,6764,8,4,4128,4128,60,1807,4986,2677.6808
1.5,1,2,439,2,462,279,108,10,1247,2,0.6,3.7,3,3,10349,8,2,7496,7496,86,2557,6289,3970.4938
3,1,2,819,3,1039,543,267,24,2714,2,1.4,8,4,2,18958,10,4,13218,13218,171,5020,13440,8463.7426
1.75,1,2,591,3,515,307,155,14,1494,2,1.2,5.9,2,2,11396,7,2,7192,7192,111,3204,8008,4719.8342
3,2,1,1013,1,930,544,248,13,2541,3,1.9,6.7,4,3,19279,7,4,13362,13362,209,5636,12913,8390.3798
1.25,1,2,355,2,394,236,90,9,1056,3,0.6,3.4,2,3,8279,10,1,5352,5352,72,2281,6295,3431.3658
1.25,1,2,338,3,382,250,109,9,1116,1,0.7,4.1,2,2,8388,7,4,5969,5969,90,2132,6109,3386.5946
0.75,1,1,247,3,231,134,64,5,657,1,0.4,1.6,4,2,4911,10,3,3242,3242,47,1239,3769,2009.2342
1.25,2,1,430,2,421,256,117,8,1043,2,0.7,4.1,3,1,8671,11,4,5009,5009,76,2228,6254,3590.7352
2,2,1,682,2,657,433,149,13,1664,2,1.4,4.7,3,3,12844,11,3,9336,9336,135,3600,9585,5652.4658
0.5,1,1,137,3,145,90,39,3,438,2,0.3,1.6,3,3,3433,11,4,2063,2063,36,862,2082,1335.9736
0.5,2,1,170,2,166,96,45,3,443,3,0.2,1.1,4,2,3103,7,3,2276,2276,31,906,2499,1450.4656
0.75,1,2,257,3,259,130,55,5,659,1,0.4,1.9,3,1,4584,8,3,3526,3526,52,1280,3363,2155.3518
2.5,1,1,672,2,834,483,208,20,2211,2,1.1,8.3,3,3,16231,11,1,10883,10883,147,4559,12340,7120.5302
3,2,2,876,1,890,608,204,13,2628,1,2,8.5,3,2,20519,11,4,12632,12632,203,5665,12587,8161.9358
1.25,2,2,346,2,353,257,94,5,1116,2,0.4,3.1,3,1,8763,10,2,6016,6016,86,2342,5207,3333.5746
1,1,1,307,2,274,236,83,8,853,1,0.4,3,4,2,6624,8,4,4243,4243,69,1862,4551,2655.0838
1.25,1,1,430,2,425,229,94,9,1121,3,0.8,4.1,4,1,8429,8,3,5506,5506,74,2134,5449,3528.4478
3,2,2,1032,3,817,689,247,23,2683,1,0.9,7.8,3,3,20085,10,2,12773,12773,204,5399,13861,7737.868
1.75,1,1,569,2,514,349,126,12,1565,1,1.4,5.6,3,2,11777,11,2,8200,8200,123,2953,8578,4589.7934
1.25,2,1,393,3,348,270,119,11,1082,2,1,2.9,2,3,8011,11,3,5904,5904,74,2249,6320,3253.2292
1.75,1,1,606,2,520,386,157,8,1432,2,0.8,4.5,4,1,11685,7,3,7197,7197,108,2898,8152,4577.278
2,2,1,665,1,673,424,189,14,1731,2,1.1,6.1,4,3,12393,8,1,9302,9302,123,3511,9570,5709.8956
2.5,1,2,831,2,875,499,180,17,2110,1,1.7,8,4,1,17078,7,4,10399,10399,166,4514,11423,7316.7556
2,1,1,617,3,608,369,183,16,1659,2,1.2,4.4,3,2,12666,10,1,8884,8884,128,3580,8715,5433.8122
3,1,2,798,1,877,673,265,20,2665,2,1.3,10,3,2,18949,11,1,13178,13178,214,5330,13420,8049.2948
2,1,1,552,3,572,356,182,14,1801,2,0.9,4.5,4,3,13184,7,4,8902,8902,125,3460,9207,5201.0628
1.75,1,2,477,3,545,366,127,14,1542,2,0.7,5.8,4,1,12315,8,4,7615,7615,105,3283,8653,4858.054
2.5,1,2,682,1,806,573,200,20,2066,2,1,7,3,2,15452,10,4,10192,10192,183,4421,11302,7015.4504
1,2,1,324,3,296,209,90,7,872,1,0.7,3.3,2,2,7087,10,1,4977,4977,61,1780,4974,2681.2474
3,1,1,905,2,947,594,217,21,2675,1,1.2,10,2,1,21211,10,3,14259,14259,206,5523,15246,8365.6032
2.5,1,1,836,2,848,519,178,15,2172,3,0.7,7.4,4,1,16442,7,4,11817,11817,169,4539,10799,7200.9824
1.75,2,2,512,1,509,367,139,11,1560,2,0.6,4.1,4,3,10905,11,4,8104,8104,105,3217,7565,4659.188
2,2,2,613,2,564,387,166,15,1768,1,1.5,5.1,2,1,13717,8,4,8227,8227,142,3685,8719,5315.1014
2.5,2,1,870,2,759,581,216,12,2183,3,1.6,5.7,3,1,16554,11,1,11048,11048,185,4253,12106,6735.0188
2,2,2,632,2,635,344,144,13,1653,2,0.8,5.5,4,3,12351,11,2,9340,9340,134,3455,8462,5467.4222
0.75,2,2,245,1,238,166,58,3,652,1,0.5,2.5,3,2,5098,8,4,3421,3421,46,1388,3149,2113.4136
1.75,2,2,548,2,578,335,138,10,1503,3,0.6,3.9,3,1,11377,10,4,7738,7738,112,3057,8364,4892.4094
2.5,2,1,837,1,778,566,224,12,2071,1,1.2,6.3,3,2,17571,8,3,11500,11500,169,4189,12414,6747.4862
2.5,1,2,810,3,790,520,187,14,2075,2,1.5,5.5,3,3,17631,8,4,10761,10761,161,4587,12395,6934.4972
0.5,1,1,139,2,173,107,37,4,419,3,0.1,1.4,2,1,3454,10,4,2470,2470,35,854,2446,1441.4918
1.5,1,2,482,2,499,332,130,8,1271,2,1.2,4.8,2,2,10467,11,1,7243,7243,100,2542,7562,4214.3034
0.5,2,1,149,2,146,102,45,3,437,3,0.4,1.2,3,1,3219,11,2,2389,2389,36,854,2524,1342.4888
2,1,2,585,1,693,365,131,15,1656,1,0.8,5,3,1,12375,8,3,8127,8127,116,3570,9323,5706.878
1.5,1,1,488,3,515,355,127,13,1330,2,0.5,3.9,3,2,9834,11,1,7200,7200,103,2631,7597,4335.1578
1.25,1,1,418,2,422,257,86,9,1039,1,1,3,2,2,8338,11,2,5697,5697,78,2133,5840,3493.4856
0.75,2,1,209,3,223,179,68,5,641,3,0.6,1.9,4,2,4674,7,3,3551,3551,48,1323,3400,2035.1388
2,1,1,644,2,627,416,169,16,1717,1,1.5,4.6,2,2,14129,8,3,8786,8786,144,3604,8800,5564.2628
0.75,1,1,210,3,210,163,59,4,619,2,0.6,2.4,2,1,5018,8,3,3032,3032,48,1267,3756,1920.4306
1.25,1,2,396,1,409,294,116,5,1036,2,1,3.5,2,1,8492,11,3,5963,5963,87,2284,5900,3591.8264
1,1,1,342,1,330,214,82,7,874,2,0.3,2.8,4,2,6716,10,1,4166,4166,67,1779,4708,2851.2692
0.5,1,1,132,2,136,91,33,2,418,1,0.2,1.2,3,1,3505,7,2,2259,2259,34,859,2235,1274.93
0.75,1,1,201,3,240,178,62,4,611,2,0.5,2.2,3,2,4678,7,3,3603,3603,53,1318,3716,2110.0016
1.75,1,2,515,2,579,404,129,9,1450,3,0.9,5.5,4,3,11685,8,1,7029,7029,109,3117,8004,4939.454
0.5,1,1,163,1,144,90,47,3,425,3,0.3,1.4,3,3,3544,7,1,2339,2339,31,873,2411,1330.6798
1.5,2,1,433,1,435,342,113,7,1264,1,0.6,4.3,2,2,9466,10,3,6296,6296,111,2624,7529,3971.0622
0.5,1,1,139,1,165,91,40,3,434,2,0.4,1.1,3,1,3357,8,4,2430,2430,35,916,2104,1450.3114
0.75,1,1,243,3,233,173,67,5,655,2,0.2,1.9,4,2,4655,11,1,3329,3329,50,1355,3332,2098.042
2.5,2,2,841,3,768,591,196,17,2118,2,1.9,5.4,2,1,17014,10,2,12367,12367,170,4137,11528,6632.2908
1.5,2,2,433,1,513,277,117,12,1235,3,0.5,3.6,2,3,10145,11,2,7429,7429,99,2682,6370,4310.47
0.75,1,1,261,1,248,148,70,4,643,3,0.2,1.8,3,3,5178,11,1,3061,3061,45,1299,3587,2112.7056
2.5,2,1,664,1,807,528,213,19,2201,3,0.8,8.3,3,2,17249,8,1,11444,11444,177,4663,12267,7155.7188
2.5,1,1,722,1,711,574,195,18,2162,1,1.2,6.3,4,1,17114,11,2,12409,12409,174,4539,12138,6619.6378
1,1,2,262,1,293,184,84,6,864,2,0.6,3.1,2,2,6374,7,2,4538,4538,70,1769,4383,2676.8868
1,1,1,332,2,275,230,66,7,817,2,0.3,2.6,4,3,6770,11,3,4789,4789,58,1704,4867,2512.252
3,1,1,952,2,944,647,217,19,2549,2,1.3,9.3,3,1,19154,8,3,12090,12090,204,5629,12698,8410.0718
0.5,2,1,154,1,136,107,37,3,407,2,0.1,1.4,2,2,3223,8,1,2310,2310,36,875,2542,1288.6656
1,1,2,343,2,310,210,76,5,835,1,0.7,2.1,3,2,7096,11,4,4541,4541,65,1827,4927,2761.5072
0.5,2,1,168,1,166,93,34,3,427,1,0.3,1.4,3,1,3219,10,3,2109,2109,33,907,2494,1437.5658
1.75,2,2,505,2,574,337,161,13,1486,2,0.6,3.8,2,3,12317,11,3,8590,8590,126,3065,7775,4943.9364
2,1,1,523,3,591,406,178,14,1785,3,1,4.5,3,2,12927,8,4,9594,9594,137,3477,10091,5324.6794
3,1,2,1004,2,869,650,222,24,2667,1,1,9.4,3,3,21072,11,3,13676,13676,189,4998,13441,7688.7204
3,1,1,1024,2,1045,607,274,16,2487,2,2,6.5,3,3,20881,10,4,13885,13885,187,5398,13467,8743.7382
0.75,2,2,220,2,246,129,58,5,680,2,0.5,2.1,3,1,4906,11,2,3265,3265,50,1401,3344,2162.4752
1.5,1,2,514,1,482,303,106,11,1277,3,0.5,3.9,2,2,10081,11,2,6871,6871,101,2707,7454,4180.1942
0.75,2,2,221,1,222,159,62,6,658,1,0.4,2.1,3,3,4833,7,3,3176,3176,47,1266,3224,1978.4526
0.5,2,1,167,1,144,106,36,3,442,1,0.2,1.4,4,3,3115,10,3,2218,2218,32,836,2369,1307.851
3,1,1,904,3,1013,551,235,13,2432,3,1.7,6.6,2,2,19935,11,1,14155,14155,196,5529,14175,8630.662
2,2,2,608,3,608,366,153,13,1814,3,0.6,6.1,4,2,13232,11,1,8216,8216,130,3621,9574,5439.8754
2.5,2,1,810,3,734,440,210,14,2209,2,1.7,7.2,4,3,15657,10,1,10097,10097,147,4151,11282,6451.9214
1,1,2,278,3,280,187,90,6,884,3,0.4,3.1,2,3,6726,10,1,4997,4997,66,1813,4786,2635.7152
1.75,1,1,567,1,537,341,138,12,1457,2,1.3,5.7,4,1,11487,7,2,7916,7916,129,3071,7526,4799.8914
1.25,1,2,397,1,387,296,91,9,1028,2,0.3,3.5,2,3,8047,10,3,5292,5292,80,2143,6328,3354.1524
2.5,1,2,663,2,869,567,200,16,2151,1,1.5,6.9,4,3,17112,7,3,12053,12053,171,4719,10542,7436.1424
1.75,2,2,476,1,569,399,124,15,1563,3,1.1,4.1,2,1,10848,8,3,7293,7293,120,3065,8047,4865.6616
2.5,2,1,783,1,841,504,165,22,2248,2,1.6,6,4,3,17101,10,4,12257,12257,151,4497,11082,7068.5052
2,2,1,677,3,655,396,153,17,1779,1,0.8,5.2,2,1,13388,11,4,9238,9238,115,3318,8875,5421.2266
0.75,1,2,254,2,239,135,55,3,651,2,0.5,1.8,2,2,5324,10,3,3263,3263,46,1393,3754,2099.3998
2.5,2,2,722,1,812,454,203,19,2065,2,1.5,8.2,4,1,17190,11,1,11111,11111,184,4685,12356,7207.377
0.5,2,2,159,2,163,108,36,2,453,2,0.3,1.2,2,2,3261,11,3,2317,2317,31,871,2291,1391.9002
1.5,1,2,419,1,485,285,117,10,1314,1,0.6,3.9,4,1,10188,11,2,6313,6313,85,2803,7264,4226.9186
1,1,1,336,3,302,226,87,6,837,1,0.6,3.1,3,3,6330,7,2,4753,4753,60,1824,4626,2731.917
0.75,2,2,239,1,248,164,66,4,649,2,0.5,2.5,4,3,4918,10,4,3457,3457,43,1383,3654,2165.5216
2,1,2,522,1,567,419,154,15,1794,2,1.1,5.4,4,1,12818,10,2,8091,8091,143,3452,9716,5208.0456
1.25,1,2,399,3,390,263,112,10,1120,3,0.9,3.8,4,1,8466,11,2,5562,5562,77,2114,6355,3393.8292
1.75,2,2,465,3,522,415,147,13,1484,1,1.3,4.7,3,3,11509,11,1,7708,7708,100,2992,7321,4599.3728
0.75,2,2,211,3,208,167,66,4,647,3,0.3,2.2,2,3,5074,7,2,3112,3112,47,1401,3796,1985.4928
0.75,2,2,210,3,214,154,55,7,642,1,0.6,2.2,2,2,5086,10,1,3321,3321,47,1348,3336,1971.2922
2.5,2,1,780,1,777,577,216,15,2265,3,1.1,5.9,2,1,16615,11,3,11007,11007,172,4297,11166,6787.571
1.5,2,2,495,2,464,314,133,10,1247,2,0.7,4.1,2,3,10006,8,2,6085,6085,87,2802,7019,4147.1102
1.25,2,2,355,2,389,214,115,9,1061,1,0.4,3.9,3,3,8709,11,1,5141,5141,91,2105,5833,3415.6568
1.5,2,1,505,3,480,307,119,12,1362,1,0.5,3.5,3,3,9378,10,3,6858,6858,106,2562,6709,4130.8626
1.75,1,2,509,1,582,396,129,10,1504,2,0.4,5.5,3,1,12033,8,2,8452,8452,108,3012,8629,4879.1236
3,2,2,923,1,927,605,280,23,2501,3,2.2,8.3,4,2,20962,10,4,13229,13229,215,5476,14384,8374.4124
1.5,2,1,442,1,523,312,128,8,1285,2,0.6,3.8,3,1,9212,10,3,6574,6574,91,2652,6589,4343.0864
0.5,1,1,138,3,151,89,47,4,406,3,0.3,1.3,4,2,3503,7,3,2129,2129,30,928,2098,1396.4116
2,2,2,644,3,549,469,135,12,1727,2,1,4.4,3,2,13535,8,3,8309,8309,130,3469,8838,5055.622
1,2,2,296,3,287,229,78,8,862,3,0.3,2.3,4,2,6980,11,2,4800,4800,62,1828,4544,2659.19
1,2,1,315,1,323,173,68,5,834,2,0.5,3.2,2,1,6917,7,2,4988,4988,60,1879,4293,2818.4874
1,2,1,301,1,338,188,94,8,820,3,0.7,2.7,3,2,6444,10,4,4742,4742,72,1809,4571,2927.6908
2.5,2,2,679,2,743,552,213,11,2194,3,1.9,7,3,2,16117,10,4,10694,10694,164,4689,11289,6840.9124
1,1,1,280,2,283,239,65,6,847,3,0.5,2.5,4,3,6794,8,2,4648,4648,69,1680,4165,2570.2638
1,1,1,286,2,282,208,81,8,850,3,0.5,2.9,4,2,6424,10,2,4971,4971,73,1685,5047,2603.2978
2.5,1,2,803,1,813,509,173,19,2100,2,1.7,5.4,2,1,17716,10,1,10918,10918,142,4416,10691,6859.9122
1,1,1,319,2,313,235,92,6,839,1,0.7,3.1,4,3,6801,10,1,4916,4916,60,1709,4731,2736.5162
1.25,1,2,416,1,400,223,96,8,1104,3,0.8,3.6,3,2,7746,11,2,5849,5849,73,2082,6312,3373.2972
1.75,1,1,587,1,555,300,122,7,1462,2,0.5,4.8,4,1,12407,11,3,8664,8664,125,3177,8491,4885.4874
1.75,2,1,517,3,480,387,128,10,1453,3,1.2,5.3,4,3,10772,11,2,7679,7679,113,2994,7324,4436.3584
1.5,2,2,456,2,453,335,136,10,1223,3,1,3.2,4,1,10493,11,2,7033,7033,103,2476,7647,3988.9466
0.5,1,1,157,1,156,115,38,3,411,1,0.2,1.1,2,1,3324,8,4,2154,2154,34,888,2402,1380.1388
1.25,2,1,431,3,352,229,103,6,1123,3,0.9,3.5,2,1,8340,8,4,5701,5701,86,2319,5218,3326.407
2.5,1,1,811,2,754,456,235,19,2047,3,1.8,7.8,3,1,15380,11,1,10266,10266,161,4226,11308,6658.951
1.5,1,1,508,1,488,262,139,10,1249,3,1,3.8,3,2,9465,10,2,6428,6428,109,2626,7093,4241.72
1.5,1,1,483,2,522,301,134,11,1218,3,0.6,4.4,2,2,10329,11,2,6123,6123,103,2643,7505,4375.3878
2,1,1,634,1,623,374,167,8,1786,3,0.9,5.1,2,2,12651,11,4,8419,8419,144,3617,10134,5545.3812
1,1,1,276,3,310,207,85,6,902,2,0.4,3.4,3,2,6959,11,2,4905,4905,60,1871,4259,2790.0968
2,2,1,674,3,638,350,153,11,1809,1,0.9,4.7,3,2,14167,10,2,9492,9492,118,3626,8919,5521.5424
1,2,2,290,3,310,216,91,6,823,2,0.4,2.5,4,1,6366,7,1,4849,4849,56,1861,4275,2781.2162
1.25,2,2,428,2,382,292,87,8,1038,2,0.6,3.1,4,2,7789,8,3,5873,5873,77,2329,6096,3433.3288
1,2,2,322,1,320,185,76,6,892,1,0.4,2.3,2,1,6186,8,2,4243,4243,56,1885,4189,2798.0652
0.75,1,1,221,2,251,150,69,5,647,3,0.4,2.1,4,2,5207,8,4,3194,3194,47,1380,3729,2188.2784
0.5,1,2,168,1,159,89,39,3,449,2,0.1,1.5,3,1,3068,7,1,2227,2227,32,900,2372,1404.2406
1.75,1,2,495,3,525,317,142,15,1578,1,0.4,5.3,4,3,11429,8,1,8047,8047,107,2923,8381,4587.8918
1.75,1,1,479,2,547,380,141,15,1472,1,1.3,5.4,2,1,10876,11,3,7369,7369,129,3307,8650,4959.8282
1,2,2,336,3,325,240,67,9,889,2,0.4,2.8,3,3,6736,7,4,4888,4888,60,1737,4736,2758.7382
2,2,2,653,1,588,386,177,17,1748,1,1.6,5.1,3,3,12657,11,4,9837,9837,113,3470,9994,5240.8724
2.5,2,1,821,1,806,581,199,17,2182,2,0.9,6,3,1,16641,8,1,11321,11321,177,4358,11976,6952.2552
1,2,1,268,3,285,179,86,5,877,3,0.4,3.2,2,3,6723,10,4,4242,4242,65,1808,4736,2647.4226
1.25,2,2,386,3,383,288,99,10,1078,2,0.6,3.5,4,3,8641,11,3,5268,5268,82,2290,5667,3451.8352
2,2,1,641,1,570,378,158,17,1769,2,0.6,6,3,1,12342,7,2,9049,9049,140,3600,8498,5286.0224
0.5,2,2,152,1,141,103,37,3,412,1,0.1,1.6,2,3,3385,7,3,2385,2385,37,828,2104,1290.518
1.75,2,2,484,2,580,321,143,9,1437,2,0.4,5.6,2,2,12308,11,3,8261,8261,121,2903,8172,4856.9006
2.5,1,2,689,1,724,452,175,17,2156,1,1.9,8,2,1,16145,11,2,10646,10646,179,4291,11055,6528.764
1,1,1,283,3,297,191,83,7,878,2,0.6,2.5,3,1,6484,8,3,4488,4488,69,1707,4628,2660.7158
1.75,1,1,514,3,579,341,160,16,1552,3,1,3.8,3,3,11467,8,4,7817,7817,122,3039,8022,4951.3334
1.5,1,2,431,2,480,281,128,11,1315,1,0.6,3.9,2,3,10212,11,1,6448,6448,108,2518,6907,4119.5264
1.5,1,2,486,2,519,351,130,10,1243,2,0.6,4.1,2,1,9303,8,1,6618,6618,85,2531,7143,4240.9506
1.5,2,2,460,1,488,326,127,13,1273,3,1.1,4.7,4,2,9292,7,3,6826,6826,86,2724,7391,4229.5694
1,2,2,341,3,310,224,78,5,897,3,0.3,2.8,2,1,6913,10,4,4726,4726,61,1802,4555,2733.0766
0.75,2,1,209,1,218,170,59,6,675,1,0.2,2.3,2,1,4755,7,2,3428,3428,49,1271,3465,1957.478
0.5,2,2,171,2,140,102,42,3,424,2,0.1,1.6,2,3,3053,7,3,2165,2165,33,865,2085,1300.0166
3,1,2,800,2,943,547,254,26,2643,3,2.3,6.6,4,3,19430,7,1,12921,12921,213,5508,12948,8403.868
1.25,1,1,344,2,380,281,108,9,1109,2,0.5,3.7,2,3,8621,8,3,5806,5806,81,2321,6257,3447.1282
0.5,1,1,140,2,143,113,41,3,416,3,0.2,1.5,4,3,3115,10,4,2362,2362,33,904,2204,1351.296
1.5,1,1,499,2,422,341,140,12,1280,2,0.8,4.4,2,3,9869,7,2,6956,6956,93,2583,6272,3872.8938
0.75,1,1,238,1,233,162,65,5,680,1,0.2,2.4,3,2,5086,10,1,3235,3235,50,1241,3220,2029.0222
1.25,2,2,365,3,369,249,105,5,1073,2,0.6,3,2,2,8818,8,3,5303,5303,91,2168,5387,3334.1686
2,2,2,528,1,635,369,137,11,1668,1,0.5,5.9,4,2,13739,11,3,9508,9508,120,3380,9206,5376.7888
1.5,1,1,406,3,508,266,139,12,1335,2,0.9,4.3,3,2,9410,7,2,6604,6604,104,2613,6797,4313.309
0.5,2,2,159,3,158,111,35,4,415,2,0.3,1.1,3,2,3087,11,3,2275,2275,34,883,2122,1391.6124
1,2,1,280,2,300,206,82,7,850,3,0.4,3.4,4,2,6568,11,2,4050,4050,68,1839,4763,2756.9196
0.5,1,1,157,1,139,103,38,3,408,3,0.1,1.5,2,2,3163,8,3,2362,2362,31,943,2212,1325.2466
0.5,2,1,174,2,165,119,43,4,452,3,0.3,1.6,4,3,3078,11,3,2304,2304,35,879,2125,1448.5146
3,2,2,971,3,1013,527,281,14,2592,2,1.8,7.1,2,1,18679,11,2,12313,12313,217,5217,14973,8592.3488
2,2,1,667,3,575,400,153,9,1671,1,1.4,4.9,3,2,13194,11,1,9836,9836,117,3685,8892,5276.1278
0.5,1,1,139,1,160,91,37,3,410,1,0.3,1.3,2,1,3547,8,2,2179,2179,32,911,2116,1403.9904
1,2,1,318,3,291,196,77,5,884,3,0.3,2.3,4,2,6812,7,2,4529,4529,57,1854,4318,2671.7034
2.5,1,2,690,2,727,534,207,14,2247,2,0.9,6.3,2,3,16551,11,1,11215,11215,150,4347,11863,6506.0812
0.75,1,1,217,2,219,159,60,4,656,3,0.5,2.2,2,2,4618,7,2,3514,3514,46,1314,3257,1978.3836
0.75,2,2,253,2,236,162,62,5,648,1,0.3,1.8,2,1,4699,7,4,3703,3703,45,1289,3173,2035.9258
0.5,1,1,167,2,160,116,40,4,440,1,0.1,1.3,4,3,3121,8,4,2358,2358,33,887,2303,1415.0642
2,2,1,577,1,650,438,136,17,1685,1,0.6,5.2,3,3,13816,10,3,8859,8859,125,3490,9992,5509.9912
1.75,2,1,599,3,573,310,114,15,1507,1,1,5.7,4,2,11761,10,3,7477,7477,99,2895,7736,4736.5542
2.5,2,1,728,1,686,434,210,18,2264,1,0.8,7.2,4,3,16091,7,1,11993,11993,159,4479,11061,6440.1282
1.5,1,1,435,3,504,302,138,9,1220,1,0.3,4.6,3,3,9238,10,3,6766,6766,92,2731,6546,4319.7216
2,1,2,685,1,569,392,173,17,1718,2,0.7,4.7,3,2,13020,7,2,8603,8603,129,3657,9439,5288.513
1.5,1,2,481,3,456,346,119,12,1233,1,0.7,3.6,3,1,10531,8,3,6814,6814,108,2565,7598,4036.4932
1.75,1,2,581,3,519,364,160,13,1437,3,0.9,3.9,4,2,11723,7,4,8144,8144,102,3073,7445,4646.3846
1.25,1,1,396,3,418,260,119,6,1039,3,1,3.1,4,1,8320,10,4,5484,5484,71,2172,6136,3536.751
1.75,1,2,561,2,553,389,122,10,1475,3,0.9,4.4,3,2,10816,10,4,7074,7074,106,3252,8212,4856.3692
1,1,2,287,2,307,178,75,7,895,3,0.4,2.4,2,1,6960,8,4,4132,4132,72,1693,4829,2684.707
1,2,1,265,1,335,230,88,7,858,2,0.4,2.6,3,3,6316,8,2,4810,4810,63,1749,4354,2845.0872
2.5,2,1,846,2,753,579,176,14,2199,1,0.9,7.2,4,2,15719,10,1,11726,11726,155,4707,10886,6820.8118
2,1,1,628,1,586,447,160,9,1637,2,0.5,6.7,2,3,13805,8,2,8769,8769,131,3604,8464,5337.701
2,2,2,533,3,697,465,135,10,1683,1,0.5,6.1,4,1,12554,11,3,9905,9905,141,3433,10079,5757.7458
3,1,1,912,1,823,531,257,14,2697,2,0.8,10,3,2,20338,11,4,14478,14478,216,5002,12929,7607.5886
1,1,1,289,3,294,212,68,7,885,3,0.3,3.3,3,3,6749,8,3,4600,4600,70,1754,4719,2661.5938
1,2,1,276,1,286,196,73,7,899,3,0.6,3.3,4,3,6355,8,4,4798,4798,69,1732,4983,2627.24
2.5,1,2,824,3,701,521,165,22,2172,1,2,6.3,2,3,16992,7,2,12275,12275,172,4257,12115,6362.6634
2,2,2,611,2,696,478,189,11,1680,2,0.4,4.4,2,2,12613,10,4,8036,8036,128,3423,8526,5746.9996
1.5,1,1,514,1,416,323,104,11,1308,3,0.8,3.3,2,3,10452,10,3,6014,6014,92,2550,7584,3765.6224
1.5,1,2,447,1,466,308,137,9,1250,2,1.1,3.9,2,2,9595,10,2,7027,7027,84,2794,7442,4149.44
1.25,1,1,366,1,414,246,100,8,1131,3,0.7,3.3,4,1,7825,10,3,5479,5479,87,2251,5807,3583.505
1,1,2,274,2,284,211,85,9,828,1,0.4,3.3,4,1,6367,10,4,4116,4116,62,1658,4750,2571.5984
0.5,2,2,168,1,145,88,47,3,446,2,0.3,1.3,3,3,3418,11,2,2356,2356,30,860,2343,1323.9746
0.5,2,1,134,2,138,117,39,4,418,2,0.3,1.3,4,1,3495,10,1,2359,2359,35,923,2165,1342.126
1.25,2,2,430,3,411,256,94,9,1089,1,0.7,3.9,4,3,8125,7,2,5926,5926,72,2352,6217,3575.947
1,2,1,281,2,342,216,74,5,811,3,0.6,3.1,3,1,6891,11,1,4366,4366,60,1682,4631,2818.0202
0.75,2,2,229,3,230,147,67,4,622,1,0.2,1.7,3,2,5245,7,2,3327,3327,48,1398,3788,2089.2
2.5,2,2,821,1,750,469,170,18,2160,2,1.9,5.3,4,3,17101,7,2,10470,10470,144,4677,11089,6733.1102
2,1,2,572,2,589,395,142,17,1669,2,1.5,6.3,3,3,14183,7,4,9628,9628,124,3667,9917,5350.2626
1.5,2,1,429,1,410,282,117,12,1293,2,0.8,3.3,2,2,10086,11,4,6818,6818,90,2482,7162,3709.5182
1.5,2,1,409,2,474,311,120,12,1364,1,0.8,3.5,3,3,9336,8,4,6674,6674,101,2745,7023,4191.6072
2.5,2,2,818,1,739,571,186,11,2036,2,1.9,7.8,4,2,16323,10,4,11377,11377,158,4182,10619,6511.6026
0.75,2,1,215,3,251,134,70,7,647,2,0.5,2,3,1,5030,7,3,3447,3447,45,1307,3618,2134.236
2,1,2,553,1,664,470,140,13,1645,3,1.2,4.6,2,1,13602,10,3,8563,8563,144,3757,9708,5776.6804
3,2,2,822,3,1029,658,228,27,2559,1,1.1,8.8,2,3,19387,8,3,12745,12745,213,5196,12751,8589.1214
0.75,2,1,233,1,204,155,66,3,640,1,0.4,1.7,4,2,5054,11,1,3206,3206,52,1295,3167,1938.3088
3,1,2,864,3,867,682,223,21,2439,3,2.3,9.8,3,2,19552,10,4,14673,14673,203,5001,13640,7745.1694
3,1,1,874,1,1046,582,283,20,2607,3,1.8,8.1,4,2,20057,8,2,12584,12584,169,5464,14714,8758.4704
0.75,1,1,205,2,248,177,59,6,635,3,0.5,1.6,4,3,5264,11,1,3567,3567,46,1360,3579,2146.1398
1,1,2,341,1,314,170,86,7,901,1,0.7,2.7,4,2,6737,7,4,4997,4997,57,1860,4427,2796.4054
