Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
0.5,49,32,2.3,138,53,4,0.5,1010,2520,28,3593,4626
1.75,209,90,2.1,500,173,4,1,3310,8437,85,10896,16107
1.5,173,96,1.8,322,132,3,0.9,2895,6795,72,13134,13414
1.25,145,85,3.4,344,127,4,1,2437,5505,61,6923,11184
3,323,120,4.5,831,347,3,2.7,5290,16624,147,19103,27308
1.75,198,70,2.8,359,203,3,0.9,3204,7465,117,14507,15612
0.75,68,31,0.9,157,76,4,0.5,1505,3511,44,4460,6776
2.5,300,169,5.7,557,276,4,3.6,5291,12289,127,17581,23027
3,290,167,14.7,663,358,4,1.8,6347,15702,201,21588,27460
0.75,76,33,0.3,215,95,2,1,1339,4174,38,4809,6854
