Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
1,171,92,45,386,2.9,2.1,0.8,52172,6,39,1978,5867
3,383,282,137,1107,11.9,6.1,0.3,151645,6,105,6780,14530
1.5,262,148,94,634,3,4.1,1.6,78889,5,53,2125,7947
0.5,82,50,29,213,1.8,1.2,0.6,24196,5,20,694,2652
0.75,126,83,44,330,2.5,2,0,38609,5,26,344,4025
1.5,187,172,85,606,1.8,4.4,1.8,73653,5,57,2691,8360
0.5,67,57,25,198,1.5,1.2,0.4,24974,7,20,450,2680
2.5,445,223,118,927,7.6,5.2,2.9,124991,7,88,3370,12137
2,307,162,121,747,2.7,4.2,1.5,94029,4,77,4160,11722
2.5,450,271,162,999,5.2,6,1,125475,4,91,4117,12943
3,451,293,176,1234,4.6,7.7,2.5,142738,5,118,1073,17098
3,540,246,163,1177,10.2,7.4,3.2,144575,7,120,3358,16420
1.25,182,133,50,529,2,2.6,1.6,59668,7,45,573,6086
2.5,349,212,150,1058,9.4,5.7,1.3,120068,6,94,4985,14227
0.5,61,57,29,217,2,1.1,0.4,25528,6,19,276,2768
3,392,247,156,1166,5.1,8,4.2,149395,7,109,2752,16580
2.5,332,278,132,1042,4.8,5.1,1.6,118494,4,93,2808,12331
0.75,104,76,32,316,2.3,1.6,0.9,36066,4,28,326,3767
0.5,61,51,30,195,1.5,1.1,0.1,24545,4,18,802,2436
1.5,235,140,75,616,4.6,2.9,1.3,76727,4,55,1304,8435
3,387,320,132,1169,6,8.4,1.5,141483,4,106,4931,17604
0.75,133,68,46,318,2.5,1.8,0.6,38387,7,28,1280,4401
2,268,180,129,760,4.4,4.9,0.6,101736,4,74,711,10661
1.5,267,133,75,629,2.1,3,0.7,73072,4,56,1848,7233
1,161,84,53,369,2.8,2.2,0.4,48040,5,36,651,5279
