Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
1.5,799,180,108,1224,1.5,3,10,34819,9709,1997,6177,32517
1,506,120,75,787,1.9,4,7,28634,6948,1283,3880,22637
1.5,718,164,58,1242,1.8,6,8,42676,9333,2045,5939,30739
1.5,820,185,80,1245,2.1,2,9,43274,7754,2238,6190,33290
0.75,381,75,43,610,1.6,3,4,21599,5087,837,3306,16490
1.75,903,215,103,1473,4.2,4,11,40373,11134,2537,6860,38276
3,1509,325,226,2572,5,5,20,78827,20228,3308,13113,67624
2,902,237,134,1781,6,3,12,55719,12157,2756,8039,43447
3,1458,258,135,2336,5.8,4,19,86889,18173,3392,12451,65737
0.5,264,46,28,395,1.2,3,3,14277,3080,570,2083,10704
1.5,741,194,103,1345,3.5,6,8,43008,9326,1835,6124,35723
