Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
2,2,1,9,2,764,382,233,22,1374,3,12,9.1,7,1,20415,4,4,118698,118698,6792,42547,29029,48213.563
0.75,2,1,5,1,315,158,73,10,540,3,5,2.8,7,2,7756,5,2,40035,40035,2058,14761,10912,16045.2112
0.5,2,1,3,3,183,91,51,4,346,2,3,2,7,1,5187,4,5,29413,29413,1116,10094,7123,9926.9974
1.75,1,2,10,3,596,328,213,16,1277,2,11,7.8,4,2,17621,6,4,100331,100331,5756,35361,25098,40269.2642
0.5,1,2,3,2,198,103,58,5,380,1,3,2.2,5,1,4743,5,3,29320,29320,1346,10643,7201,11009.1086
1,1,1,7,1,375,208,107,12,681,1,6,4.4,4,1,10430,4,2,57965,57965,2554,20256,15133,20888.826
0.5,1,1,2,2,198,95,62,5,376,3,3,2.2,7,2,5045,4,5,26819,26819,1423,10712,7407,11303.389
0.5,1,1,5,2,188,105,60,5,334,1,3,1.6,7,1,5152,4,3,29230,29230,1172,10674,7262,10446.6904
2.5,2,2,14,2,940,568,198,24,1661,1,15,11.2,7,2,23422,7,5,142451,142451,6304,49771,36116,51405.5644
1.75,1,1,7,1,729,393,198,15,1234,3,11,6.3,6,2,16221,5,5,99968,99968,4327,34366,25299,35856.4642
3,1,2,9,2,1081,578,243,32,2208,2,19,10.5,4,2,27788,5,5,168166,168166,8750,63287,44011,67048.0176
2.5,1,1,13,2,1021,568,237,25,1660,1,16,9.9,7,2,23602,7,3,143291,143291,8311,53049,36627,59852.4404
1.25,2,1,5,2,511,271,107,13,952,3,8,4.5,7,1,13120,5,4,66314,66314,2894,25831,18740,25618.424
1.25,1,1,6,3,440,257,126,16,941,1,8,4.4,7,2,12562,4,5,67617,67617,4115,26158,18377,29306.8324
1.5,1,1,3,3,593,264,154,19,1146,1,10,6.5,6,2,15560,5,2,91523,91523,3307,31092,22433,30214.472
0.75,2,1,5,3,303,150,61,7,567,1,5,3.1,4,1,6781,4,4,41915,41915,2621,16049,11297,18411.1362
1.25,1,2,7,3,462,261,124,16,826,2,8,4.7,7,2,12794,4,2,73113,73113,3284,26223,18966,26849.3388
2,1,1,10,2,697,347,214,18,1344,1,12,9.7,5,1,19924,4,5,106041,106041,5728,41833,29588,44171.1248
1.5,1,1,14,3,553,286,155,14,997,2,10,7.1,4,2,15390,4,2,83821,83821,5011,31869,21921,35766.798
0.75,1,2,7,1,262,155,86,9,522,2,5,2.6,7,1,6993,7,4,40446,40446,1668,15068,10958,14769.6586
0.5,1,2,1,3,202,98,43,6,363,3,3,1.7,6,1,4949,5,4,26363,26363,1146,9777,7469,9916.0898
2.5,1,2,21,1,1100,549,265,21,1887,2,15,10.1,5,1,25319,5,3,141343,141343,5874,51050,37407,51543.4638
1.75,1,2,12,1,660,315,137,21,1181,3,11,6.4,5,1,18824,7,4,92773,92773,5170,37056,25018,39534.8848
2.5,2,1,14,1,950,518,282,28,1777,2,16,8.7,7,1,24925,6,3,136087,136087,7027,50747,37123,54326.925
0.75,2,1,4,2,266,144,75,6,539,1,4,3.6,7,1,7186,6,2,45656,45656,1960,15761,11172,16057.9172
1,2,1,4,1,339,194,126,12,655,1,6,4.3,5,2,9798,6,5,58634,58634,3463,20903,14905,23940.7796
1.5,2,1,10,3,666,322,154,19,1028,1,9,5.7,5,1,13859,7,3,92102,92102,3269,29636,21327,29620.4318
1.75,1,2,11,2,623,392,146,20,1318,1,11,5.8,6,1,17230,7,4,97944,97944,3929,36013,26483,34950.406
2.5,1,2,21,3,868,540,265,22,1640,3,15,11.8,7,1,23002,5,4,140045,140045,7497,51516,36818,55838.0404
1.75,1,2,15,3,755,381,154,19,1176,3,12,8.2,7,2,19114,5,5,92025,92025,6006,37196,26267,42715.8228
0.75,2,1,2,2,270,135,77,7,506,1,5,3.3,6,2,8142,6,3,46273,46273,1834,15479,11275,15533.2484
1.75,1,1,7,2,776,382,146,19,1197,1,11,8.5,5,2,19020,4,2,102130,102130,4659,36000,26082,37933.104
2.5,2,1,8,3,842,560,300,26,1660,3,16,11.8,7,2,25913,4,5,150764,150764,6045,52796,37200,51940.0626
3,2,2,22,2,1020,524,261,39,2093,2,18,11,4,2,30732,6,3,166219,166219,9832,63089,45068,70057.1064
2.5,2,2,23,2,863,447,303,31,1898,1,16,9.8,4,2,25292,5,3,147704,147704,6364,51598,37431,52340.1984
1.25,2,1,11,1,459,257,143,12,923,1,8,5.7,6,2,12159,6,5,73935,73935,4044,24551,18930,28333.1118
1,1,2,5,3,359,206,97,10,716,2,7,3.6,6,2,9687,7,5,52452,52452,2626,19999,14769,20902.1574
0.75,1,2,4,2,267,144,75,9,504,1,5,3,4,2,7776,4,2,45463,45463,2455,15092,10925,17231.1952
1,2,1,2,3,361,192,110,12,707,3,6,4.3,7,1,10198,7,3,59231,59231,2877,21326,14351,22430.7996
2.5,2,1,17,2,837,505,228,31,1686,3,15,11.5,7,1,26991,7,3,139851,139851,6500,50836,35800,52165.4982
0.5,1,1,4,1,172,93,54,4,337,3,3,2.3,6,2,4731,5,4,28124,28124,1664,10385,7504,11745.2662
1.75,2,1,12,3,596,370,174,16,1312,2,11,6.9,7,1,17651,5,3,96107,96107,5558,35144,25935,39494.4302
0.5,2,2,4,2,190,97,41,5,373,3,3,2,4,2,5373,7,5,26852,26852,1281,10679,7365,10758.4546
0.5,1,2,1,1,189,86,52,5,379,1,3,2.1,4,1,4823,4,4,26782,26782,1512,10605,7167,11449.4446
1.25,1,2,4,1,422,235,149,15,930,2,7,5.2,4,2,11450,5,3,73314,73314,3524,26839,18104,27758.63
2.5,2,2,24,1,1065,498,212,24,1703,1,15,12,7,1,22601,4,3,142459,142459,8457,53091,37385,60501.7202
1,2,1,6,1,424,202,119,9,753,3,6,4.1,4,2,9298,4,2,52677,52677,2803,20624,14949,22098.2796
1.5,1,2,14,1,551,338,146,18,1062,3,10,6.6,6,1,15939,5,3,81810,81810,4757,31023,21822,34507.6478
3,1,1,9,2,1276,523,346,31,2215,1,18,10.1,7,2,31587,6,4,181938,181938,7094,59652,45257,60938.6774
3,2,2,14,2,1056,675,375,24,1967,2,18,11.6,7,2,32480,6,3,180998,180998,7015,61201,43681,60600.456
2.5,1,2,14,3,1076,517,241,31,1807,3,16,10.1,4,1,23085,6,5,146360,146360,6975,48723,37155,53581.857
1,2,1,3,2,448,204,81,12,678,2,6,3.3,7,2,9320,5,3,54386,54386,2861,21454,15140,22795.164
1.75,1,2,6,1,630,316,215,15,1242,3,12,6,4,2,16505,6,4,102499,102499,5027,34567,25467,37712.701
1.75,1,2,15,1,592,337,167,15,1273,2,11,7.3,6,2,18092,6,2,101169,101169,3864,35625,25187,34436.8784
0.75,1,2,4,1,267,162,70,8,542,2,5,3.4,4,1,7520,5,3,42643,42643,2642,15184,11230,17863.004
2,2,2,10,3,757,357,153,17,1355,2,13,7.5,7,1,18206,5,4,122459,122459,7068,39190,30191,47114.1212
1.5,2,1,7,3,516,320,178,15,1006,3,10,5.9,4,2,13950,4,4,81758,81758,4142,30934,22385,32404.63
2,2,1,9,1,732,455,164,21,1303,3,12,7.1,4,1,21150,5,3,119813,119813,6634,40282,30367,46228.39
2.5,1,2,10,3,1116,562,291,26,1747,2,16,8.5,7,1,22740,7,3,131635,131635,8327,51740,35591,59682.608
1.25,1,1,8,1,477,215,153,10,916,3,8,4.4,4,2,11701,4,2,67835,67835,3088,26197,18499,26305.5402
0.75,2,2,2,3,272,131,69,7,553,2,5,3.7,7,2,7227,7,2,40134,40134,1666,15290,10823,14914.8454
0.75,1,1,3,3,307,137,77,7,518,1,5,2.7,5,1,6790,4,4,41539,41539,2100,15318,11294,16431.358
2,2,2,7,1,881,413,154,23,1393,3,13,8.7,5,1,21696,5,4,120054,120054,4827,40709,28508,41509.4592
1.5,1,1,15,1,578,334,138,13,1004,1,10,6.1,5,1,13809,7,5,87750,87750,3671,29486,21922,30388.9218
3,2,2,18,3,1320,589,312,31,2168,1,20,10.8,6,1,29671,4,4,158927,158927,9829,64379,43580,72202.6742
1.5,1,1,13,1,559,339,160,16,1129,3,9,5.1,4,1,15487,5,5,81550,81550,3475,32087,22324,31100.7774
0.75,2,2,5,1,283,159,58,10,511,2,5,3.6,5,1,7444,4,2,40844,40844,2154,15450,10882,16548.0688
1.75,2,1,7,3,706,377,144,17,1334,1,11,7.6,7,2,18834,6,4,99803,99803,4499,34417,25060,36262.5668
2.5,1,1,25,1,934,448,255,30,1701,2,15,10.2,7,2,24524,5,4,146318,146318,8124,51796,37709,58207.3448
1.25,2,1,10,3,467,229,121,12,832,3,8,4.6,5,1,13271,4,5,74153,74153,4193,26288,17915,29723.6342
1.25,2,2,8,2,531,270,129,12,850,2,8,5.6,6,1,11302,4,2,66845,66845,3897,24886,17774,28361.9204
3,2,2,28,1,1070,635,357,33,2261,2,20,12.8,7,1,28158,6,5,179021,179021,8381,60029,44565,64295.5916
1.75,2,2,14,2,714,350,216,15,1138,2,11,7.6,7,2,17331,7,4,95703,95703,5716,36049,24986,41071.0662
2.5,1,1,21,3,1021,514,292,22,1902,1,17,8.6,6,2,25646,6,3,136059,136059,5553,48696,37380,48957.1492
2,1,2,4,3,856,363,161,21,1419,3,12,7.8,7,1,18794,7,4,107412,107412,7029,39187,28961,47443.1188
1.5,2,2,9,3,609,337,118,14,1033,1,9,7.3,4,2,16402,4,3,90940,90940,4028,29866,22131,31818.5404
1.5,1,2,7,3,615,339,128,13,1077,1,9,6.4,7,1,14441,5,2,84056,84056,4106,30068,22041,32220.2682
0.75,1,2,6,2,321,147,91,6,507,2,4,3.6,4,2,8130,6,4,39337,39337,2066,15805,11300,16664.866
1,2,1,8,1,364,226,101,10,653,1,6,4.5,4,1,9873,7,4,61278,61278,3591,19864,15152,23857.1546
2.5,2,2,16,2,982,550,264,26,1711,3,17,8.5,5,1,24463,5,3,152926,152926,8830,49404,35803,59345.5526
3,2,2,21,1,1214,513,266,31,2143,2,19,11.6,6,2,31786,6,2,175591,175591,7837,61847,42879,64072.4372
1,2,2,2,3,357,176,85,10,740,1,7,3.6,5,2,9869,7,5,59130,59130,3562,19843,14946,23704.7538
1.25,1,2,4,2,459,282,114,16,829,2,8,4.1,7,1,11888,5,5,70004,70004,3533,26797,18905,27904.7176
1.75,1,1,13,3,656,332,219,19,1149,3,12,6.7,6,1,16348,7,2,96044,96044,4170,37055,25231,36525.5096
0.75,1,1,6,1,266,155,59,8,489,3,5,2.8,5,2,7802,6,5,43046,43046,2058,14832,11382,15831.0804
1.5,1,2,5,3,622,298,131,14,1117,1,10,5.3,5,2,15356,5,2,91400,91400,5139,32098,21879,36558.4912
2.5,1,2,22,3,931,554,203,24,1740,2,17,11.8,5,2,25138,7,4,145979,145979,8600,53518,37836,60570.7076
1.25,1,2,9,2,476,272,155,13,885,2,7,5.3,4,2,11904,7,5,75057,75057,3737,24294,18549,27305.0608
1,2,1,3,3,408,215,107,10,679,2,6,4.2,5,1,9545,7,4,56887,56887,2445,20856,15182,21026.289
1.75,2,2,13,3,640,325,197,16,1184,1,10,6.7,4,1,16771,5,3,97318,97318,4845,35553,25084,37687.1542
1.25,2,1,10,1,560,233,123,15,925,1,8,5.5,4,1,13048,5,4,72722,72722,3982,26720,18198,29724.9096
1,1,2,10,1,407,194,100,11,659,2,6,3.6,4,1,9935,5,3,61003,61003,2860,20075,14532,21871.847
1.5,1,2,13,2,556,342,149,15,1057,2,9,5.8,7,2,15038,7,3,90048,90048,3881,31916,22235,32272.0076
1.5,1,2,15,3,627,282,170,16,1126,2,9,5.4,5,2,14860,7,4,92351,92351,5039,30494,22694,35445.312
1.5,2,1,15,3,652,313,149,17,992,1,10,5.1,5,2,15237,6,2,83628,83628,3452,29675,22655,30145.5274
1.75,2,2,12,1,679,308,211,21,1329,3,12,7.4,5,1,18986,6,3,100951,100951,5660,34428,25146,39848.5772
2,2,1,7,2,777,367,162,25,1427,2,13,6.9,6,2,18854,4,2,123212,123212,6542,40227,28787,46124.3708
1.25,2,1,5,2,439,247,128,14,855,3,8,4.2,4,1,12181,7,4,67440,67440,3614,26075,18871,27676.1762
3,2,2,21,2,996,592,295,32,2152,2,19,13.1,6,2,28677,7,5,170734,170734,8836,63296,44744,67045.9754
2,1,2,9,2,753,412,178,20,1322,1,12,8.6,6,1,18551,5,5,108628,108628,6710,41770,29347,47405.7502
0.5,1,1,4,1,184,115,56,5,353,1,3,2.4,4,1,4574,6,3,28278,28278,1278,10533,7152,10668.5148
3,1,2,21,3,1266,519,230,29,2107,2,18,11.5,5,1,30052,6,4,167830,167830,7972,59840,44550,63580.2904
2.5,2,2,17,2,902,443,289,20,1752,3,16,8.2,7,2,25187,5,5,137089,137089,7930,51240,37342,57191.9774
2,1,2,8,2,666,414,227,22,1385,2,12,8.1,4,2,21657,6,2,114882,114882,6511,41956,30193,46541.5114
2.5,1,1,16,3,1056,489,259,25,1911,2,16,11,7,2,25744,5,4,153239,153239,7059,51131,35593,55103.2688
0.75,1,1,3,2,288,138,62,7,506,2,5,2.4,6,1,7633,5,4,43180,43180,1916,15760,10730,15993.2266
1.75,2,1,5,1,652,399,152,21,1325,3,12,7.3,6,1,16726,6,2,95759,95759,6102,35879,26325,41821.8852
1.75,1,2,7,3,666,391,148,14,1328,3,11,7.6,5,1,16428,5,3,97325,97325,4343,35621,26403,36239.2056
1,1,1,6,2,450,175,81,10,757,1,6,3.2,6,1,10717,7,3,58044,58044,2999,19861,14843,22365.5034
0.5,2,2,4,3,198,112,41,4,373,1,3,1.7,4,1,5371,5,3,26760,26760,1517,10575,7546,11472.9742
1,2,2,5,2,330,206,118,11,740,1,7,3.4,7,2,10382,4,4,56351,56351,2712,20603,14763,21397.8364
1.5,1,1,6,2,575,276,133,15,993,1,10,6.7,6,2,14897,6,4,91782,91782,3510,32162,22209,31318.9594
1.5,2,1,15,2,653,338,170,18,1131,3,9,6.3,6,2,13771,7,2,79331,79331,4134,30738,22781,32890.2542
1.25,2,1,8,1,465,277,153,15,831,1,8,5.7,4,1,13470,4,2,65653,65653,4397,24312,18259,29335.794
1,1,1,9,3,330,174,80,10,699,2,6,3.7,4,2,10091,7,3,52449,52449,2723,20210,14665,21141.8982
3,2,1,15,1,1021,663,258,33,2041,3,18,11.8,5,1,27616,4,3,168674,168674,9164,63070,45595,67987.6832
0.5,2,1,4,1,213,86,41,6,350,2,3,1.8,7,1,4685,7,3,30213,30213,1659,9906,7161,11639.337
3,1,2,8,2,1037,653,303,37,2014,2,19,13.3,7,2,27086,6,4,157688,157688,7209,64486,45079,62820.9372
1.5,2,1,11,2,610,260,184,18,1081,3,9,5.1,4,1,16270,5,2,82347,82347,4338,31472,21553,33717.754
1.75,2,2,14,1,702,365,191,17,1158,3,12,6.4,5,2,16890,6,2,97741,97741,4804,36583,25414,38412.858
1.75,2,2,13,1,705,336,185,15,1234,2,12,7.5,7,2,18709,5,3,101644,101644,5045,35256,26208,38474.7618
1.5,2,2,14,2,640,332,131,16,1084,2,9,6.3,4,2,14267,6,5,88179,88179,5273,29160,22361,35468.4134
1,2,1,3,2,335,193,90,11,705,1,6,3.3,7,2,10934,6,3,52329,52329,3337,19498,14596,22724.7868
3,2,1,24,2,1023,649,362,29,2266,1,19,14.6,5,1,27415,6,2,162124,162124,10793,60664,44982,71955.663
2.5,2,1,25,2,1079,528,243,25,1811,3,16,9.9,7,1,24882,7,5,146562,146562,8763,53012,37060,61509.9564
3,1,1,7,3,1180,680,259,29,2025,2,20,9.7,7,1,27928,6,3,176922,176922,10522,60136,44242,71371.7256
2,2,1,14,1,797,410,195,24,1339,1,13,9.1,5,1,20224,6,3,104572,104572,6881,42856,30224,48756.0448
0.75,2,2,5,2,268,158,94,8,509,1,5,2.7,6,2,7916,6,5,40867,40867,1945,15818,11223,16072.1632
1.75,1,2,9,1,655,352,165,15,1156,1,11,8.5,7,2,15821,6,5,100670,100670,4573,34817,25707,36513.4642
0.5,2,1,3,3,176,105,42,4,363,3,3,1.7,5,2,4528,7,5,27452,27452,1125,9826,7541,9752.6456
2,2,1,15,2,689,436,220,22,1481,1,13,9.5,4,1,20871,6,5,111996,111996,6960,41271,28789,47692.1742
1.75,2,1,4,3,672,306,219,17,1258,3,11,6.5,7,1,19068,7,2,96108,96108,5553,37193,25248,40980.2736
0.5,2,1,1,1,184,105,48,5,369,3,3,2.2,4,1,5151,6,3,28314,28314,1470,9829,7529,10873.9902
1.25,2,2,6,1,536,227,116,15,863,1,8,4,5,2,13505,7,4,65237,65237,3145,26540,18061,26889.021
3,2,2,28,2,1067,616,277,26,2011,2,20,13.8,4,2,32267,6,2,179191,179191,10291,62825,44808,71635.1734
2.5,2,2,5,2,988,469,279,21,1809,1,15,9.1,6,1,22862,7,4,144338,144338,6073,52483,35593,52439.7924
1.75,1,1,6,3,687,334,138,18,1239,2,11,8.4,5,1,18730,6,3,93139,93139,5544,35896,25475,40220.246
2.5,1,2,22,1,1053,522,211,31,1840,2,16,8.9,7,2,26535,4,5,132146,132146,7797,50131,37587,56769.747
0.5,1,2,4,3,223,94,46,6,331,2,3,2.2,7,1,5453,5,4,26478,26478,1148,10506,7187,10425.7106
3,2,1,6,1,1126,687,337,24,2239,1,19,11.5,4,1,29149,4,5,171815,171815,10140,64147,42842,72197.5698
0.75,1,1,4,1,283,131,80,8,560,2,5,3.3,5,1,8083,6,3,41757,41757,2649,15325,11146,18049.3366
0.75,1,1,7,1,306,130,67,8,496,2,5,3,6,1,7691,4,2,43172,43172,2490,15319,10961,17639.3982
2,2,2,13,2,856,405,178,20,1390,1,13,8.9,5,2,21774,4,2,105152,105152,7065,41222,29232,48689.5748
2.5,2,1,16,2,980,511,254,26,1833,2,16,10,5,1,26134,6,4,153729,153729,6646,53482,36248,54713.8668
2.5,2,1,15,2,1106,466,206,28,1630,3,17,8.7,5,1,26540,7,2,153011,153011,6341,48571,37508,51608.508
2,1,1,7,2,835,425,211,21,1507,2,13,8.5,5,2,18271,6,3,112550,112550,5154,40533,30393,42301.3942
1.75,2,2,5,1,704,302,138,14,1279,1,11,6.3,7,1,18677,4,5,103261,103261,5079,35572,26002,38659.7554
0.75,1,2,3,3,296,147,84,10,495,2,5,2.6,5,1,7272,5,3,43623,43623,2311,15951,10845,17391.0544
1.75,1,2,11,1,629,330,144,22,1246,1,11,6.3,6,1,17522,6,3,104726,104726,5327,35444,26323,39029.4444
1.75,1,1,14,2,604,319,203,21,1152,1,11,7,7,1,17532,5,3,96477,96477,5928,36855,25749,41644.6864
1.75,1,2,13,2,764,353,164,17,1335,3,12,7.1,6,1,16270,5,3,108173,108173,4832,34514,25814,37638.934
0.75,1,1,2,3,311,156,81,6,510,2,5,3.7,7,1,7011,4,3,41457,41457,2253,16045,11260,17348.3022
1.25,1,2,6,2,512,274,95,14,880,1,8,6.1,6,2,12595,4,4,72250,72250,3177,24372,18992,25712.099
1.25,2,1,6,1,425,274,124,11,865,1,8,5.2,6,1,13596,4,4,73371,73371,3268,25384,18159,26179.3192
2.5,2,2,6,3,906,467,288,23,1872,3,17,9,7,1,25100,4,5,141008,141008,5804,51420,37672,50692.2
3,2,2,13,3,1204,573,290,27,2150,2,18,11.8,6,2,27093,4,2,174271,174271,9557,62650,43769,69855.7786
2,2,2,17,2,699,412,159,18,1501,2,13,7.9,7,1,19949,6,2,111786,111786,4562,39089,29928,38995.4898
1.25,2,1,8,3,540,284,129,15,940,2,8,5.1,7,2,13543,6,4,72260,72260,4007,25286,18338,28964.3686
2,2,1,17,1,681,382,228,22,1331,2,13,9.2,7,1,19738,7,2,116264,116264,6719,42010,29263,47324.3276
1.5,1,2,3,1,525,276,148,16,1104,2,9,6.4,4,1,16192,5,3,87733,87733,5042,29350,21528,34350.1784
1,2,1,4,2,367,214,121,11,687,3,6,4.1,4,1,9082,6,4,54951,54951,3186,19844,14756,22617.9964
0.5,2,1,2,2,189,111,61,6,344,2,3,1.9,6,2,4627,4,4,30614,30614,1679,10595,7214,11989.1054
1.25,2,1,6,2,494,213,155,16,845,1,8,6.1,4,2,12196,4,2,67231,67231,3748,24420,17907,27501.6192
3,1,1,7,2,1312,518,247,29,2274,1,20,11.8,6,1,31455,4,5,167159,167159,6732,63737,45179,62074.771
0.75,1,1,3,2,299,151,74,8,530,3,4,2.6,6,1,6791,4,4,39861,39861,2325,16036,11098,17477.5182
2,1,1,5,1,768,437,232,26,1397,2,13,7.8,4,2,18773,4,5,120620,120620,6751,40389,29157,46919.6346
2.5,2,2,20,3,935,538,310,32,1670,1,16,9.4,4,1,23984,5,3,153380,153380,5723,48780,35512,49156.3968
2.5,1,1,20,1,833,431,212,31,1877,1,17,11,4,1,23482,7,2,130240,130240,7496,50582,36882,55085.7164
1.25,1,1,10,2,537,233,141,15,880,1,8,5.8,5,2,12198,6,4,65674,65674,3596,24895,18388,27464.0796
2,1,1,14,1,711,411,217,18,1351,3,12,8.1,7,2,21224,7,5,105154,105154,5405,42831,29665,43770.9648
1.5,2,2,9,3,663,255,117,14,1048,2,9,4.9,6,2,14434,5,2,83564,83564,5149,29971,22179,35596.5468
1.5,1,1,12,2,522,309,142,18,979,2,9,6.5,4,1,16192,7,2,90902,90902,5267,31688,21369,36296.7384
0.75,1,2,3,2,302,146,85,10,525,1,5,3.1,5,1,7609,4,4,43941,43941,2027,15216,10809,16141.5218
1.25,2,1,9,1,476,274,142,11,820,1,8,4.2,4,2,13686,7,2,66399,66399,3095,26847,18715,26662.2372
3,2,1,19,1,1145,595,359,33,1997,3,18,14.2,6,1,31142,4,4,183040,183040,8941,58563,43186,65579.2284
0.5,1,2,4,3,211,85,39,4,332,2,3,1.9,5,1,5036,4,2,30641,30641,1245,10121,7542,10441.0272
0.5,1,2,2,3,171,104,42,5,339,2,3,2,7,1,4550,6,4,28570,28570,1513,10622,7229,11385.37
1.25,1,2,4,3,434,233,155,10,874,1,8,4.5,4,2,12348,6,3,71431,71431,4459,25221,18336,29866.9096
1,1,1,5,3,404,198,84,12,762,3,6,4.1,6,1,10809,5,5,60382,60382,3545,19756,14226,23819.2818
1,2,1,7,1,344,175,83,9,750,3,7,4.8,7,1,10194,5,2,60398,60398,3275,20177,15008,22952.2188
1,1,1,6,1,402,194,77,9,658,1,6,4.2,4,2,10310,4,4,56643,56643,2556,20329,15027,21013.182
2.5,1,2,16,3,961,510,204,27,1720,3,15,9.6,4,2,26964,7,4,137187,137187,8467,50116,37463,58405.4528
0.5,1,1,5,2,218,94,39,6,338,1,3,2,5,2,4783,5,5,27529,27529,1258,10665,7288,10808.6566
2.5,1,2,6,3,1041,569,238,22,1749,3,16,11.9,5,1,24326,4,2,141780,141780,8418,50433,37782,58873.6052
1.25,1,2,8,2,540,215,132,11,883,3,8,5.3,4,1,12079,7,3,68938,68938,3096,25680,18049,26317.0158
1,1,1,8,3,427,219,87,13,660,1,6,3.6,7,2,9152,6,4,52129,52129,2489,21279,14583,21457.3104
0.75,1,2,3,3,336,136,67,8,522,1,5,2.7,5,1,7645,7,5,39354,39354,2148,15865,10698,16994.269
1.5,1,1,10,1,515,278,152,19,1041,3,10,5.2,7,1,14245,6,2,84630,84630,4306,30856,22102,32842.529
1,1,1,7,1,349,199,124,9,726,3,6,3.5,4,1,9953,4,3,53969,53969,3156,19911,14286,22476.2106
1.5,2,1,12,3,533,263,174,19,992,3,9,5.1,5,2,14397,7,3,82616,82616,4312,30820,22242,32928.9794
2,2,2,15,2,723,354,182,18,1482,3,13,8.9,7,1,21340,6,2,111033,111033,5499,41521,30033,43377.148
1.25,1,1,7,1,458,248,149,13,837,3,7,4.2,5,2,13278,5,5,76638,76638,3386,26800,18543,27467.1356
2,2,1,7,3,839,428,189,20,1349,1,13,8.2,4,1,20586,4,2,104173,104173,5615,39328,29870,43069.3172
1.25,1,1,9,2,524,244,96,16,937,1,7,4.5,6,1,13503,4,2,68084,68084,3202,25720,18493,26545.8806
1,1,2,8,3,450,198,105,12,760,2,7,4.7,6,2,10044,7,4,60773,60773,3542,20141,15119,24269.2288
1,1,2,7,1,450,206,121,8,686,2,6,3.6,6,2,10172,4,4,58955,58955,3472,20059,14974,24008.1544
1.5,2,2,11,1,584,331,180,18,1146,3,9,6.1,4,2,15196,6,2,80242,80242,3608,31249,21957,31212.3192
0.75,2,1,3,3,249,159,84,7,567,1,5,3.5,7,2,8152,6,4,45086,45086,2478,15352,10878,17398.3304
1,1,2,7,3,379,215,102,12,693,3,6,4.4,5,2,9892,7,4,58119,58119,3550,20170,14577,23967.7384
1.25,2,1,10,3,448,221,136,14,877,3,8,5.6,7,1,11721,7,4,75883,75883,4375,26132,18432,30162.5042
0.5,2,2,2,3,211,92,53,4,347,3,3,1.8,7,2,5428,6,4,30156,30156,1661,9970,7189,11687.8056
1.5,1,2,10,2,499,327,185,13,989,1,9,6.9,5,2,15021,5,2,89688,89688,4527,31148,22326,33661.2042
1.25,2,2,7,1,415,228,119,15,950,2,8,4.4,6,2,12023,6,4,72284,72284,3997,25898,17969,28667.4646
1.75,2,1,10,3,604,398,189,20,1287,3,12,7.2,4,1,18450,7,3,94508,94508,5898,34852,24959,40450.71
0.5,2,2,3,2,176,98,58,6,370,2,3,2.2,7,2,4770,6,5,30290,30290,1575,10527,7457,11573.114
2,2,1,11,3,687,394,183,22,1461,3,13,6.8,7,1,21154,4,2,105498,105498,5351,39180,29227,41472.0308
1.5,2,2,5,3,675,309,183,17,988,3,10,5.8,4,2,14657,5,4,90078,90078,4366,30689,22672,33694.8514
2.5,2,1,25,1,831,435,237,27,1705,3,15,8.4,4,1,22624,4,3,134661,134661,5555,53603,36052,50640.7448
1.25,1,1,6,1,421,226,103,12,853,3,8,5.5,7,1,12915,4,4,72819,72819,3363,26354,18301,26958.323
1.5,2,2,9,2,659,282,129,17,1057,3,9,4.9,7,2,13777,5,2,90636,90636,4280,29395,22009,32580.2554
1,1,2,5,2,404,202,110,8,725,3,6,4.6,4,2,10831,4,5,52961,52961,2427,19836,15031,20402.4862
1,1,1,4,2,360,192,118,10,674,1,7,4.1,6,2,9440,7,2,59895,59895,3090,21075,14877,22967.368
0.75,2,2,4,3,295,147,72,9,542,2,5,3,7,2,7763,5,3,43499,43499,1968,16077,10957,16384.4326
1.25,2,1,6,1,476,213,110,13,865,2,8,5.9,5,2,13419,6,3,71556,71556,3904,24369,18744,27823.3838
1.5,1,1,11,2,528,288,165,19,1024,2,10,5.3,5,2,16012,5,3,79556,79556,4808,29825,21861,33918.3624
3,1,2,25,1,1084,580,272,24,2168,1,19,14.6,6,1,27804,5,4,177416,177416,7885,62848,43291,64217.7408
2.5,2,2,22,1,1066,514,262,21,1692,3,15,8.4,6,1,24574,6,3,150889,150889,8085,51102,36745,58298.2148
0.5,2,2,3,2,200,86,62,6,358,1,3,1.7,5,2,4738,7,2,28074,28074,1416,9967,7187,10870.5076
2.5,2,2,10,3,1074,450,230,22,1704,2,17,9.7,6,1,26293,5,2,137834,137834,6060,49291,37133,51022.7786
0.75,2,2,6,1,274,158,63,6,537,2,5,3.5,7,2,7444,7,4,39263,39263,2505,15326,11058,17553.1688
2,2,2,8,3,687,404,193,24,1398,2,13,7.8,6,1,19946,6,2,119620,119620,7010,42421,30360,48416.2092
1.5,2,1,7,2,576,266,128,16,1124,1,10,5.8,4,1,15906,4,3,92793,92793,3894,30927,22737,31826.3612
1.25,1,1,5,2,475,271,120,14,921,1,8,4.6,7,2,13653,4,3,76990,76990,3757,26335,18296,28438.9506
