Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
2.5,1,2,74,3,727,328,122,37,1762,2,14,4.9,6,2,18066,3,4,133532,133532,760,635,7182,6411.4732
2,1,1,53,3,542,267,77,28,1470,2,12,3.8,5,1,15789,3,4,105012,105012,595,488,5566,4879.4578
1.25,1,2,42,1,416,200,75,11,998,2,6,2.7,5,2,9613,4,2,68466,68466,333,314,3447,3321.2626
0.5,2,2,16,1,147,78,29,5,352,3,3,1,5,2,4151,6,3,27813,27813,146,127,1311,1302.9702
2.5,2,2,72,1,744,311,92,20,1780,2,14,6,5,1,18747,6,2,142113,142113,754,641,6375,6436.4094
2.5,1,2,77,3,784,328,136,35,1795,2,13,5,5,2,18146,3,2,134750,134750,725,643,6327,6568.5092
1.25,2,2,44,1,348,158,64,12,947,2,7,3.2,7,2,9608,5,2,69236,69236,378,291,3438,3150.2816
3,1,2,82,2,1035,445,123,25,2391,1,16,6.5,7,2,24513,6,3,165054,165054,870,719,8373,8245.1826
2.5,1,1,86,3,695,336,94,37,1949,2,14,6.3,6,2,21269,4,3,130633,130633,656,674,7010,5941.1738
0.75,2,1,26,1,207,109,40,9,572,2,5,1.7,5,2,6114,5,3,41107,41107,223,181,2183,1887.1828
2,1,2,50,1,589,303,82,30,1510,3,13,4.8,5,1,14573,4,3,104990,104990,610,514,4768,5181.5746
2.5,2,2,61,1,855,350,133,36,1750,1,13,5.8,6,2,20142,3,4,135160,135160,652,648,6253,6676.5084
2.5,2,2,80,3,881,415,103,34,1941,1,15,6,6,1,20380,5,4,142351,142351,654,599,6128,6759.856
1.5,1,1,51,1,438,223,88,21,1061,2,10,2.9,7,1,11830,3,3,78892,78892,435,394,4323,3853.846
1,1,2,28,1,359,167,46,14,748,2,7,2,5,1,7728,6,2,52037,52037,298,237,2732,2873.4656
1,2,2,32,1,306,150,40,14,792,2,5,1.8,5,2,7906,3,2,55301,55301,295,248,2576,2600.1212
0.75,1,2,21,2,264,113,35,6,527,1,4,1.6,6,1,5594,3,3,41881,41881,205,192,2130,2083.6188
2.5,2,1,75,3,799,330,117,29,1896,1,14,5.6,7,1,20319,3,3,135599,135599,650,672,5951,6420.6038
1.25,1,2,41,2,341,209,63,10,894,1,8,2.3,5,2,10519,6,3,67188,67188,364,298,3632,3070.1638
1.25,2,2,30,2,362,199,63,12,956,2,8,2.9,7,2,8825,5,2,71009,71009,329,297,3607,3072.205
1.25,1,2,35,1,416,194,69,16,944,1,7,3,6,1,10516,3,3,70996,70996,338,288,2994,3332.9832
1.25,2,1,31,2,373,209,56,12,973,3,7,2.4,7,2,10267,6,3,69655,69655,379,327,3478,3271.3334
3,1,1,89,1,811,417,143,36,2197,2,19,6.1,5,2,24235,5,2,167109,167109,818,791,7930,7146.347
0.75,2,1,21,2,259,127,43,11,592,1,4,1.7,7,1,5294,5,2,41353,41353,205,173,1904,2069.5388
2.5,2,1,62,2,790,370,133,23,1834,1,15,4.9,5,1,20774,5,4,130788,130788,725,621,6098,6601.6148
0.5,2,1,13,1,140,76,21,7,354,2,3,0.9,6,2,4187,5,3,27739,27739,145,131,1470,1264.4974
1.75,1,2,52,2,571,297,94,17,1264,3,11,4.1,7,1,14436,6,2,98513,98513,485,439,5129,4671.2872
1.75,1,1,49,3,630,238,100,19,1372,2,9,4.4,7,2,12330,3,2,91187,91187,474,439,4761,4890.546
3,2,1,84,3,905,487,134,41,2107,3,20,5.9,5,2,23836,5,3,168015,168015,803,761,8036,7509.1872
2,1,2,54,1,608,336,101,16,1506,1,10,4.5,7,2,15088,6,4,109827,109827,539,475,5905,5033.5776
0.75,1,1,23,3,249,94,33,11,585,2,4,1.6,5,1,6407,5,3,42588,42588,208,177,2051,2007.0414
1.5,1,2,46,3,489,241,87,15,1062,3,8,3,5,1,12218,7,2,84253,84253,434,374,4243,4040.6236
1.25,1,2,38,1,403,199,61,15,883,1,9,2.5,6,1,9826,6,4,66572,66572,340,297,3514,3288.8652
1.5,1,1,45,1,423,229,53,13,1069,2,9,3.6,5,2,12431,7,4,82543,82543,397,353,4079,3584.5462
1.5,2,2,40,2,409,239,87,22,1089,3,9,3.7,7,1,12585,4,2,82317,82317,459,396,3476,3797.317
1.5,2,2,42,2,440,184,57,19,1167,3,9,3.3,5,1,11572,4,2,83233,83233,437,396,4023,3807.9944
0.75,1,2,23,3,262,96,29,7,580,3,5,1.8,5,1,5979,6,3,40372,40372,195,183,1762,2034.6958
1.75,1,2,48,2,630,221,87,24,1237,1,10,4.5,6,2,13133,7,4,93140,93140,461,423,4570,4827.2266
1.75,1,1,62,3,518,258,96,16,1321,2,12,3.2,5,2,12383,4,3,97001,97001,507,464,4462,4501.5166
1.25,2,2,33,1,399,161,69,15,955,1,7,2.7,5,1,10417,5,3,65479,65479,363,326,3170,3343.0034
2.5,2,1,74,2,747,389,105,21,1892,2,14,6.4,5,2,21390,4,4,134433,134433,699,582,6439,6274.698
3,2,2,81,2,1029,491,136,39,2119,1,15,6.7,5,2,24433,6,2,167594,167594,903,747,8497,8337.7266
1.5,1,2,38,3,473,184,63,15,1102,2,9,3.4,5,1,11075,5,4,81536,81536,447,400,4028,3999.455
1.25,1,2,41,3,341,190,49,14,932,3,8,3.2,7,2,9753,4,4,70799,70799,384,323,3438,3146.6306
1.5,1,1,44,1,503,215,89,17,1052,2,9,3.5,5,1,11612,3,4,83462,83462,457,384,4259,4196.0424
0.75,2,2,22,1,197,91,41,8,544,2,5,1.9,5,1,5743,6,2,42125,42125,228,185,1995,1861.5686
1.25,1,2,31,2,357,207,46,15,876,1,7,3,6,2,10006,7,4,68486,68486,371,317,3531,3155.0412
0.5,1,2,14,3,140,71,21,4,354,1,3,1.2,6,1,3650,3,4,27385,27385,140,122,1408,1246.53
0.5,1,2,13,3,158,80,22,7,364,1,3,1.2,7,1,3650,3,2,28283,28283,144,122,1351,1348.43
1.5,2,1,43,1,439,215,89,20,1053,3,8,2.9,7,2,11919,5,3,80008,80008,424,391,4298,3804.1438
1,1,1,31,3,306,139,50,9,704,2,7,2.3,5,1,7491,3,4,55963,55963,271,261,2530,2568.6982
2,1,1,67,1,665,252,74,29,1461,3,11,4.4,5,2,14138,4,3,110288,110288,536,466,4932,5230.4076
2,1,1,68,2,551,244,109,28,1540,2,12,3.7,6,2,16799,5,2,105660,105660,534,526,4785,4796.5798
0.5,2,2,17,3,167,74,23,5,361,3,3,1.2,7,1,3725,4,2,26093,26093,131,119,1367,1347.805
1.25,1,1,34,3,409,177,49,10,943,1,8,3,6,2,9253,7,4,69234,69234,343,292,3603,3300.1906
1.75,2,2,50,2,545,231,63,14,1371,2,10,3.3,7,1,14168,3,2,96062,96062,496,424,4126,4515.6136
2,2,1,69,3,691,324,77,25,1518,2,13,4.3,6,2,15641,4,3,112966,112966,565,483,5992,5481.6682
0.5,2,2,15,2,142,75,23,6,393,3,3,1.1,6,1,3746,6,3,28114,28114,130,122,1296,1226.3892
1.5,2,1,49,2,412,250,85,14,1158,3,9,3.3,7,2,12667,3,4,81807,81807,429,382,3613,3703.9334
1.5,2,2,47,3,473,253,83,16,1053,2,9,3.4,6,1,10684,4,4,78279,78279,398,376,4106,3871.8568
0.5,1,1,18,3,136,68,23,5,373,1,3,1.2,6,2,4112,6,4,28090,28090,152,134,1248,1274.9024
2.5,2,2,81,1,670,379,120,37,1885,1,15,6.3,6,1,17564,3,2,135501,135501,670,600,7022,5878.9328
2.5,1,2,67,1,772,401,114,31,1794,3,16,5.3,7,2,19198,3,4,139387,139387,660,643,6242,6331.5396
3,2,2,87,2,1006,438,139,42,2302,1,18,5.6,5,1,23832,4,4,169124,169124,893,796,7031,8246.1864
3,1,1,79,2,866,388,121,38,2208,3,16,6.2,7,1,23654,7,4,164611,164611,783,727,7730,7203.7708
3,2,1,105,1,920,432,125,32,2203,3,17,6.9,7,2,24595,7,4,166173,166173,834,771,7728,7656.299
1.25,2,1,45,1,385,171,64,15,914,1,8,2.5,6,1,8912,6,2,68361,68361,361,291,2958,3261.8824
1.75,2,1,62,2,530,238,102,23,1325,2,12,4.2,7,1,13860,6,2,97299,97299,500,450,4153,4555.092
1.5,2,2,44,1,448,195,56,20,1133,1,8,2.7,7,2,11600,4,3,80644,80644,397,393,3770,3713.78
1.25,1,2,32,1,365,159,47,10,924,3,7,2.8,6,1,10173,6,2,68556,68556,341,322,3022,3095.8346
2,1,2,48,3,684,323,108,18,1578,3,12,4.9,6,2,15406,7,3,109387,109387,590,461,4794,5554.0612
1.25,1,1,35,2,391,201,57,12,909,1,9,2.7,5,2,9515,5,4,69732,69732,378,303,3302,3347.163
2.5,2,1,60,1,893,358,91,30,1895,2,13,6,6,1,19782,7,3,137359,137359,718,614,5811,6982.1164
3,2,1,91,3,1031,433,153,45,2386,1,18,6.5,7,1,22021,6,3,165580,165580,873,733,8763,8301.7642
0.5,2,1,13,2,158,63,25,5,369,3,3,1.2,6,1,3721,3,2,27362,27362,135,131,1196,1321.8842
2.5,2,2,73,2,664,378,97,32,1919,2,17,5.3,6,2,20987,6,4,139853,139853,695,639,6626,5929.6574
2.5,2,2,77,2,761,372,116,28,1970,2,17,4.9,7,1,20419,4,3,137603,137603,736,600,7024,6501.8238
1.75,2,1,58,2,464,250,89,18,1239,3,12,3.4,5,2,14120,7,4,92747,92747,539,468,4469,4351.764
1.25,2,1,36,3,439,176,57,10,928,1,8,3.1,5,2,9446,6,3,65970,65970,370,332,3305,3547.3092
1.25,1,1,34,3,428,185,57,11,976,1,7,2.7,7,2,10509,5,3,67941,67941,346,288,3089,3398.3818
0.5,2,1,17,1,145,74,28,7,397,2,3,0.9,5,2,3782,3,4,26837,26837,130,124,1464,1239.6564
1.75,1,1,56,2,538,277,95,18,1237,2,10,3.7,7,1,13374,5,3,97679,97679,541,423,5022,4674.2348
1.25,2,2,32,2,396,193,60,18,900,3,7,2.5,5,1,9193,3,4,65318,65318,351,332,3387,3283.4986
0.5,1,2,15,3,148,74,30,7,371,2,3,1.2,5,2,3603,7,4,27477,27477,155,127,1418,1338.4806
0.5,2,1,14,2,131,64,22,5,374,2,3,1,5,2,3636,4,3,26635,26635,140,124,1214,1199.7072
2,2,1,68,2,665,285,104,18,1446,3,13,4.4,5,1,15910,3,3,107370,107370,591,477,5201,5470.142
2,2,1,65,1,687,272,82,17,1453,3,12,5.1,5,2,17013,3,2,110726,110726,555,534,4651,5455.2426
3,1,1,90,1,791,460,136,39,2244,1,19,5.8,7,2,24869,4,3,159095,159095,878,735,7130,7216.0938
0.75,1,2,25,3,208,105,34,9,547,3,5,1.5,7,2,5345,6,4,41591,41591,227,175,1987,1902.429
1.5,2,2,43,1,425,191,76,21,1171,1,10,3.7,5,2,10724,6,2,85261,85261,445,361,3765,3785.6048
0.5,1,2,14,3,136,81,27,7,371,2,3,0.9,7,2,3995,3,3,27109,27109,155,130,1359,1291.479
1.75,1,2,59,3,456,290,102,21,1346,2,11,4.3,6,1,14538,4,3,93228,93228,512,436,4548,4240.2876
3,1,2,97,2,971,436,111,37,2130,1,19,6,6,2,23159,4,3,166990,166990,799,785,8261,7770.4518
1.5,2,2,37,1,486,186,88,17,1181,1,8,3.1,5,1,10670,5,2,80458,80458,446,350,3918,4049.174
1.5,2,2,46,2,509,233,71,12,1143,3,8,2.8,6,1,10604,4,2,80509,80509,436,345,4082,4103.2008
1.5,1,2,37,3,398,234,70,16,1123,3,9,3.6,7,2,11386,3,4,84860,84860,413,384,3517,3573.1772
1.75,2,1,49,2,599,291,105,21,1349,1,12,3.5,6,2,14615,3,2,93906,93906,522,453,4312,4932.643
2.5,2,1,62,2,721,410,125,30,1781,1,16,4.7,7,1,18943,3,4,132093,132093,723,626,6996,6297.8086
0.5,1,2,16,1,178,72,29,5,398,1,3,1.2,6,2,3665,4,4,28468,28468,145,132,1467,1450.093
1,2,2,33,1,322,135,36,9,745,3,6,1.9,6,2,7321,5,2,55732,55732,272,261,2540,2617.5242
1.25,2,2,44,2,414,153,63,11,995,2,7,2.4,5,1,8946,4,4,70071,70071,385,330,3023,3469.6292
1.75,2,1,46,1,475,295,103,20,1324,3,10,4,6,2,13670,5,2,97971,97971,491,472,4703,4269.154
2.5,2,2,62,1,694,335,146,31,1924,1,16,5.3,6,2,18004,5,2,131258,131258,687,641,6193,6093.5008
3,2,2,100,3,795,495,157,31,2287,3,20,7.2,7,2,21499,5,2,170864,170864,783,724,7366,6985.5998
1.25,2,2,40,2,365,189,44,12,986,1,7,3.2,5,2,9759,6,3,69432,69432,364,301,3331,3152.5518
1.25,1,2,31,3,398,153,48,15,896,2,9,2.4,7,2,8894,5,2,65651,65651,365,289,3510,3323.6588
3,2,2,94,3,995,492,159,28,2204,3,18,7.2,6,1,24035,5,2,166947,166947,844,772,8613,8083.787
1.5,1,2,53,2,490,212,55,14,1127,3,8,2.8,7,1,12529,7,2,79603,79603,424,352,3651,3966.9258
2,2,1,62,3,585,289,117,22,1540,2,11,4.1,7,1,16451,4,3,113880,113880,618,476,5095,5200.0902
1,1,2,27,3,271,147,39,13,760,2,5,2.5,5,1,8083,6,2,52981,52981,308,257,2485,2492.7966
1,2,1,27,3,346,129,45,10,709,1,5,2.1,5,1,7673,6,3,53628,53628,299,263,2426,2809.4746
1,1,1,32,3,280,158,42,13,711,3,7,1.9,7,2,7501,4,2,55771,55771,267,264,2509,2439.1202
0.75,1,1,20,2,227,109,28,7,554,1,5,1.4,5,2,6369,5,2,39724,39724,209,182,2215,1915.4138
3,1,1,79,3,800,412,144,41,2166,3,16,7.3,5,1,24757,4,4,168151,168151,789,693,7088,6937.7714
0.5,1,1,17,2,137,62,19,5,393,1,3,1.1,5,1,3942,6,2,28278,28278,131,134,1427,1201.0284
3,1,2,93,1,1072,401,119,28,2270,1,18,7.7,6,2,23310,4,4,156387,156387,909,693,7986,8535.942
1.25,2,2,40,1,396,155,46,12,986,2,8,2.3,5,1,9888,7,4,70919,70919,331,298,3119,3188.5776
2.5,2,2,81,2,784,415,149,31,1794,3,17,6,7,1,21475,3,2,135452,135452,684,637,6618,6522.395
1.5,1,1,40,2,436,234,53,14,1147,3,10,3.9,7,2,11391,5,2,84242,84242,397,392,4005,3689.0582
1.75,2,1,55,1,490,261,81,22,1323,2,9,4.1,7,1,14600,4,3,92710,92710,530,413,4407,4392.26
2,1,1,59,3,660,251,107,19,1403,2,10,3.9,7,1,16559,5,4,106986,106986,536,538,5819,5288.8118
3,1,1,100,1,939,446,146,25,2388,3,19,6.3,7,1,21588,7,2,159266,159266,817,807,8669,7750.2376
1.75,1,2,45,3,579,249,101,21,1327,2,11,3.3,6,2,14251,7,4,91077,91077,511,419,4966,4769.2702
2,1,1,52,2,564,274,85,19,1459,3,11,4.9,5,1,14820,3,2,112741,112741,596,484,4639,4992.444
1.5,2,2,42,1,453,182,82,21,1189,3,10,2.9,5,1,11785,4,3,85089,85089,417,371,3462,3829.737
1.25,2,1,36,2,392,197,73,11,900,2,7,2.9,6,2,10164,7,3,68611,68611,328,305,3550,3207.0128
1.75,2,1,60,1,514,235,72,24,1301,2,10,3.3,7,2,12902,7,2,91172,91172,471,438,5118,4317.1804
2,2,2,69,3,570,339,104,19,1579,3,12,5,7,2,14856,7,2,112728,112728,578,522,5489,5037.0912
2,2,2,52,2,717,283,70,26,1553,2,12,5.1,5,2,15384,7,4,111137,111137,525,509,5483,5468.2168
2,2,2,50,3,527,297,74,29,1500,3,11,3.7,5,1,16934,7,2,113987,113987,544,460,5288,4625.5268
2.5,2,1,80,1,815,378,120,24,1780,2,17,5.2,5,1,17929,6,2,138459,138459,674,609,6738,6553.6658
3,2,2,89,2,915,440,115,43,2376,2,20,7.5,5,1,24139,3,3,165524,165524,818,736,8473,7574.5278
1,1,2,26,3,294,169,38,10,752,2,5,2.1,6,2,7746,7,2,53461,53461,265,264,2581,2468.7292
1.5,2,1,48,2,485,230,68,12,1117,1,9,3.5,7,1,12222,4,4,83814,83814,412,352,4248,3942.1844
1,2,2,31,3,268,163,38,13,714,2,6,2.2,7,2,8429,6,3,52992,52992,283,266,2958,2424.6058
0.75,2,1,26,3,244,111,36,7,568,3,4,1.4,5,2,6121,3,2,42063,42063,227,185,2167,2051.3642
0.5,1,1,16,2,175,74,26,7,387,2,3,1.2,7,2,3769,5,3,28133,28133,149,132,1381,1451.1738
1.5,1,2,36,1,508,229,63,16,1199,2,8,2.8,7,2,11374,5,2,81927,81927,409,377,4415,4026.8348
0.75,2,2,21,3,231,126,28,6,569,3,4,1.7,7,2,5353,4,3,41826,41826,219,197,2061,1979.4506
1.25,2,1,37,2,405,181,51,16,936,3,8,2.5,5,2,8911,6,2,69485,69485,339,291,2876,3261.0222
2,1,1,63,1,549,281,94,24,1450,3,11,5,5,2,15126,3,3,107923,107923,527,478,5072,4719.8052
1.5,1,2,51,2,421,219,70,14,1149,3,9,2.9,5,1,10857,6,4,82091,82091,406,382,4402,3633.9114
2,2,1,53,2,663,250,110,25,1581,1,11,3.6,6,1,14447,7,4,107423,107423,617,472,5022,5523.4694
3,1,2,80,1,868,498,120,44,2180,1,18,6.6,6,1,24267,6,3,158216,158216,844,799,8375,7466.5934
0.5,1,1,13,1,138,81,24,4,389,1,3,0.9,7,1,3988,3,2,27349,27349,155,124,1450,1293.2576
1.25,1,2,35,3,438,154,49,17,956,2,7,2.7,7,2,9888,7,4,70125,70125,372,305,3169,3520.5576
1.5,2,1,49,2,422,253,78,14,1173,2,9,3.9,7,1,11747,4,2,80610,80610,452,367,4437,3809.4694
0.75,1,1,22,1,222,124,28,10,569,3,4,1.5,7,2,6015,6,4,39624,39624,214,185,2137,1914.663
0.75,1,2,19,3,216,119,26,8,595,1,4,1.5,5,2,6202,5,2,41630,41630,229,200,1739,1927.4004
1.75,2,1,51,2,489,218,97,21,1363,1,11,4.4,5,1,13290,3,3,98428,98428,506,449,4413,4360.038
2.5,2,1,72,3,727,312,138,27,1842,2,13,6.3,6,2,19850,7,4,131758,131758,658,665,7361,6134.45
1,1,1,31,1,263,148,59,14,789,2,6,2.5,6,2,8297,7,2,55565,55565,310,260,2555,2506.9194
1,1,2,27,3,280,152,53,15,797,2,6,2.4,5,2,7396,6,2,53643,53643,296,243,2800,2515.9992
2.5,2,1,80,1,720,337,138,32,1851,2,15,5.6,5,2,21048,6,4,136423,136423,732,599,6220,6306.2896
3,1,2,82,1,1033,364,127,40,2374,3,18,6.8,5,2,21011,6,4,167049,167049,816,778,8016,8107.7022
2.5,1,1,78,1,771,334,139,31,1781,2,17,5.8,6,1,19327,3,4,136123,136123,669,607,5781,6372.3254
0.75,2,2,20,2,200,120,27,10,590,3,5,1.8,7,1,5299,3,3,39167,39167,217,193,2145,1839.5998
1.25,2,1,38,1,339,175,55,18,879,1,7,2.3,6,2,9181,3,2,67077,67077,383,321,3607,3115.6162
2,2,1,48,2,688,320,97,29,1427,1,11,4.8,6,2,15531,5,3,108320,108320,575,472,5678,5505.8262
2.5,1,2,63,2,883,344,99,31,1816,2,14,4.6,7,2,18894,6,2,130552,130552,723,622,6144,6967.7588
0.5,1,2,13,2,137,83,25,5,363,3,3,0.9,6,2,4176,5,2,27245,27245,149,130,1408,1268.7952
2.5,2,2,73,3,653,409,119,24,1848,2,13,5.8,5,1,20730,4,2,135385,135385,731,655,5863,5993.806
0.75,2,2,25,3,229,101,32,7,589,1,4,1.9,5,1,5929,5,2,39236,39236,231,194,1832,1999.7058
0.75,1,2,24,3,229,124,40,9,568,3,5,1.9,7,1,5532,5,4,40069,40069,198,194,2007,1930.7264
2,2,1,59,1,702,297,85,19,1561,1,13,3.8,5,2,16185,3,3,113221,113221,533,498,5837,5437.317
1,2,1,35,3,271,137,54,14,700,1,6,2.3,6,2,8527,7,4,56951,56951,286,234,2934,2444.6254
0.75,2,1,18,2,224,119,32,10,541,2,4,1.4,6,1,6311,3,2,42041,42041,226,190,1764,1961.8622
1.75,1,2,53,2,571,281,67,14,1281,2,9,3.5,6,2,12864,6,4,95633,95633,482,425,4914,4585.5928
1.75,2,1,44,1,482,249,62,21,1351,3,10,3.6,7,2,13926,6,2,97949,97949,531,424,4518,4343.1052
1.75,2,2,57,3,461,277,95,17,1279,2,9,3.7,7,1,14512,4,2,93126,93126,456,419,4645,4049.5624
2.5,1,2,69,3,832,355,126,33,1995,2,13,5.4,7,1,20410,6,3,138099,138099,662,666,6012,6606.542
3,1,1,78,3,1059,492,112,34,2201,1,20,6.9,6,1,22566,6,2,158918,158918,828,762,7789,8270.4732
1,1,1,27,3,347,168,39,11,722,3,6,2.2,7,2,7633,5,3,55031,55031,262,234,2319,2700.4666
2.5,1,2,76,2,852,349,144,33,1888,2,16,4.5,6,2,17831,4,3,142092,142092,652,625,5879,6680.2262
0.75,1,2,22,2,224,93,36,9,597,2,5,1.8,7,1,5572,5,3,39328,39328,197,179,1780,1888.0744
2,1,1,55,1,643,328,99,16,1442,1,13,3.7,5,1,16020,5,3,107123,107123,605,473,5709,5401.984
2,1,1,65,3,520,299,103,26,1440,3,13,3.7,6,1,15372,7,2,113791,113791,549,471,5151,4679.1344
3,1,1,89,2,817,378,114,26,2154,3,15,7.4,7,2,24520,4,3,161743,161743,885,759,8491,7310.304
3,1,2,104,1,790,468,126,36,2150,3,17,5.7,7,1,24476,4,4,164243,164243,848,765,7608,7101.3352
1.5,1,1,41,2,408,186,55,21,1088,3,10,2.7,5,2,10781,7,3,79549,79549,417,394,3803,3600.6962
1.25,2,1,34,2,408,166,65,10,961,1,7,2.5,5,1,10550,5,4,65277,65277,370,313,3426,3391.57
0.5,1,1,13,3,142,82,25,7,397,2,3,1.2,7,1,3629,7,4,27079,27079,142,123,1415,1274.5858
1.5,1,1,45,2,438,217,82,15,1193,2,8,3.5,6,2,11957,6,3,78124,78124,434,402,3872,3827.5514
2.5,1,1,89,2,869,402,99,32,1807,1,14,5.5,5,1,18546,6,2,140556,140556,695,624,7243,6819.7692
1.75,1,2,53,2,475,247,67,23,1268,1,11,3.9,6,1,12614,4,2,99324,99324,461,452,4542,4120.9628
0.75,1,1,19,1,226,103,37,11,596,2,5,1.4,6,2,5706,4,2,40455,40455,207,198,1852,1930.7412
1.25,2,2,35,3,432,192,49,10,912,2,8,2.5,6,1,10685,6,2,66585,66585,340,305,3403,3398.297
1.5,1,2,50,1,396,235,77,21,1073,3,9,3.2,5,1,12021,5,4,82021,82021,406,378,4171,3532.6442
3,2,2,99,2,915,429,141,31,2396,2,18,6.4,7,1,22721,7,2,165445,165445,854,772,7057,7721.9642
1.75,2,2,47,1,483,244,80,18,1291,1,12,3.4,6,1,14164,7,4,91733,91733,526,409,4810,4358.6928
0.75,1,2,23,3,234,94,34,9,577,2,5,1.8,6,2,6423,5,2,40780,40780,213,178,2222,1974.2246
1.25,2,2,38,1,368,154,49,16,984,3,8,3.2,5,1,8820,3,2,69206,69206,378,314,3421,3230.024
1.5,1,2,43,3,410,251,75,20,1065,2,8,3,7,1,12362,5,3,81961,81961,391,354,3671,3535.3324
1.75,2,2,62,1,621,252,74,18,1292,3,12,4.5,5,2,13218,4,3,93779,93779,517,472,5067,4985.8036
1,1,2,30,2,358,127,47,9,771,2,6,2.1,5,1,8149,4,3,52788,52788,287,253,2968,2832.9898
1.75,2,1,46,3,485,293,104,19,1335,1,10,3.5,6,1,13813,7,4,97174,97174,533,422,4715,4414.6026
0.75,2,1,22,1,211,115,26,10,542,3,5,1.8,5,2,5821,4,4,41338,41338,211,194,1996,1857.5042
1.75,2,2,57,3,511,256,77,24,1290,1,11,4.5,7,1,14796,6,3,97091,97091,536,436,5062,4535.5992
2.5,1,2,89,3,724,374,106,31,1933,1,16,6,6,2,17506,4,3,141670,141670,706,585,5875,6214.5612
2.5,1,2,73,3,782,388,129,33,1885,1,14,5.4,7,2,17724,4,3,131046,131046,662,607,7457,6364.3048
1.25,2,1,42,3,386,189,62,12,976,1,7,2.4,6,2,9428,4,2,71141,71141,342,324,3707,3213.3056
1,2,2,25,1,277,149,53,13,776,3,6,2.2,6,1,8065,3,4,53479,53479,288,232,2587,2475.433
3,1,1,85,3,1030,366,167,36,2230,1,21,6.6,5,1,22750,6,2,156345,156345,834,697,7499,8187.17
1,2,1,30,3,261,130,47,11,783,1,6,2.5,6,1,7363,6,4,52980,52980,278,245,2308,2372.2326
1.5,1,1,42,3,516,238,82,20,1154,1,8,3.5,6,1,10525,3,3,84450,84450,409,388,3714,4095.945
1.75,1,2,63,3,607,230,81,24,1254,3,9,4.1,7,2,15007,6,3,91023,91023,503,421,4449,4838.7814
2.5,2,2,66,3,811,367,121,28,2000,2,15,4.7,7,1,19906,6,4,139862,139862,650,663,7223,6478.7212
1.5,1,1,44,2,524,208,76,13,1059,3,8,3.6,6,1,12869,4,2,81466,81466,431,359,3617,4176.1138
0.75,2,2,20,3,202,104,39,11,560,3,5,1.5,5,2,5747,3,4,40716,40716,200,196,2247,1797.1094
2.5,1,2,69,1,722,305,130,29,1801,3,17,5.2,7,2,19153,5,4,134754,134754,661,607,7126,6111.4706
2.5,2,2,85,3,813,360,102,33,1751,1,14,5.5,5,2,18716,5,4,140302,140302,670,668,6320,6513.1032
0.5,2,2,18,2,141,72,30,6,360,1,3,1.2,6,2,4045,7,3,27124,27124,153,123,1327,1304.369
1.5,2,1,44,2,411,221,66,19,1163,2,9,3.6,6,1,10696,4,4,78963,78963,460,377,3759,3762.2592
2.5,1,2,85,1,889,376,131,31,1814,3,13,6.1,6,1,19843,7,4,140410,140410,772,670,6557,7218.8086
1.25,2,1,44,1,329,204,47,18,939,3,8,2.7,7,2,10575,6,4,66865,66865,374,306,3610,3045.615
1.75,1,2,52,1,463,242,102,23,1379,1,12,4.4,7,1,12624,4,3,95778,95778,482,454,4465,4200.3248
1.75,2,1,52,3,546,292,70,15,1389,1,10,3.2,7,1,14702,7,2,98816,98816,529,412,4127,4629.9804
2.5,2,1,84,1,764,313,129,37,1830,2,16,6.2,6,1,20270,7,2,132477,132477,717,625,7061,6479.774
2,1,2,67,1,584,275,117,26,1553,1,11,4.7,7,2,15007,6,3,107780,107780,584,536,5207,5126.4814
1.75,1,1,49,1,614,243,97,17,1294,2,11,3.9,7,1,14375,7,3,91890,91890,503,404,4049,4900.595
2,1,1,60,2,683,331,119,20,1546,2,12,4.5,7,1,16628,5,4,112776,112776,595,538,5011,5624.3456
0.75,1,1,26,3,237,124,41,8,570,1,5,1.6,6,1,6173,6,2,41139,41139,226,191,2069,2045.0946
1.75,1,1,48,2,468,265,96,23,1244,1,10,3.8,6,1,12436,7,4,98201,98201,514,424,4361,4269.3272
0.75,1,1,22,2,225,92,33,8,534,3,4,1.7,7,2,6275,5,2,39787,39787,222,189,1904,1961.535
1.25,1,2,43,1,339,150,66,13,941,3,8,2.4,6,1,9468,7,2,70641,70641,342,311,3448,3005.5936
1.25,2,2,44,1,328,174,58,15,910,1,8,3,6,2,10223,6,4,66211,66211,382,319,2908,3082.3446
2.5,1,1,61,3,855,357,139,37,1886,1,15,5,6,1,19345,4,4,140138,140138,727,642,6651,6926.709
1.75,2,1,43,2,528,249,97,22,1280,3,12,4.2,6,1,14888,4,2,96800,96800,514,406,4946,4554.3576
1,1,1,24,3,337,120,40,12,702,3,6,2,6,1,8196,3,4,52875,52875,272,254,2506,2686.8792
