Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
0.5,2,1,587,2,195,80,44,6,2992,3,4,0.7,5,10,4615,5,3,31160,31160,7,4664,1075,
1,2,1,908,2,424,128,80,13,6939,2,7,2.3,4,9,8842,3,2,61546,61546,14,9675,2090,
1.75,2,2,2083,2,707,240,175,20,10038,1,14,4.2,5,10,17471,2,3,99848,99848,20,16157,3461,
0.75,2,1,885,2,334,127,89,10,4249,2,6,1.2,7,12,6666,3,4,43908,43908,9,7322,1563,
3,2,1,3404,1,1315,532,256,29,17162,1,22,5.8,6,12,24113,2,4,169755,169755,42,28241,5961,
3,2,1,2220,1,1307,426,317,37,16829,2,23,8.7,6,10,27881,4,2,197262,197262,45,28340,6042,
2.5,2,2,2361,1,1080,338,296,23,16186,1,19,5.5,4,11,22887,4,3,161879,161879,30,23009,5242,
1.75,1,1,1684,3,656,311,151,17,11304,1,13,4,6,11,17236,5,1,103205,103205,29,16183,3798,
1.5,2,2,1705,1,592,200,160,15,9949,3,11,4.2,5,9,14742,6,2,97626,97626,24,14444,2867,
2.5,1,1,2360,1,1044,316,230,25,17900,1,19,3.4,4,11,20147,5,3,159778,159778,43,23357,5173,
0.75,2,1,595,1,296,131,72,8,5387,3,6,1.2,5,12,6523,5,3,43376,43376,10,7412,1524,
3,1,2,2544,1,1265,400,298,29,17670,1,23,5.3,4,11,26441,6,4,168847,168847,35,29440,6529,
3,2,2,3106,3,1071,422,235,26,16887,2,23,4.7,5,12,25121,4,1,170273,170273,38,29016,6500,
2,2,2,2001,3,815,325,202,20,12331,2,15,3.3,4,12,18917,2,3,120281,120281,30,18468,4103,
1.75,2,2,1719,2,689,293,200,17,11525,1,13,4.6,4,11,16637,4,4,104689,104689,29,16977,3370,
1,1,2,828,1,367,176,86,12,6333,1,7,1.7,5,9,9046,4,4,58456,58456,12,9480,2067,
0.5,2,1,397,1,224,68,50,5,3004,2,4,1.3,4,9,4059,4,4,28982,28982,7,4637,957,
2,2,1,1889,3,863,302,195,17,13887,2,15,5.5,6,12,17789,2,1,119614,119614,35,19344,4158,
1.5,1,2,1143,1,631,245,181,17,9750,1,11,3.1,5,11,14854,6,3,84984,84984,23,13926,2824,
1,1,2,744,3,429,142,83,12,6991,2,7,2.6,5,9,9181,2,3,62879,62879,16,9427,2014,
0.5,1,2,415,1,191,83,44,6,2808,3,4,0.7,4,11,4668,2,1,29658,29658,6,4812,1044,
3,1,2,2318,3,1301,379,285,27,21151,1,22,6.8,4,9,29886,5,4,188974,188974,48,29553,5701,
3,2,1,2497,1,1075,409,259,36,21668,2,22,6.7,6,10,27564,2,1,189539,189539,51,29561,6474,
2.5,2,2,2397,3,957,429,219,29,16179,1,18,5.2,6,10,24671,2,2,152290,152290,30,24491,5005,
1.5,1,2,1731,2,564,228,165,15,10180,2,11,2.4,4,11,14463,2,3,92111,92111,25,13989,2924,
1.75,2,2,1776,3,655,220,144,22,12287,3,13,4.1,4,12,15212,6,3,110118,110118,21,16408,3497,
1,2,2,901,1,411,178,107,9,6029,3,7,1.3,5,11,8282,4,2,61477,61477,15,9630,2131,
1.75,2,1,1569,1,672,210,198,19,10429,1,13,2.7,4,9,15413,2,1,107159,107159,29,16793,3709,
1.5,2,2,1338,2,576,215,123,18,8649,3,12,3.1,6,11,14989,2,4,93054,93054,22,14224,3194,
1.75,1,2,1247,1,716,301,164,18,12111,1,13,4.3,7,11,14376,5,1,115485,115485,28,16847,3787,
3,1,1,2129,2,1207,498,346,37,20904,3,24,5.4,6,9,29514,3,1,190878,190878,34,28801,6431,
3,1,2,3331,3,1342,381,298,30,19101,2,23,6.9,7,11,26397,5,3,197631,197631,41,28985,6045,
0.5,2,1,372,2,218,73,58,5,2816,3,4,1.1,6,9,4398,2,2,31141,31141,8,4648,1023,
1.5,1,1,1226,1,638,197,157,18,9998,3,11,2.9,6,12,13702,2,1,86216,86216,27,14360,2828,
2,2,2,2356,2,705,338,172,26,13320,1,14,5.5,6,12,16612,5,1,131010,131010,36,19131,3876,
1.5,2,2,1190,3,592,269,172,18,8817,2,12,2.2,7,10,14669,3,1,89193,89193,22,14152,2980,
1.25,2,1,1446,3,529,169,123,14,8274,2,9,2.5,4,9,10882,3,2,72536,72536,19,11644,2729,
1.25,2,1,966,1,526,163,99,13,7818,1,10,2.5,5,10,11242,4,4,74936,74936,16,11874,2553,
0.5,2,1,389,2,193,78,48,5,3212,2,4,1.3,4,10,4998,3,1,30838,30838,8,4756,988,
0.5,1,2,551,3,204,82,48,5,2855,3,4,1.3,7,11,4962,2,1,32325,32325,9,4681,1005,
1.25,2,2,1285,1,539,158,124,13,7027,1,10,2.6,6,11,11682,6,4,76434,76434,20,11733,2549,
0.75,2,1,733,2,295,114,62,7,4336,3,6,2.1,4,11,6015,4,4,46779,46779,9,7009,1493,
2,1,1,2150,3,743,287,247,18,14260,1,14,3,7,10,18798,2,4,130703,130703,26,18453,4345,
0.5,1,2,426,1,217,78,43,5,3000,3,4,0.8,4,9,4733,5,1,29390,29390,6,4846,1069,
1.5,2,1,1068,3,559,232,117,16,10847,3,11,3.6,5,12,12319,6,2,86460,86460,18,14824,3153,
1.5,1,2,1471,2,606,229,155,16,9683,2,12,2.3,4,12,14516,5,3,87124,87124,18,14060,3151,
1.5,2,1,1173,3,563,228,127,17,9315,2,11,3.7,4,11,12144,6,1,85556,85556,18,13887,2827,
1.75,2,1,1605,1,746,212,144,16,10072,1,13,3.9,6,10,15634,4,1,114839,114839,31,16746,3629,
1.75,2,1,1315,1,728,214,184,14,11580,2,13,4,5,12,15609,6,4,108645,108645,28,16974,3513,
1,1,1,921,1,383,160,122,13,7011,3,8,2.2,4,9,9000,5,3,63366,63366,14,9527,1933,
1.5,1,1,1157,3,666,267,173,17,8538,1,11,4.1,5,9,13939,6,3,90676,90676,24,14663,3267,
1.5,1,1,1588,1,668,216,161,16,9500,2,11,4.1,6,10,13926,4,3,84327,84327,21,14164,2896,
2.5,2,1,2902,1,1086,429,195,22,17801,1,18,6.6,6,12,23951,2,3,149321,149321,38,23933,5082,
0.75,2,1,698,3,331,123,75,7,4751,2,6,1.9,4,12,7081,4,3,45806,45806,11,7308,1456,
1.25,1,2,1098,1,466,151,100,12,7718,1,9,3.6,5,9,10090,2,3,72184,72184,22,12200,2446,
1.75,1,1,1583,3,629,284,137,22,10536,3,13,3.3,5,11,15267,6,2,110412,110412,31,17018,3309,
3,1,2,3072,3,1146,429,362,33,21078,3,21,4.9,7,9,24928,3,1,171388,171388,54,28059,6362,
0.5,1,2,458,2,203,86,43,4,3091,2,4,1.2,5,9,4850,2,2,28861,28861,9,4899,951,
1,1,2,1007,3,356,157,82,11,6396,3,8,1.6,7,12,8901,5,2,56553,56553,11,9773,2175,
0.5,1,1,489,2,198,86,46,5,3442,3,4,0.9,4,11,4598,3,1,28132,28132,7,4727,1005,
1.5,1,2,1696,3,636,183,115,16,9705,2,12,3.2,4,9,12387,2,2,92217,92217,19,14690,3007,
0.75,1,2,810,2,320,98,70,9,4870,2,6,1.1,5,12,6471,3,3,49159,49159,13,6965,1638,
1,2,2,929,1,359,167,104,11,6083,2,8,2.4,7,10,9701,6,1,59981,59981,17,9850,1885,
1.75,1,1,1522,2,625,275,133,19,10460,1,12,3.7,4,11,17355,3,1,104273,104273,25,17024,3314,
0.5,2,1,365,2,211,74,40,5,3231,1,4,1.2,7,9,4026,6,1,32875,32875,8,4736,1091,
1,1,1,891,3,438,149,101,10,5941,1,8,1.9,6,9,8385,6,3,64193,64193,18,9509,2112,
1.5,1,1,1569,3,548,205,162,19,10414,3,11,2.8,6,12,13088,4,4,92018,92018,22,14843,3174,
2.5,1,2,2976,1,1052,433,246,30,16072,1,19,5.2,7,9,21899,6,3,147751,147751,43,23155,4710,
3,1,1,2782,3,1188,370,279,38,17440,1,24,7.5,4,11,28762,4,1,196931,196931,36,28814,6151,
1.5,2,1,1141,3,629,196,160,19,9977,2,12,3.5,7,12,14410,5,4,94287,94287,19,14047,2830,
2.5,1,2,2793,2,1099,344,206,25,17668,1,19,6.8,5,11,23090,3,2,161894,161894,40,23277,5296,
1,2,2,873,3,435,148,90,11,6060,1,7,2.1,6,12,8779,5,3,61742,61742,13,9240,2171,
2.5,1,2,2877,2,1102,400,203,20,17220,3,20,7.2,5,10,22895,3,2,152569,152569,29,24743,5046,
1,1,1,783,2,395,163,98,9,5781,3,7,2.4,5,11,9611,5,3,63411,63411,13,9291,1889,
1.75,2,1,1942,2,655,277,172,20,12575,1,14,3.9,7,12,17317,2,1,102431,102431,26,17182,3757,
1.25,2,1,1442,3,526,220,112,11,7642,1,9,3.4,4,9,11342,3,2,72607,72607,16,12013,2459,
1.25,1,1,1048,2,505,163,135,11,7302,3,9,1.8,4,9,10709,4,2,74392,74392,17,11980,2642,
1.5,1,2,1395,3,607,233,163,15,8708,3,11,2.9,6,10,12715,3,1,95112,95112,24,14614,3055,
1.75,2,1,1750,3,644,253,152,15,9981,3,14,4.2,7,11,16474,4,4,99926,99926,22,16314,3418,
0.5,1,1,409,3,191,79,40,4,3144,1,4,1.3,4,9,4696,6,3,32302,32302,7,4781,960,
1,1,1,869,2,437,135,125,13,6783,3,8,2.9,7,11,9153,5,2,65973,65973,13,9872,2096,
1.25,1,2,1217,1,516,174,109,16,7329,1,10,2.5,5,12,10845,3,4,81295,81295,17,12038,2489,
2.5,2,2,2105,1,892,438,277,22,15408,3,19,7.1,4,11,21444,2,4,143697,143697,40,23900,5448,
0.75,2,1,718,1,307,123,74,7,4898,2,6,1.5,6,10,7160,6,3,45960,45960,8,6983,1572,
2.5,2,1,2387,1,964,372,211,26,16228,3,18,5.8,6,11,22815,5,2,156240,156240,33,23345,4713,
1.25,1,1,1458,2,454,166,121,15,7018,3,10,3,5,9,10509,2,1,77767,77767,17,11842,2750,
1.25,2,1,1346,1,539,212,119,13,8474,1,9,2.7,5,12,10549,6,3,82419,82419,19,11803,2568,
1.75,2,2,1541,2,779,271,150,14,12236,2,14,2.9,6,10,15730,5,4,102283,102283,31,16446,3544,
1.25,1,2,1111,3,533,172,106,14,7252,1,9,3.3,4,9,11389,3,3,73533,73533,16,12031,2647,
1.25,1,1,1271,1,519,186,151,13,8750,1,9,3.1,5,10,11421,5,1,81217,81217,20,12200,2503,
2.5,1,2,2628,1,1009,401,309,26,15904,3,19,7.2,6,11,24614,4,1,153444,153444,31,24465,4818,
1.5,2,2,1508,3,598,211,141,16,8976,3,11,3.7,5,10,12386,2,2,89701,89701,26,13900,2855,
2.5,1,2,2711,3,1047,357,258,26,14203,2,19,5.2,7,9,20818,5,3,153107,153107,30,24288,5045,
2,1,1,2079,1,851,336,171,17,12292,3,14,3.5,4,12,18069,5,2,115946,115946,26,19212,4163,
1.25,1,2,1207,1,441,172,133,12,7884,3,10,2,4,9,10920,5,2,78783,78783,21,12315,2355,
1,1,1,1182,3,362,175,102,13,6792,2,7,1.5,6,11,8891,4,4,57673,57673,17,9377,2152,
1.75,1,2,1812,3,620,291,162,16,11350,1,13,2.4,7,12,15405,3,4,106321,106321,24,16762,3523,
2.5,1,1,2169,1,932,399,230,32,17661,3,19,6.1,7,11,21057,5,2,152688,152688,37,24585,5029,
0.5,1,2,454,3,215,74,55,4,3468,1,4,1.1,6,12,4453,2,4,29550,29550,7,4830,1025,
1.5,1,1,1084,1,644,181,139,15,9516,2,11,2.2,7,9,12773,2,2,88539,88539,20,14287,3021,
1.25,2,2,1293,2,537,192,109,12,8658,1,9,1.7,5,12,10348,5,3,72116,72116,19,11888,2468,
0.75,2,2,862,2,320,115,58,7,5355,3,6,1.9,6,11,7018,5,3,47218,47218,10,7404,1626,
1.25,1,2,1373,2,543,177,144,14,7397,1,9,2,6,10,10011,6,4,77468,77468,18,11608,2420,
2,1,1,2345,2,734,254,158,22,12422,3,15,3.4,6,11,19390,2,4,119732,119732,34,18526,3855,
2,2,2,1571,2,897,280,243,18,14104,2,15,2.7,6,10,16211,5,1,129468,129468,32,18881,4112,
2,2,1,2154,3,719,282,177,17,11796,1,16,5.7,4,12,18110,2,3,122056,122056,26,18669,3785,
2,1,2,1704,2,810,248,191,20,11815,1,15,3.1,7,10,16975,2,4,115421,115421,26,19082,4277,
1.75,1,2,1741,1,616,269,172,22,9901,2,13,4.9,5,12,16198,5,4,112309,112309,21,16102,3533,
2,1,1,2174,1,708,316,197,18,14547,3,14,3.5,5,11,19951,5,4,119031,119031,24,18906,4271,
2.5,2,1,2930,2,1031,386,210,27,17548,3,19,5.5,6,9,24689,3,1,164008,164008,42,24090,5026,
0.5,2,1,367,1,184,76,61,4,2963,2,4,1.1,5,11,4304,6,4,29875,29875,7,4634,1058,
3,1,1,3246,1,1334,427,263,35,20541,1,23,7.9,7,10,25400,2,2,189846,189846,47,29522,6287,
0.5,1,2,455,2,211,89,48,6,3405,3,4,1.4,4,12,4410,6,4,32482,32482,7,4636,1018,
1,2,1,1161,1,389,173,113,13,5688,1,7,1.6,5,10,8214,3,3,61830,61830,18,9674,1888,
1.25,2,1,1037,2,508,212,127,12,8231,1,9,2.7,7,10,10152,4,4,71289,71289,21,11714,2511,
0.75,1,1,783,1,266,109,89,8,4491,2,6,1.9,7,12,7312,6,1,46743,46743,8,7287,1450,
0.75,1,1,628,2,274,105,85,8,4213,3,5,1.4,4,12,7343,4,1,47813,47813,12,7296,1476,
0.5,2,1,434,3,206,69,59,4,3074,2,4,0.7,7,10,4091,3,4,32966,32966,6,4658,1024,
1,1,1,773,1,367,164,119,11,5749,3,8,2.1,7,9,9001,2,2,57467,57467,13,9789,1980,
1.25,1,2,1318,3,515,151,145,14,7456,3,9,3.5,4,10,11014,5,4,70279,70279,21,12223,2740,
1.25,2,2,1281,1,465,220,113,13,7956,1,9,2.4,5,10,10818,4,4,71200,71200,15,12043,2394,
1.5,2,1,1079,2,538,217,155,17,9376,2,12,4.1,6,12,12624,3,3,97648,97648,24,14185,2849,
0.75,2,1,807,2,266,91,91,6,4231,2,6,1.5,7,12,6633,2,1,45883,45883,13,7188,1476,
1.25,2,2,1026,2,457,193,108,14,7868,1,9,2.8,7,11,11179,3,4,73037,73037,14,11918,2603,
1.75,1,1,1799,2,677,244,187,17,12639,1,13,4.9,5,12,16493,2,1,104243,104243,30,16858,3475,
3,2,1,3511,3,1226,524,246,37,18111,2,23,6.5,4,12,26141,5,1,186445,186445,52,29183,5905,
2,1,1,1419,2,812,265,251,20,13171,2,14,5.3,7,12,16036,5,2,119966,119966,30,19146,4046,
2,1,1,1888,1,723,274,186,17,14269,1,16,2.9,4,11,19386,4,4,121905,121905,35,18590,4215,
1.25,2,1,1030,1,555,206,127,13,7873,1,9,1.9,6,9,12005,5,4,76278,76278,18,11954,2658,
1.75,2,2,1443,1,759,279,142,20,10272,1,13,2.7,4,10,17179,3,3,113933,113933,27,17237,3355,
2.5,1,2,1934,3,927,353,228,27,16458,3,18,7.2,4,11,23223,4,2,155383,155383,31,24313,5311,
1.5,1,2,1314,1,652,197,118,14,9876,2,11,2.2,7,10,13915,4,3,85274,85274,18,14554,3268,
0.75,2,1,531,2,325,120,68,8,5279,2,6,1.1,7,9,6061,2,3,48715,48715,11,7081,1596,
0.5,2,2,489,2,187,90,59,5,3617,1,4,1.2,5,9,4095,6,2,29657,29657,9,4945,1023,
1,2,1,1184,3,449,127,126,8,6679,3,7,1.9,7,11,9171,2,4,58987,58987,15,9404,2087,
2,2,2,1968,3,787,279,183,23,11909,1,15,5.4,7,11,16745,3,2,114020,114020,29,19728,3979,
1.5,2,2,1584,2,661,245,146,17,10929,2,11,3.2,7,9,14415,5,3,87748,87748,24,14282,3038,
1.5,1,1,1150,3,669,233,118,12,9045,1,11,2.3,7,11,13803,6,1,98697,98697,18,14631,3120,
1.5,2,2,1221,1,583,200,168,12,10350,3,12,2.9,6,11,13385,4,2,85628,85628,20,14530,3244,
2.5,2,1,2503,3,887,368,244,29,18071,3,19,4.8,4,10,23991,5,3,152676,152676,36,24260,4849,
2,1,2,2384,2,701,260,160,26,14572,1,16,2.8,5,9,19179,4,4,130922,130922,27,18542,3884,
1.5,2,2,1785,1,555,223,171,19,9778,1,11,3.6,7,12,13839,2,1,88619,88619,23,14030,3292,
1.5,2,1,1524,3,642,227,126,18,8444,2,12,2.4,6,9,13712,3,4,88615,88615,23,14617,3244,
0.5,2,2,477,1,177,78,60,6,3438,2,4,1.1,4,10,4657,3,2,30417,30417,8,4774,1062,
2,2,1,2001,2,770,302,204,17,12815,1,14,3.5,5,9,19428,5,2,123659,123659,25,19269,3998,
1.75,1,1,1894,1,729,304,140,22,12178,1,13,5.1,6,12,16296,2,3,107880,107880,31,16325,3759,
2.5,2,1,1901,1,901,319,216,28,17497,3,19,6.3,5,10,23349,6,1,150254,150254,35,24709,4891,
3,2,2,3331,3,1128,397,307,32,19814,1,24,3.9,5,11,27837,2,1,184687,184687,49,28971,6511,
1.5,2,2,1667,1,623,222,188,19,10026,3,12,4.1,7,11,13465,6,4,98026,98026,23,14004,3296,
0.75,1,2,527,2,330,107,60,7,4911,2,6,1.4,7,10,6638,4,2,44185,44185,13,7240,1601,
1.75,1,2,1498,3,759,236,135,17,11520,2,13,3.4,7,12,14118,2,4,99422,99422,28,16238,3448,
1,2,1,731,2,390,151,109,13,6280,1,7,1.5,4,12,8302,5,3,59184,59184,17,9774,2113,
3,2,1,3245,3,1146,375,249,32,21433,3,22,6.9,4,9,29549,2,4,191371,191371,48,28977,6367,
1.75,2,2,1835,2,673,230,179,23,11829,3,12,4.6,5,12,15601,5,1,113724,113724,22,16287,3704,
2,1,1,1462,1,868,343,178,23,13524,3,15,5.2,4,10,17566,2,1,131728,131728,26,19371,4321,
1,1,1,925,3,408,146,113,12,5893,2,7,1.9,4,12,9364,3,3,56328,56328,14,9865,1972,
0.75,2,2,897,3,326,114,84,8,4234,1,6,1.2,5,11,6619,4,4,42432,42432,9,7223,1497,
2.5,1,2,2216,2,986,319,205,20,17796,1,18,6.3,5,9,23185,3,4,140610,140610,34,24593,4848,
0.5,2,2,493,2,203,90,58,6,3472,2,4,0.8,4,12,4155,3,2,28032,28032,9,4702,1047,
0.5,2,2,417,3,194,77,47,5,3490,2,4,0.7,7,9,4698,2,2,29498,29498,6,4751,1088,
0.75,1,1,761,3,293,92,80,8,5434,1,5,1.1,5,11,6389,2,2,45360,45360,12,7065,1523,
1,1,2,868,2,397,153,114,13,6288,3,7,2.7,7,11,8143,6,1,62184,62184,11,9795,1960,
2,1,1,1699,2,824,356,251,20,12040,1,14,5.6,4,9,18503,3,3,127059,127059,34,18759,4328,
1,2,2,919,3,386,142,95,9,6672,1,8,2.6,4,12,8187,5,2,60563,60563,12,9247,2051,
1.75,2,2,1313,2,632,300,171,18,12657,3,13,2.5,5,9,17377,3,4,111844,111844,20,17242,3473,
1.75,1,2,1306,3,717,225,161,15,12729,3,12,4.2,7,10,15642,4,2,114373,114373,28,17278,3631,
0.75,1,2,728,2,335,126,67,9,4418,2,6,1.7,7,11,7078,3,1,43456,43456,13,7223,1569,
0.5,1,1,598,3,185,85,52,6,3225,3,4,1.3,5,9,4765,5,3,29392,29392,9,4805,1029,
0.5,2,2,388,1,183,82,59,5,3045,2,4,0.7,6,9,4233,2,4,29675,29675,7,4802,1058,
1.25,2,1,1299,2,503,172,149,15,7876,2,9,2,7,9,12404,3,4,72814,72814,14,12356,2734,
0.5,2,1,373,2,218,78,59,6,3321,1,4,1.1,4,11,4360,4,2,32666,32666,8,4687,1013,
2,2,2,2211,3,858,254,175,21,12256,1,15,4.3,5,9,19556,4,1,112059,112059,24,18786,4272,
1.75,1,2,1929,3,751,278,215,22,11899,3,13,2.3,6,10,15070,2,1,109594,109594,27,17175,3399,
2,2,2,2301,2,893,322,198,18,13483,1,15,5.3,6,12,19613,5,1,114777,114777,24,19199,4070,
1.75,1,1,1657,2,697,254,163,19,11905,1,14,2.4,7,11,15846,3,1,113265,113265,23,16493,3542,
1,2,2,959,2,409,130,109,9,7191,1,8,1.9,6,12,9795,3,3,61409,61409,16,9352,2024,
2,1,2,1684,3,853,347,235,18,13147,1,14,3,5,12,18713,5,3,126712,126712,34,18632,4137,
1.75,2,1,1497,3,692,292,182,19,10150,3,14,4.6,7,10,15458,2,4,115271,115271,23,16143,3445,
1.25,2,2,1205,3,497,214,134,13,8078,3,10,1.7,6,10,10971,5,3,78010,78010,17,12171,2682,
1.25,1,1,1009,3,479,223,109,15,7028,1,9,2.9,7,9,10587,2,4,73738,73738,15,12140,2519,
1.75,2,1,1592,3,761,269,185,20,11010,3,14,4.8,4,11,14767,3,1,115069,115069,25,17147,3582,
1.75,1,2,1593,1,614,259,205,14,12035,3,14,3.6,6,11,16971,5,4,104296,104296,23,17196,3385,
1,1,2,929,2,367,164,101,11,5927,3,8,1.6,6,10,9175,3,3,61811,61811,18,9597,2193,
3,2,2,2124,1,1239,395,333,35,19361,2,22,7.8,7,10,29599,4,3,193731,193731,49,29097,6189,
0.5,1,2,502,2,187,86,47,6,2966,3,4,1.1,6,10,4285,3,3,29037,29037,7,4609,959,
1,1,1,914,2,420,141,112,10,7010,3,8,2.5,5,12,8375,2,4,62748,62748,13,9545,1932,
3,1,2,3440,3,1085,487,358,34,17921,3,23,4.5,5,12,25352,5,3,168976,168976,34,28932,6171,
2.5,2,2,1791,3,1056,301,265,24,16720,1,18,6.3,7,9,24112,5,1,158417,158417,43,24088,4730,
1,1,2,800,2,416,128,122,12,6775,3,7,2.4,5,12,9658,4,2,57245,57245,12,9511,2151,
3,2,2,3059,3,1157,380,273,36,19339,2,24,8.1,4,10,24631,5,3,180793,180793,53,27990,6067,
2.5,1,1,1933,3,1069,312,245,24,15297,2,18,4.1,7,11,21116,2,1,140402,140402,29,24474,5046,
0.75,2,1,613,2,311,122,91,10,4455,2,6,1.9,5,12,6191,5,3,44584,44584,10,7383,1529,
1.75,1,2,1434,3,713,248,142,15,11145,2,14,2.5,7,11,16923,2,4,102986,102986,30,16750,3466,
2.5,2,1,2732,1,1094,389,258,23,15219,3,20,5.8,6,10,22316,5,1,157903,157903,33,24332,4789,
3,2,1,2683,2,1263,428,274,33,17899,2,23,5.2,7,10,26926,4,4,192781,192781,46,28899,5959,
1.75,1,2,1324,3,705,235,207,23,10540,1,13,2.7,6,10,15677,3,3,100211,100211,22,16986,3359,
0.75,2,2,652,3,289,116,67,7,4922,1,6,2.1,7,12,7402,2,2,42681,42681,12,7400,1635,
1,1,2,1194,3,425,171,92,11,6449,2,8,1.3,6,12,9908,4,4,59822,59822,11,9390,1994,
1.25,2,2,1040,1,535,200,154,10,7026,2,9,2.1,7,11,10660,5,3,79619,79619,15,11836,2690,
1.5,1,2,1105,3,554,203,130,15,10913,3,12,2.4,7,9,13775,6,4,88463,88463,21,14381,2977,
1.75,1,1,1414,1,613,304,141,21,10424,2,13,4.8,7,10,17341,5,3,109793,109793,28,16620,3817,
1.25,1,2,1359,2,483,195,107,11,8876,1,9,3.5,4,9,10231,2,1,75221,75221,21,12170,2397,
0.75,2,2,779,3,332,106,87,10,5444,1,6,1.1,7,11,6808,4,2,43914,43914,13,7010,1411,
0.75,2,2,816,3,290,93,76,8,5204,1,6,1.7,6,9,6840,6,1,43718,43718,10,7269,1564,
1.75,2,1,1611,3,676,279,155,15,11028,2,13,3,7,9,17497,3,2,98770,98770,30,17181,3820,
2,2,1,2265,2,858,360,170,19,11702,2,15,5.4,5,9,19108,6,1,124664,124664,24,18665,3983,
0.5,2,1,417,3,212,73,60,4,3174,1,4,0.9,6,11,4573,6,4,32471,32471,9,4880,945,
0.75,1,1,579,2,267,114,74,8,5137,1,6,1.6,4,12,6771,3,4,46758,46758,13,7317,1468,
2,1,1,2244,1,743,308,242,19,12795,3,15,4.2,5,10,16297,6,4,121720,121720,28,18719,3836,
1.25,1,2,991,1,444,163,125,16,8938,3,10,2.7,5,11,10600,2,3,76390,76390,19,12023,2742,
1.25,2,1,1389,1,492,175,145,10,7003,2,9,2.8,7,11,10340,6,2,81903,81903,18,12167,2444,
0.5,2,2,416,3,183,74,38,5,3585,2,4,0.7,4,11,4838,5,3,31957,31957,7,4806,1011,
1.25,2,2,1034,3,448,216,124,12,8524,2,9,3.6,6,9,12375,4,1,70751,70751,16,12094,2728,
1.5,1,1,1343,2,556,254,119,14,10580,2,12,2.9,6,9,13901,4,3,85647,85647,24,14404,2824,
1.25,2,1,907,3,453,157,136,11,8588,3,9,3,6,11,12287,4,1,75220,75220,18,11645,2462,
1.75,2,1,1444,1,719,272,146,21,12687,3,13,4.1,6,11,15494,4,1,105354,105354,25,16565,3588,
1.75,1,1,1878,1,776,293,206,14,10577,1,13,3.5,4,10,15698,5,4,109911,109911,22,16797,3436,
2,2,1,2398,3,847,246,157,25,11302,2,15,5.7,6,11,17698,6,2,131913,131913,35,18825,3767,
1.75,1,2,1963,1,717,235,162,15,12231,1,13,4.5,4,10,16475,4,2,102469,102469,30,17018,3536,
0.5,1,1,587,1,190,83,57,5,2876,3,4,1.4,5,11,4662,5,1,31954,31954,8,4614,1099,
1,2,1,737,2,376,152,85,12,6014,2,8,1.6,5,9,9768,5,1,56192,56192,16,9785,2013,
0.75,1,2,821,3,318,126,78,10,5081,1,5,1.1,6,11,6382,3,3,44454,44454,11,6946,1466,
3,1,2,2549,3,1109,463,295,39,20375,1,22,8,7,12,28930,3,4,188190,188190,34,28433,6329,
1.5,2,1,1420,3,630,196,180,18,8661,3,12,2.2,5,9,14439,6,2,95771,95771,25,14687,3004,
0.75,1,1,681,2,322,99,83,7,4415,3,5,1.7,7,9,6022,2,4,47966,47966,13,7407,1580,
1.5,2,1,1198,2,658,247,163,19,10032,1,11,3.8,5,12,12108,6,4,84409,84409,24,14841,3180,
2.5,1,1,2317,1,1007,385,268,24,17635,2,20,7.2,7,11,21796,5,4,141512,141512,38,24421,4951,
2.5,1,1,2681,1,956,422,244,22,15520,1,18,6.2,5,12,21798,6,1,148592,148592,29,23103,5451,
2,2,2,1757,1,795,266,206,22,12904,2,15,5.3,7,12,17130,3,1,126055,126055,25,18526,3919,
0.75,1,1,533,3,295,107,91,6,4888,3,6,1.6,7,9,6452,4,2,46359,46359,9,7013,1449,
1.75,2,2,1749,3,613,303,202,20,11545,2,14,4.9,7,9,14048,2,3,111885,111885,21,17062,3518,
0.5,1,2,588,1,185,87,55,4,2931,2,4,0.7,6,11,4968,2,4,30634,30634,8,4745,1010,
1.25,2,2,1299,3,448,192,142,16,8807,1,9,2.5,5,9,12247,4,2,78342,78342,19,12265,2440,
3,2,1,2322,3,1189,379,295,29,18937,2,23,8.4,5,11,26150,3,3,191624,191624,53,29095,6125,
0.5,2,2,587,1,188,79,47,6,2925,2,4,1.1,4,9,4670,5,4,32894,32894,8,4639,980,
2.5,2,1,2380,1,879,309,290,27,17065,3,18,5.9,5,10,20755,4,1,144168,144168,30,23239,5265,
2.5,1,1,2291,1,1067,375,241,21,16607,1,18,5.8,5,9,22706,4,1,140513,140513,44,23287,5445,
1.75,2,1,2082,2,715,211,175,16,9960,1,13,3.7,7,9,14337,2,2,106235,106235,29,17299,3833,
1.25,2,1,957,1,447,215,118,11,7387,1,10,3.1,7,9,11537,5,3,81640,81640,21,11993,2680,
1.25,1,1,1112,2,530,171,134,16,8046,1,9,2.1,5,12,11650,3,4,74554,74554,15,12119,2462,
