Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
1,1,1,3,2,177,108,50,7,366,3,2.6,0.7,3,6,4226,6,18,52709,52709,37,2113,5586,2112.9552
1.5,1,1,5.1,2,238,167,87,12,665,1,4,1.6,4,3,6640,6,18,73016,73016,56,2190,7394,2529.888
0.75,1,2,1.9,2,131,62,40,9,277,2,1.6,0.1,4,3,2643,4,20,35729,35729,28,718,4188,1097.1386
0.75,1,2,0.8,3,103,84,43,10,278,2,1.4,0.8,4,5,2717,7,19,38584,38584,27,429,3851,822.7834
1.25,2,2,3.3,2,197,129,51,9,526,3,3.7,1.5,3,4,4975,5,21,62721,62721,46,533,7242,1405.965
3,1,2,10.9,3,500,280,161,33,1300,1,7.2,0.9,2,3,13857,4,18,145211,145211,112,5257,15538,5588.8414
0.5,2,1,1.8,2,65,57,25,7,221,3,1,0.4,4,3,2103,6,19,24116,24116,18,404,2415,593.9406
1.75,2,1,3.6,3,265,182,112,19,676,2,4.1,2,2,3,6142,4,21,82905,82905,63,894,9047,1985.6484
1,2,2,3.7,2,126,89,62,12,384,3,2.9,0.2,3,6,4621,7,20,48279,48279,38,1637,5203,1623.7242
3,1,1,5,3,466,301,159,27,1210,2,6,2,2,5,10415,4,17,144145,144145,118,4967,16663,5302.143
1,1,2,3.9,1,135,98,65,8,400,3,2.4,0.4,4,4,4594,5,20,50611,50611,39,383,5203,988.9188
2.5,1,2,7.1,3,383,251,155,22,1014,2,4.8,0.5,3,6,9811,7,19,131134,131134,94,1009,13365,2671.9922
2.5,1,1,7.5,2,396,224,105,26,902,2,7.3,1.8,2,4,9419,4,18,119662,119662,99,2262,12477,3465.0838
2,1,1,3.9,1,320,216,119,14,839,2,5.9,1.3,3,4,8369,6,19,94547,94547,78,2537,10901,3181.3038
2,2,2,7.3,2,250,177,103,27,740,3,5.9,2.3,3,4,7366,4,18,95071,95071,77,4103,11363,3718.7032
0.75,2,1,2.8,1,112,74,38,8,317,1,2.1,0.6,3,4,2777,5,21,36690,36690,29,935,4157,1146.3354
0.5,2,1,1.8,3,68,43,30,4,199,2,1.1,0.2,4,5,1953,4,21,26242,26242,19,1067,2478,965.9306
1.5,2,1,3.2,2,186,149,73,16,657,3,3.4,1.3,2,3,6992,6,20,71213,71213,60,2560,8674,2492.0884
2,1,2,7.3,3,244,212,98,22,889,2,4.6,1.4,2,5,7454,5,21,101776,101776,79,1858,10920,2457.7708
1.75,2,2,4.1,3,242,192,77,21,772,1,4.2,1.6,3,3,8055,6,18,88765,88765,62,1792,9983,2355.051
1.25,2,2,1.3,1,223,122,69,17,453,3,3.3,1.3,4,4,4977,7,18,61462,61462,45,1435,6404,2001.1254
0.75,1,1,0.8,2,126,63,42,7,279,1,2,0.4,2,4,2832,4,20,39571,39571,27,1673,4295,1597.0864
1,2,1,2.8,2,156,108,59,13,423,2,2.6,1.4,4,6,4680,4,18,52567,52567,37,1731,5748,1824.476
1.75,2,1,4.5,1,310,159,85,20,632,3,5.2,0.7,4,6,6259,6,21,87006,87006,66,3503,9843,3593.4618
1.5,2,2,2.3,1,224,137,63,19,617,1,3.2,1.4,3,6,6593,5,19,71960,71960,55,1954,7965,2318.1986
2.5,1,2,8.5,2,378,286,159,18,969,3,7.5,1.3,3,4,9242,5,19,122910,122910,98,3031,13052,3801.3584
0.75,2,2,2.4,2,109,75,31,10,277,1,2,0.4,4,3,3496,7,19,36332,36332,29,477,4389,880.3792
0.5,1,1,1.2,3,85,55,30,4,207,1,1.4,0.3,2,3,1994,7,21,25130,25130,18,900,2633,955.5888
0.75,2,2,1.1,2,125,65,47,5,280,2,1.8,0.8,3,5,2730,4,17,37603,37603,26,320,3888,863.866
1.75,2,2,2.6,1,302,151,86,18,658,2,4,1.6,3,4,6491,5,21,84807,84807,62,3460,10320,3522.1382
3,2,2,11.5,3,523,251,121,28,1180,2,7.2,2.3,2,6,11861,4,21,151749,151749,116,2042,17046,3984.6822
0.75,1,2,2.5,1,104,68,40,6,326,3,1.5,0.8,2,6,3397,4,21,37921,37921,28,581,3662,912.1394
0.5,2,2,1,2,73,51,32,5,181,3,1.3,0.3,3,6,2177,7,17,23633,23633,19,459,2615,665.1054
1,2,1,3.9,2,164,103,46,9,392,2,2.9,0.1,4,5,3972,6,17,47479,47479,37,1017,5437,1455.0044
1.5,1,2,3.7,1,265,137,67,12,543,1,3.2,0.1,4,6,5598,6,21,77935,77935,60,3062,8271,3096.1696
0.75,1,2,2.3,2,132,82,43,7,315,2,1.5,0.6,3,3,2746,5,21,37609,37609,29,695,3813,1101.4092
3,2,1,6,1,438,297,180,28,1251,1,6.3,2.4,2,4,13819,7,19,157963,157963,118,5176,15561,5301.4038
2.5,1,2,7.3,2,326,220,161,25,930,3,7.1,0.1,4,3,8788,7,20,132077,132077,93,4516,12727,4323.1476
2.5,1,1,8.9,3,392,236,160,28,1018,3,5.8,0.2,4,6,9420,4,17,131880,131880,94,4864,12040,4800.344
1.25,1,1,1.6,3,160,119,79,10,525,1,2.6,0.4,2,6,5763,7,17,63772,63772,46,2492,6378,2268.3926
0.75,1,2,2.9,2,99,72,33,8,307,1,1.7,0,4,5,2629,5,20,36146,36146,27,546,3615,855.9858
2,1,1,3,3,296,190,102,25,761,3,4.8,0.8,2,4,8864,6,17,101824,101824,77,3349,10501,3483.1728
1.25,1,1,4.5,1,181,131,51,15,511,1,3.4,0.5,4,6,4748,5,18,65697,65697,49,1961,7321,2094.1996
1.75,1,1,2.4,3,240,196,112,16,664,2,4.1,2,2,3,7725,7,18,86709,86709,65,2721,9566,2866.865
2,1,1,6.1,1,330,160,100,28,751,3,4.7,0.5,3,3,7996,5,20,105234,105234,78,696,10431,2198.4092
3,1,2,8.4,1,509,302,164,32,1210,3,6.3,0.6,2,5,12089,6,19,143230,143230,117,6021,17209,6043.9578
0.75,2,2,2,2,131,73,35,8,328,2,2.2,0.1,3,3,2765,5,20,36354,36354,28,576,4403,1027.723
1,1,1,1.7,1,150,93,41,8,429,3,1.9,1.1,4,3,4030,7,21,52494,52494,40,886,5046,1333.796
3,2,2,10.3,1,461,291,146,37,1135,2,5.8,1,2,5,13562,6,17,150281,150281,118,2142,15252,3733.4924
1.25,2,1,4.1,3,169,140,68,17,514,2,2.9,0.3,3,5,4466,5,20,62616,62616,49,1983,6405,2045.4432
0.5,1,1,1.4,3,83,56,25,7,220,3,1.1,0,4,4,1805,4,21,23669,23669,18,1035,2735,1010.461
0.75,2,2,2.4,2,117,70,35,7,295,1,1.9,0.8,3,4,3220,7,17,39136,39136,29,1651,4011,1555.964
0.5,1,2,0.7,2,72,45,24,5,217,3,1.4,0.4,4,4,2242,7,17,24147,24147,19,1125,2910,1021.6084
1,2,2,3.6,1,148,107,50,7,386,3,2.4,1.3,4,6,4684,5,17,52500,52500,38,655,4819,1205.2468
1.75,1,1,2.9,1,280,184,72,19,673,3,4.7,1.6,2,4,7001,4,20,92415,92415,62,1366,9245,2301.1202
2,1,2,5.1,1,338,196,88,28,751,3,4.4,2.3,2,3,9293,5,20,104628,104628,79,689,11277,2261.8086
1,2,1,2.3,3,131,93,62,11,365,2,2.5,0.8,3,3,4487,4,19,50052,50052,39,521,5322,1052.3374
1.25,2,1,2.5,2,152,104,73,12,527,2,3.3,0.8,4,3,5755,5,18,60556,60556,48,1325,6744,1621.051
3,2,2,8.1,3,430,282,176,40,1283,2,6.3,2.8,2,6,13879,7,21,146218,146218,114,5444,16786,5402.4958
0.5,1,1,0.9,2,67,51,28,6,217,2,1.2,0,2,5,1956,7,19,25367,25367,19,275,2865,531.9912
2.5,2,2,6.6,1,418,274,153,23,905,2,5.8,3.5,4,6,10658,6,21,124069,124069,93,1248,13644,3019.0216
0.75,2,2,2.7,3,122,77,34,9,271,1,2.2,0.7,3,3,3103,5,21,35645,35645,27,717,3933,1070.2506
1,1,1,1.4,1,174,88,62,13,444,1,2.2,0.3,3,6,3975,4,18,50252,50252,36,1555,5057,1783.525
1,1,2,4,1,160,112,50,10,444,3,2.7,0.8,4,5,4125,4,18,51024,51024,36,293,5159,1053.325
2.5,1,1,4.8,1,391,236,112,26,1089,3,6.4,1.7,4,3,10791,6,18,122740,122740,99,3776,13693,4250.0282
2,2,1,7.9,2,267,181,123,14,743,1,4.1,2.7,4,4,7480,4,19,97938,97938,78,3166,10720,3281.126
0.5,2,2,1.8,2,83,55,26,5,202,1,1.2,0.1,3,4,1960,5,21,24087,24087,18,153,2502,537.062
1.75,2,1,3.5,3,255,177,102,24,672,2,4.6,0.2,3,3,7026,4,21,88568,88568,69,1927,9871,2491.5452
2,1,1,3.7,2,271,169,98,26,850,2,5,1,4,6,8042,5,18,94452,94452,78,4060,10265,3760.5084
1,2,2,3.4,2,131,84,41,11,390,2,2.8,1.3,3,3,3655,6,17,51018,51018,38,2140,5318,1931.821
1.25,1,2,2.8,2,176,114,51,16,498,1,3,1.6,3,5,5598,5,21,65340,65340,48,1583,7119,1876.6996
2,1,1,5.3,2,266,172,91,21,798,2,5.1,2.6,4,3,8158,7,17,99354,99354,72,3962,11401,3693.3716
1.25,1,1,3,3,152,110,66,16,550,2,2.6,1.3,4,4,5280,6,20,64991,64991,47,1411,7364,1664.066
3,1,2,7.5,3,394,312,158,23,1242,1,7.5,1.4,2,6,13209,7,17,152984,152984,107,6073,15401,5548.6618
0.75,1,2,1.8,1,134,82,49,5,320,2,2.2,0.2,3,6,3268,5,17,39024,39024,27,412,3874,953.7736
3,2,1,3.7,1,466,282,178,36,1096,3,6.1,3.6,4,5,10311,4,18,157037,157037,118,6454,15623,6133.4222
0.5,2,1,1.8,3,87,49,22,5,192,2,1.5,0.7,4,4,2069,4,21,23583,23583,19,762,2416,899.5438
1.75,2,2,3.6,1,248,196,90,15,646,2,3.6,1,2,3,7351,4,19,87969,87969,64,3504,9123,3297.7302
0.5,1,2,1,3,61,55,26,5,213,3,1.3,0.6,2,6,2071,7,18,24309,24309,19,209,2584,480.3942
0.5,2,2,1.7,2,79,57,22,4,220,2,1.4,0.7,3,6,1715,4,21,26416,26416,18,751,2426,853.753
1.75,1,1,5.1,3,230,185,74,22,766,1,5.1,1.9,4,6,7759,6,18,86478,86478,65,1991,9451,2431.9818
2.5,1,1,5.9,2,408,213,149,21,1036,1,6.4,3,4,6,10596,6,19,124013,124013,95,4737,13596,4857.4192
2,2,1,2.5,1,248,204,119,27,819,3,3.8,2.7,3,6,9262,7,20,97865,97865,79,4594,11168,3967.7024
1.75,2,2,3.5,2,312,144,84,13,733,1,4.5,1.9,3,5,7838,6,19,90069,90069,66,2745,9006,3203.8576
1.25,2,2,4.4,1,199,114,80,12,457,2,2.7,1.7,3,4,5605,7,19,65582,65582,45,1223,6011,1778.611
1.25,1,2,1.4,3,202,114,51,13,455,2,2.4,0.7,4,3,4567,4,17,61200,61200,47,1639,7055,1999.3434
0.75,2,2,2.6,3,130,85,46,8,285,3,1.5,0.3,2,5,2629,6,21,37289,37289,28,307,4356,875.3758
3,2,2,6.5,3,479,265,149,35,1217,2,6.7,4,3,5,12612,6,19,145422,145422,114,3801,17354,4756.3424
0.75,1,1,1.6,2,114,79,43,10,316,2,1.9,0.1,3,6,2881,5,18,36126,36126,28,1411,3734,1399.7662
1.75,1,1,5.9,3,213,180,90,14,644,3,5.2,1.6,4,4,6378,5,18,82869,82869,63,1669,8728,2172.5156
0.75,1,1,2.1,2,102,71,34,7,309,1,1.8,0.8,4,3,2556,6,20,38993,38993,27,1202,3713,1238.1712
1.25,2,1,2.5,1,209,130,64,12,560,3,2.7,1.2,2,3,4780,6,18,60194,60194,47,403,6810,1378.156
2.5,2,2,7.7,3,393,209,128,29,960,3,4.8,2.3,3,4,8542,5,17,117819,117819,92,5229,13384,5012.6384
2,2,2,5.7,3,342,220,127,17,873,1,5.1,2.2,3,5,6912,5,21,98393,98393,77,4148,10408,4154.1424
2.5,1,2,8.6,2,339,284,160,32,1004,3,7.2,0.3,3,4,8984,6,19,123999,123999,92,4221,14340,4229.0068
0.75,1,2,0.9,3,102,72,43,10,298,2,2.2,0.5,2,6,2981,7,18,36526,36526,27,874,4228,1061.9862
2,2,1,5.3,2,271,196,112,24,733,1,4.1,1.3,3,3,8052,5,21,94121,94121,77,3758,10870,3592.6804
3,1,1,9,3,523,335,139,30,1346,3,6,0.9,4,6,10688,4,19,149807,149807,109,4230,15560,5116.1276
3,1,1,11,2,426,270,152,23,1343,1,8,3.5,3,5,11093,4,19,151162,151162,111,4580,15093,4935.4286
1.25,1,1,1.7,3,201,117,80,17,546,3,3.5,1.4,4,4,5716,5,19,64192,64192,50,492,7239,1413.0032
1.5,1,2,2.2,3,260,131,89,17,604,3,3.2,0.1,4,6,5157,6,21,73543,73543,54,2713,8305,2868.5814
1,2,2,3,1,161,92,44,12,382,2,2.3,0.7,3,6,4181,4,18,52662,52662,35,2072,5570,2006.8062
1.25,2,2,2.6,2,169,128,55,14,509,3,3.1,1.1,4,3,5236,5,21,64673,64673,45,1162,6771,1602.8572
2.5,2,2,3.6,2,376,286,136,22,986,1,6.1,2.4,3,5,11046,4,20,124411,124411,95,5191,12345,4948.9292
1,2,1,1.8,1,168,112,50,11,404,1,2.9,1.1,4,4,3454,5,19,48858,48858,36,1095,5437,1529.7008
2,1,2,6.3,3,358,171,124,15,833,2,5.1,0.2,3,3,9055,6,19,94166,94166,70,3266,11346,3691.631
1.25,2,1,3.4,2,168,125,52,11,463,1,3.4,0.3,3,3,5671,7,18,59978,59978,46,2800,7197,2475.7242
1.75,2,1,2,3,309,143,101,13,650,3,4.2,1.9,3,6,7319,4,18,89073,89073,63,1097,9421,2289.4538
0.75,2,2,2.7,3,122,70,40,10,326,2,1.7,0.5,3,6,3009,7,18,39424,39424,27,488,3731,937.6318
1.75,1,2,6.3,2,235,144,94,18,725,1,5,1.6,4,4,6910,7,21,84021,84021,70,2814,9081,2907.342
3,2,2,9.3,3,428,289,142,22,1163,3,6.9,1.6,2,3,13816,7,17,153832,153832,108,1433,16587,3192.5432
1.25,2,1,3.7,2,152,110,66,9,562,1,3.7,0.8,4,4,5437,6,21,65903,65903,48,1552,6323,1747.8474
1.5,2,2,5.5,3,244,160,68,15,604,3,4.1,1.3,2,6,6463,4,20,70880,70880,54,2984,7697,2972.9026
1,2,2,1.7,2,169,80,60,9,385,2,2,0.6,3,3,3963,4,21,50291,50291,37,652,5686,1278.1526
0.75,2,2,2.7,3,90,80,32,9,280,3,1.9,1,4,3,2660,5,19,39341,39341,27,431,3889,772.552
3,1,2,6.4,2,431,334,187,23,1142,2,6,0.2,4,3,12779,4,19,149085,149085,109,6285,17201,5804.5358
0.75,1,2,2.6,3,109,77,45,10,274,2,2.2,0.1,2,6,3010,5,19,39738,39738,30,1403,4269,1382.632
2,1,1,4,1,281,185,93,16,771,1,4.8,0.4,2,6,6810,6,19,95376,95376,73,1843,9778,2581.242
0.5,1,1,1.1,3,74,44,24,7,195,1,1.3,0.4,3,5,1979,6,20,25235,25235,19,940,2671,929.4558
2,1,1,6,3,333,222,91,23,762,2,5.6,2.6,2,4,8914,4,20,103801,103801,77,1338,11769,2604.7028
1.5,2,2,5.3,2,217,142,79,13,662,2,4.2,2,2,3,5781,5,19,76426,76426,59,940,7272,1775.0562
1.25,2,2,2.4,2,151,129,68,14,559,1,2.5,0.2,2,4,4540,6,21,62699,62699,45,2062,6524,1987.188
1.75,2,1,5.5,1,239,177,107,23,668,1,3.9,1.6,3,4,8060,4,21,82694,82694,67,560,10189,1690.632
2.5,1,1,8.8,1,346,254,114,32,950,1,5.2,1.9,3,5,9927,6,18,125437,125437,90,1766,12298,2924.2154
3,2,2,4.4,1,524,298,122,29,1270,3,6.3,1.2,4,6,13990,5,21,156479,156479,119,939,14434,3378.598
1,1,2,3.3,2,144,109,57,14,428,2,2.8,0.2,4,3,3523,5,21,49528,49528,37,1659,5100,1713.4846
2.5,1,1,7.6,1,396,273,149,26,1045,3,7.3,3.2,3,6,9146,6,18,130764,130764,97,3301,12641,4052.1892
1,1,1,1.3,2,127,81,50,11,409,1,2.4,0.1,4,5,4046,7,21,48169,48169,39,1552,5137,1575.7992
0.5,2,2,1.5,3,65,51,32,4,188,2,1.1,0.6,4,6,2086,4,17,24493,24493,20,682,2437,755.0772
0.5,2,2,1.8,2,68,43,25,6,221,1,1,0.1,4,4,1710,5,18,24363,24363,20,677,2403,754.972
1,2,2,2.4,2,173,105,42,11,386,2,2,0.2,3,5,4670,5,18,47874,47874,39,1983,5095,2014.554
0.75,1,1,2.2,1,120,76,32,6,310,1,1.5,0.2,2,5,3411,7,18,38227,38227,28,981,3701,1190.2422
0.75,2,1,1.5,1,94,68,34,7,309,3,2.1,0.9,4,3,3221,7,18,35883,35883,28,397,3826,775.4342
1.5,1,1,3,3,193,136,66,14,668,3,3.5,0.8,4,6,6424,6,17,74690,74690,56,1745,8041,2062.1448
1.25,2,1,1.4,3,218,139,71,12,492,2,3,1.6,4,3,5417,7,20,61172,61172,48,703,6678,1595.7034
1.75,1,1,3.2,1,270,160,110,19,684,1,4.9,1.3,3,5,6875,4,17,90714,90714,63,2032,9630,2618.645
1,2,1,2.8,2,144,90,53,9,441,2,3,1.2,2,5,4662,4,17,48963,48963,38,2155,5337,2001.4724
1.5,1,1,4.6,3,209,136,60,13,565,2,4.1,1.6,3,3,6006,6,21,75640,75640,60,908,8834,1714.2412
1.75,1,1,5,1,255,187,73,21,758,1,3.5,1.1,4,4,7186,4,17,84506,84506,69,3015,9535,3078.5072
3,1,1,7.6,1,468,316,155,22,1199,2,8.2,1,4,6,11007,4,17,158812,158812,112,6413,16691,6083.2814
3,2,2,10.8,3,534,274,131,40,1231,1,6.1,3.6,2,5,12948,6,17,155464,155464,116,2354,16396,4214.8296
1.75,1,2,6.3,3,313,170,70,14,782,3,3.6,2.2,4,3,6373,5,20,92259,92259,65,1181,9250,2355.3346
2.5,1,2,8.4,1,335,245,109,23,1084,3,6.9,1.9,2,3,9003,4,21,132107,132107,95,3378,14358,3778.6906
2,2,2,7.7,1,342,226,123,24,814,2,5.6,0.3,4,5,8051,4,19,94703,94703,71,4285,11482,4184.2002
1,1,2,1.7,2,169,91,54,12,374,2,2.7,0.6,3,5,3933,7,17,52038,52038,38,2138,5732,2091.9666
1.25,1,2,3.7,2,215,133,75,11,467,1,3.1,1.3,4,6,5475,4,20,61675,61675,47,726,6376,1587.685
1.75,2,2,6.6,1,268,190,84,16,636,2,4.9,1.1,3,3,6256,5,21,83092,83092,66,2163,9348,2685.5012
0.75,2,2,1.6,3,132,72,35,8,322,3,1.8,0.8,4,4,3148,4,17,38419,38419,28,567,4283,1034.2896
1,1,2,3.2,3,158,82,63,12,372,3,2.3,0.1,3,6,4461,7,19,51416,51416,39,1877,5046,1891.9822
1.25,1,2,2.8,3,192,116,70,14,531,3,2.8,1.7,2,6,4505,4,17,64310,64310,45,871,6656,1556.791
2,1,2,6.4,1,277,185,109,22,794,1,5.3,0.2,4,6,8378,7,19,104165,104165,79,1323,10914,2305.6956
1,1,2,1.2,3,142,89,63,7,448,1,2.7,0.9,3,4,3866,7,18,51261,51261,39,1384,5727,1571.7232
3,1,2,5.3,2,510,340,164,36,1271,1,7.3,2.7,3,6,12865,5,20,152875,152875,108,5356,14984,5710.923
1.75,2,1,6.5,3,303,197,79,24,758,2,3.6,2.2,3,6,7481,6,21,88582,88582,69,3629,9027,3647.9162
1.5,1,2,5.2,2,269,151,68,16,638,1,3.3,1.7,3,4,6952,6,18,70558,70558,56,2368,7483,2756.1604
2.5,2,1,5.3,1,316,273,157,27,982,1,5.9,1.3,4,5,11572,7,20,127210,127210,99,4580,12173,4341.3044
0.75,1,1,2.4,3,90,76,40,7,298,1,1.8,0.9,4,5,3107,5,21,38933,38933,27,1137,3904,1151.7114
2,1,1,7.7,2,344,194,91,16,793,1,5.3,1.2,2,4,7435,6,19,105601,105601,79,1823,10716,2893.407
1,1,2,2,3,142,96,49,10,446,1,2.2,0.1,2,3,4199,7,19,48278,48278,40,561,5571,1110.3498
3,2,2,4.4,3,395,264,136,24,1214,3,6.7,1.8,2,5,13237,5,17,142815,142815,112,5811,16652,5418.0474
1.75,1,1,6.6,1,281,188,110,19,704,1,3.5,2.2,2,6,6208,5,18,86024,86024,62,2026,9911,2662.7416
1,1,2,2.4,1,127,98,40,9,428,3,3,1,3,4,4112,5,20,47045,47045,40,941,5872,1270.9424
0.75,2,2,2.1,3,113,65,34,10,287,3,2.1,0.5,4,6,2803,5,21,35487,35487,30,1451,3669,1429.7506
0.5,2,1,1.9,2,74,44,24,4,203,3,1.1,0.4,4,3,2058,6,19,23509,23509,18,692,2419,790.1316
0.75,1,2,0.8,1,122,68,39,7,323,1,2,0.5,4,3,3186,7,17,39029,39029,29,459,4157,931.4072
2,1,2,6.7,2,304,212,106,20,803,3,4,0.4,3,6,9065,4,20,96152,96152,79,2727,10237,3176.053
1,2,1,3.4,2,132,84,44,12,427,1,2.1,0.4,4,3,3512,5,20,47186,47186,37,1315,5564,1465.1024
2.5,2,2,3.2,2,340,217,147,35,917,1,7.4,2.7,2,3,9772,7,20,119166,119166,89,2583,13835,3374.8644
1.75,1,2,1.8,1,293,157,75,15,637,1,3.8,0.5,3,3,6523,5,21,91280,91280,66,3234,10078,3350.5146
0.75,1,1,2.7,1,91,64,42,9,280,2,1.5,0,3,6,3519,4,18,36494,36494,27,677,4376,888.8638
2,2,1,7.8,3,256,210,98,26,821,1,5.3,0.9,4,5,9135,6,20,97462,97462,74,2709,10360,2956.097
2,2,2,5.2,2,296,183,128,20,854,3,5.6,0.5,2,5,7256,5,18,102761,102761,76,1874,9836,2690.1412
0.5,1,2,0.6,3,81,43,26,4,200,3,1,0.5,3,5,1776,6,19,25503,25503,18,1131,2630,1059.4252
1,2,2,1.5,3,134,100,57,8,399,1,2.3,1.3,3,5,3461,6,20,49626,49626,36,1975,5214,1847.4422
3,2,2,3.7,2,467,298,145,24,1122,3,8.3,1.5,4,4,11829,6,20,156115,156115,115,6380,15141,6077.1758
0.75,2,2,1.1,2,128,73,31,10,287,3,1.8,0.4,3,5,2696,6,19,36854,36854,27,274,3972,847.7992
3,2,1,7,1,466,254,124,29,1190,1,7.9,1.9,4,3,11282,6,20,158567,158567,118,1151,14458,3254.1064
3,1,1,3.9,1,482,243,124,35,1309,3,8.1,1.5,2,3,10506,6,17,154607,154607,113,5357,14684,5576.8512
2,1,2,2.3,1,251,220,100,23,833,3,5.7,0.1,4,3,8915,4,17,100000,100000,74,3638,11114,3427.593
2.5,1,1,6.3,1,324,252,129,27,1037,2,6.6,3.4,3,6,10731,5,20,122951,122951,96,5420,12947,4859.3262
2.5,1,2,9.1,2,358,205,127,23,1055,2,6.1,2.7,2,6,9580,4,18,122002,122002,94,5360,12364,4952.826
2,1,2,7.1,3,337,199,110,27,821,1,4,1.4,4,3,9318,7,19,99375,99375,74,3259,9960,3612.9836
1.25,1,2,1.8,2,216,105,54,14,534,3,2.6,0.3,2,5,4433,7,17,65877,65877,50,1946,7173,2233.0366
2.5,1,1,8.4,3,380,256,107,30,1072,3,4.9,0.4,4,6,10833,4,20,119142,119142,99,4055,14175,4313.1266
0.5,1,2,1.1,3,73,42,27,4,205,1,1.1,0.4,3,6,2295,5,20,26434,26434,18,852,2881,872.259
1.25,1,2,4.4,1,178,124,50,11,494,1,2.9,1.2,2,3,5551,5,18,66238,66238,47,2638,6445,2445.2502
3,1,2,4.6,3,532,328,192,24,1114,2,7.6,3.3,2,3,12335,6,20,154194,154194,114,4019,15385,5122.657
3,1,1,6.7,3,415,334,123,40,1100,3,6.1,0.1,2,4,11386,7,20,150344,150344,113,5761,15492,5453.2072
1.25,1,2,3.1,3,224,115,51,9,513,3,3.7,1.2,3,6,4410,4,21,63031,63031,44,2125,7362,2375.302
0.5,2,2,0.6,2,65,53,27,6,188,1,1.5,0.3,2,5,1722,7,21,25256,25256,19,669,2614,744.1344
2.5,2,2,6.4,2,305,285,139,18,981,3,5.3,2.8,2,4,8514,4,18,124380,124380,100,2947,13800,3428.8428
0.75,2,2,1.4,2,98,85,39,9,283,2,2,0,2,3,3520,4,19,38500,38500,29,1331,3831,1286.984
0.75,2,1,2,3,94,83,40,10,296,2,2,0.6,3,3,2692,6,21,36227,36227,28,835,3650,1007.6584
1,1,1,1.7,1,146,90,40,11,444,2,2,0.3,4,5,4609,5,19,50412,50412,39,1257,5685,1500.6718
2,1,1,5.7,2,345,162,114,22,813,1,5.7,1.1,3,6,9398,7,18,99169,99169,74,2450,10163,3224.5896
1.5,1,2,2,2,265,163,69,16,558,1,3.7,0.2,4,6,5445,4,18,72422,72422,57,1692,7689,2356.809
3,2,2,7.5,1,376,330,181,30,1330,2,7,3.3,4,6,12875,6,19,156402,156402,112,4391,17590,4604.205
0.75,2,1,1.1,2,96,77,43,6,311,1,1.8,0.4,3,4,2833,7,20,36869,36869,28,1166,3637,1189.7266
1.75,2,1,3.8,3,227,190,89,21,688,2,4.9,2.4,3,4,6688,5,21,88568,88568,66,3054,9602,3003.4576
3,1,1,10,2,450,307,186,35,1159,2,9,0.9,4,4,10538,6,19,143709,143709,118,3866,17352,4655.6776
1.25,2,2,2.7,3,172,103,65,11,540,1,3.7,1.1,4,4,5437,5,17,59337,59337,47,2593,6087,2401.5574
0.5,2,1,1.9,1,67,42,23,7,198,1,1.1,0.3,4,3,2245,4,20,24466,24466,20,741,2416,789.259
1.75,2,1,5,1,276,150,100,22,731,2,4.2,1.3,2,6,6782,6,20,88246,88246,66,3178,9892,3263.7664
3,1,1,9.6,2,384,256,194,39,1334,2,8.5,1,3,5,10777,6,17,143579,143579,113,5728,15081,5340.1154
0.5,1,1,1.9,3,75,55,29,4,182,3,1,0.7,2,4,2028,5,20,26364,26364,18,565,2416,731.3356
2,1,1,4.9,3,273,166,101,26,810,1,5.3,0.4,3,3,6823,5,18,105440,105440,79,4253,11542,3870.3246
1.75,1,1,6.8,3,304,142,73,20,726,3,4.1,2.3,4,3,7512,7,19,87310,87310,64,3591,8625,3618.7524
1.75,2,2,3.1,1,221,167,98,16,731,1,3.4,1,3,4,6304,5,21,92726,92726,66,3996,9943,3443.6808
0.5,1,2,1.9,1,87,48,31,6,215,2,1.3,0.2,3,5,1701,7,20,25895,25895,18,865,2654,942.4202
0.75,1,2,2.1,3,94,84,41,9,292,3,1.7,0.5,3,5,3249,6,18,36274,36274,28,1628,3775,1431.0598
2,1,1,5.3,3,265,217,95,19,807,2,5.1,1.2,3,4,9135,4,20,100395,100395,71,2879,11463,3082.107
1.25,2,2,4.1,1,219,108,67,17,456,1,2.4,1.4,2,3,4473,5,17,65417,65417,50,1659,6708,2109.2546
0.5,2,1,1.9,1,76,48,27,5,219,3,1.2,0.4,4,5,2310,4,17,24061,24061,20,594,2666,754.342
2,1,2,5.1,2,323,165,98,14,844,2,4,0.7,2,3,8596,7,19,98679,98679,75,2951,11152,3370.6292
1.25,1,2,1.7,2,179,141,61,16,525,1,2.9,0.7,2,3,5079,7,19,62922,62922,48,687,7129,1393.6658
3,2,1,9.3,1,532,273,142,37,1190,2,6.1,2.8,4,5,13151,6,20,153472,153472,112,2877,14614,4463.8902
2,1,1,8,3,286,173,124,20,798,2,4.6,2.3,4,6,9233,6,17,99430,99430,71,2852,10378,3174.7766
3,1,1,11.7,3,444,310,132,29,1102,2,8,2.1,4,4,10942,7,18,149411,149411,120,2082,14864,3673.4384
